team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,review_by,review_umpire,review_batter,review_decision,review_type,wides,legbyes,byes,player_out,wicket_kind,subbed_in,subbed_out,subbed_team,subbed_reason,fielders_name,target_overs,target_runs,current_team_total,source_file,noballs,is_fielder_sub,umpires_call,injury_subbed_in,injury_subbed_out,is_non_boundary
Royal Challengers Bengaluru,4,5.0,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,54,1529266.csv,,,,,,
Royal Challengers Bengaluru,4,6.0,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,55,1529266.csv,,,,,,
Royal Challengers Bengaluru,5,1.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,2,0,2,,,,,,,,,,,,,,,,20.0,147.0,57,1529266.csv,,,,,,
Royal Challengers Bengaluru,5,2.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,58,1529266.csv,,,,,,
Royal Challengers Bengaluru,5,3.0,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,58,1529266.csv,,,,,,
Royal Challengers Bengaluru,5,4.0,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,59,1529266.csv,,,,,,
Royal Challengers Bengaluru,5,5.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,60,1529266.csv,,,,,,
Royal Challengers Bengaluru,5,6.0,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,60,1529266.csv,,,,,,
Royal Challengers Bengaluru,6,1.0,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,61,1529266.csv,,,,,,
Royal Challengers Bengaluru,6,2.0,0.1,5.6,mandatory,D Padikkal,DS Rathi,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,62,1529266.csv,,,,,,
Royal Challengers Bengaluru,6,3.0,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,62,1529266.csv,,,,,,
Royal Challengers Bengaluru,6,4.0,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,63,1529266.csv,,,,,,
Royal Challengers Bengaluru,6,5.0,0.1,5.6,mandatory,D Padikkal,DS Rathi,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,64,1529266.csv,,,,,,
Royal Challengers Bengaluru,6,6.0,0.1,5.6,mandatory,V Kohli,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,65,1529266.csv,,,,,,
Royal Challengers Bengaluru,7,1.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,66,1529266.csv,,,,,,
Royal Challengers Bengaluru,7,2.0,0.1,5.6,mandatory,D Padikkal,Avesh Khan,V Kohli,0,0,0,,,,,,,,,D Padikkal,caught,,,,,Himmat Singh,20.0,147.0,66,1529266.csv,,True,,,,
Royal Challengers Bengaluru,7,3.0,0.1,5.6,mandatory,RM Patidar,Avesh Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,66,1529266.csv,,,,,,
Royal Challengers Bengaluru,7,4.0,0.1,5.6,mandatory,RM Patidar,Avesh Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,67,1529266.csv,,,,,,
Royal Challengers Bengaluru,7,5.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,67,1529266.csv,,,,,,
Royal Challengers Bengaluru,7,6.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,68,1529266.csv,,,,,,
Royal Challengers Bengaluru,8,1.0,0.1,5.6,mandatory,V Kohli,Mohammed Shami,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,68,1529266.csv,,,,,,
Royal Challengers Bengaluru,8,2.0,0.1,5.6,mandatory,V Kohli,Mohammed Shami,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,69,1529266.csv,,,,,,
Royal Challengers Bengaluru,8,3.0,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,69,1529266.csv,,,,,,
Royal Challengers Bengaluru,8,4.0,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,75,1529266.csv,,,,,,
Royal Challengers Bengaluru,8,5.0,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,81,1529266.csv,,,,,,
Royal Challengers Bengaluru,8,6.0,0.1,5.6,mandatory,RM Patidar,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,81,1529266.csv,,,,,,
Royal Challengers Bengaluru,9,1.0,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,82,1529266.csv,,,,,,
Royal Challengers Bengaluru,9,2.0,0.1,5.6,mandatory,RM Patidar,GF Linde,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,83,1529266.csv,,,,,,
Royal Challengers Bengaluru,9,3.0,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,84,1529266.csv,,,,,,
Royal Challengers Bengaluru,9,4.0,0.1,5.6,mandatory,RM Patidar,GF Linde,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,85,1529266.csv,,,,,,
Royal Challengers Bengaluru,9,5.0,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,85,1529266.csv,,,,,,
Royal Challengers Bengaluru,9,6.0,0.1,5.6,mandatory,V Kohli,GF Linde,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,86,1529266.csv,,,,,,
Royal Challengers Bengaluru,10,1.0,0.1,5.6,mandatory,V Kohli,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,V Kohli,caught,,,,,N Pooran,20.0,147.0,86,1529266.csv,,,,,,
Royal Challengers Bengaluru,10,2.0,0.1,5.6,mandatory,JM Sharma,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,86,1529266.csv,,,,,,
Royal Challengers Bengaluru,10,3.0,0.1,5.6,mandatory,JM Sharma,Avesh Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,86,1529266.csv,,,,,,
Royal Challengers Bengaluru,10,4.0,0.1,5.6,mandatory,JM Sharma,Avesh Khan,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,87,1529266.csv,,,,,,
Royal Challengers Bengaluru,10,5.0,0.1,5.6,mandatory,RM Patidar,Avesh Khan,JM Sharma,4,0,4,,,,,,,,,,,,,,,,20.0,147.0,91,1529266.csv,,,,,,
Royal Challengers Bengaluru,10,6.0,0.1,5.6,mandatory,RM Patidar,Avesh Khan,JM Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,92,1529266.csv,,,,,,
Royal Challengers Bengaluru,11,1.0,0.1,5.6,mandatory,RM Patidar,DS Rathi,JM Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,93,1529266.csv,,,,,,
Royal Challengers Bengaluru,11,2.0,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,2,0,2,,,,,,,,,,,,,,,,20.0,147.0,95,1529266.csv,,,,,,
Royal Challengers Bengaluru,11,3.0,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,101,1529266.csv,,,,,,
Royal Challengers Bengaluru,11,4.0,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,4,0,4,,,,,,,,,,,,,,,,20.0,147.0,105,1529266.csv,,,,,,
Royal Challengers Bengaluru,11,5.0,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,111,1529266.csv,,,,,,
Royal Challengers Bengaluru,11,6.0,0.1,5.6,mandatory,JM Sharma,DS Rathi,RM Patidar,4,0,4,,,,,,,,,,,,,,,,20.0,147.0,115,1529266.csv,,,,,,
Royal Challengers Bengaluru,12,1.0,0.1,5.6,mandatory,RM Patidar,Prince Yadav,JM Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,121,1529266.csv,,,,,,
Royal Challengers Bengaluru,12,2.0,0.1,5.6,mandatory,RM Patidar,Prince Yadav,JM Sharma,0,0,0,,,,,,,,,RM Patidar,caught,,,,,DS Rathi,20.0,147.0,121,1529266.csv,,,,,,
Royal Challengers Bengaluru,12,3.0,0.1,5.6,mandatory,TH David,Prince Yadav,JM Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,122,1529266.csv,,,,,,
Royal Challengers Bengaluru,12,4.0,0.1,5.6,mandatory,JM Sharma,Prince Yadav,TH David,0,0,0,,,,,,,,,JM Sharma,caught,,,,,MD Choudhary,20.0,147.0,122,1529266.csv,,,,,,
Royal Challengers Bengaluru,12,5.0,0.1,5.6,mandatory,R Shepherd,Prince Yadav,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,123,1529266.csv,,,,,,
Royal Challengers Bengaluru,12,6.0,0.1,5.6,mandatory,TH David,Prince Yadav,R Shepherd,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,123,1529266.csv,,,,,,
Royal Challengers Bengaluru,13,1.0,0.1,5.6,mandatory,R Shepherd,DS Rathi,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,124,1529266.csv,,,,,,
Royal Challengers Bengaluru,13,2.0,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,124,1529266.csv,,,,,,
Royal Challengers Bengaluru,13,3.0,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,124,1529266.csv,,,,,,
Royal Challengers Bengaluru,13,4.0,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,130,1529266.csv,,,,,,
Royal Challengers Bengaluru,13,5.0,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,2,0,2,,,,,,,,,,,,,,,,20.0,147.0,132,1529266.csv,,,,,,
Royal Challengers Bengaluru,13,6.0,0.1,5.6,mandatory,TH David,DS Rathi,R Shepherd,4,0,4,,,,,,,,,,,,,,,,20.0,147.0,136,1529266.csv,,,,,,
Royal Challengers Bengaluru,14,1.0,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,136,1529266.csv,,,,,,
Royal Challengers Bengaluru,14,2.0,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,0,0,0,,,,,,,,,,,,,,,,20.0,147.0,136,1529266.csv,,,,,,
Royal Challengers Bengaluru,14,3.0,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,137,1529266.csv,,,,,,
Royal Challengers Bengaluru,14,4.0,0.1,5.6,mandatory,TH David,Avesh Khan,R Shepherd,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,138,1529266.csv,,,,,,
Royal Challengers Bengaluru,14,5.0,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,6,0,6,,,,,,,,,,,,,,,,20.0,147.0,144,1529266.csv,,,,,,
Royal Challengers Bengaluru,14,6.0,0.1,5.6,mandatory,R Shepherd,Avesh Khan,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,147.0,145,1529266.csv,,,,,,
Royal Challengers Bengaluru,15,1.0,0.1,5.6,mandatory,R Shepherd,GF Linde,TH David,4,0,4,,,,,,,,,,,,,,,,20.0,147.0,149,1529266.csv,,,,,,
Mumbai Indians,0,1.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,0,1529267.csv,,,,,,
Mumbai Indians,0,2.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,0,1529267.csv,,,,,,
Mumbai Indians,0,3.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,0,1529267.csv,,,,,,
Mumbai Indians,0,4.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,0,1529267.csv,,,,,,
Mumbai Indians,0,5.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,0,1529267.csv,,,,,,
Mumbai Indians,0,6.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,1,1529267.csv,,,,,,
Mumbai Indians,1,1.0,0.1,5.6,mandatory,RD Rickelton,M Jansen,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,2,1529267.csv,,,,,,
Mumbai Indians,1,2.0,0.1,5.6,mandatory,Q de Kock,M Jansen,RD Rickelton,6,0,6,,,,,,,,,,,,,,,,,,8,1529267.csv,,,,,,
Mumbai Indians,1,3.0,0.1,5.6,mandatory,Q de Kock,M Jansen,RD Rickelton,0,4,4,,,,,,,4.0,,,,,,,,,,,12,1529267.csv,,,,,,
Mumbai Indians,1,4.0,0.1,5.6,mandatory,Q de Kock,M Jansen,RD Rickelton,0,0,0,,,,,,,,,,,,,,,,,,12,1529267.csv,,,,,,
Mumbai Indians,1,5.0,0.1,5.6,mandatory,Q de Kock,M Jansen,RD Rickelton,0,0,0,,,,,,,,,,,,,,,,,,12,1529267.csv,,,,,,
Mumbai Indians,1,6.0,0.1,5.6,mandatory,Q de Kock,M Jansen,RD Rickelton,0,0,0,,,,,,,,,,,,,,,,,,12,1529267.csv,,,,,,
Mumbai Indians,2,1.0,0.1,5.6,mandatory,RD Rickelton,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,RD Rickelton,caught,,,,,Shashank Singh,,,12,1529267.csv,,,,,,
Mumbai Indians,2,2.0,0.1,5.6,mandatory,SA Yadav,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,SA Yadav,caught,,,,,YS Chahal,,,12,1529267.csv,,,,,,
Mumbai Indians,2,3.0,0.1,5.6,mandatory,Naman Dhir,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,12,1529267.csv,,,,,,
Mumbai Indians,2,4.0,0.1,5.6,mandatory,Naman Dhir,Arshdeep Singh,Q de Kock,2,0,2,,,,,,,,,,,,,,,,,,14,1529267.csv,,,,,,
Mumbai Indians,2,5.0,0.1,5.6,mandatory,Naman Dhir,Arshdeep Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,14,1529267.csv,,,,,,
Mumbai Indians,2,6.0,0.1,5.6,mandatory,Naman Dhir,Arshdeep Singh,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,15,1529267.csv,,,,,,
Mumbai Indians,3,1.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,15,1529267.csv,,,,,,
Mumbai Indians,3,2.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,4,0,4,,,,,,,,,,,,,,,,,,19,1529267.csv,,,,,,
Mumbai Indians,3,3.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,20,1529267.csv,,,,,,
Mumbai Indians,3,4.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,,,22,1529267.csv,,,,,,
Mumbai Indians,3,5.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,23,1529267.csv,,,,,,
Mumbai Indians,3,6.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,2,0,2,,,,,,,,,,,,,,,,,,25,1529267.csv,,,,,,
Mumbai Indians,4,1.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,26,1529267.csv,,,,,,
Mumbai Indians,4,2.0,0.1,5.6,mandatory,Naman Dhir,M Jansen,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,27,1529267.csv,,,,,,
Mumbai Indians,4,3.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,,27,1529267.csv,,,,,,
Mumbai Indians,4,4.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,,31,1529267.csv,,,,,,
Mumbai Indians,4,5.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,32,1529267.csv,,,,,,
Mumbai Indians,4,6.0,0.1,5.6,mandatory,Naman Dhir,M Jansen,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,33,1529267.csv,,,,,,
Mumbai Indians,5,1.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,33,1529267.csv,,,,,,
Mumbai Indians,5,2.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,4,0,4,,,,,,,,,,,,,,,,,,37,1529267.csv,,,,,,
Mumbai Indians,5,3.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,37,1529267.csv,,,,,,
Mumbai Indians,5,4.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,4,0,4,,,,,,,,,,,,,,,,,,41,1529267.csv,,,,,,
Mumbai Indians,5,5.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,6,0,6,,,,,,,,,,,,,,,,,,47,1529267.csv,,,,,,
Mumbai Indians,5,6.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,48,1529267.csv,,,,,,
Mumbai Indians,6,1.0,0.1,5.6,mandatory,Naman Dhir,YS Chahal,Q de Kock,6,0,6,,,,,,,,,,,,,,,,,,54,1529267.csv,,,,,,
Mumbai Indians,6,2.0,0.1,5.6,mandatory,Naman Dhir,YS Chahal,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,55,1529267.csv,,,,,,
Mumbai Indians,6,3.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,6,0,6,,,,,,,,,,,,,,,,,,61,1529267.csv,,,,,,
Mumbai Indians,6,4.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,,65,1529267.csv,,,,,,
Mumbai Indians,6,5.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,0,1,1,,,,,,1.0,,,,,,,,,,,,66,1529267.csv,,,,,,
Mumbai Indians,6,6.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,,66,1529267.csv,,,,,,
Mumbai Indians,6,7.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,67,1529267.csv,,,,,,
Mumbai Indians,7,1.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,68,1529267.csv,,,,,,
Mumbai Indians,7,2.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,69,1529267.csv,,,,,,
Mumbai Indians,7,3.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,,,71,1529267.csv,,,,,,
Mumbai Indians,7,4.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,72,1529267.csv,,,,,,
Mumbai Indians,7,5.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,73,1529267.csv,,,,,,
Mumbai Indians,7,6.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,74,1529267.csv,,,,,,
Mumbai Indians,8,1.0,0.1,5.6,mandatory,Q de Kock,Vijaykumar Vyshak,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,,78,1529267.csv,,,,,,
Mumbai Indians,8,2.0,0.1,5.6,mandatory,Q de Kock,Vijaykumar Vyshak,Naman Dhir,0,1,1,,,,,,1.0,,,,,,,,,,,,79,1529267.csv,,,,,,
Mumbai Indians,8,3.0,0.1,5.6,mandatory,Q de Kock,Vijaykumar Vyshak,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,,79,1529267.csv,,,,,,
Mumbai Indians,8,4.0,0.1,5.6,mandatory,Q de Kock,Vijaykumar Vyshak,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,,83,1529267.csv,,,,,,
Mumbai Indians,8,5.0,0.1,5.6,mandatory,Q de Kock,Vijaykumar Vyshak,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,84,1529267.csv,,,,,,
Mumbai Indians,8,6.0,0.1,5.6,mandatory,Naman Dhir,Vijaykumar Vyshak,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,85,1529267.csv,,,,,,
Mumbai Indians,8,7.0,0.1,5.6,mandatory,Q de Kock,Vijaykumar Vyshak,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,86,1529267.csv,,,,,,
Mumbai Indians,9,1.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,,,88,1529267.csv,,,,,,
Mumbai Indians,9,2.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,,88,1529267.csv,,,,,,
Mumbai Indians,9,3.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,6,0,6,,,,,,,,,,,,,,,,,,94,1529267.csv,,,,,,
Mumbai Indians,9,4.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,95,1529267.csv,,,,,,
Mumbai Indians,9,5.0,0.1,5.6,mandatory,Naman Dhir,YS Chahal,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,96,1529267.csv,,,,,,
Mumbai Indians,9,6.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,97,1529267.csv,,,,,,
Mumbai Indians,10,1.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,,97,1529267.csv,,,,,,
Mumbai Indians,10,2.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,,101,1529267.csv,,,,,,
Mumbai Indians,10,3.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,6,0,6,,,,,,,,,,,,,,,,,,107,1529267.csv,,,,,,
Mumbai Indians,10,4.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,108,1529267.csv,,,,,,
Mumbai Indians,10,5.0,0.1,5.6,mandatory,Naman Dhir,XC Bartlett,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,109,1529267.csv,,,,,,
Mumbai Indians,10,6.0,0.1,5.6,mandatory,Q de Kock,XC Bartlett,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,110,1529267.csv,,,,,,
Mumbai Indians,11,1.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,,110,1529267.csv,,,,,,
Mumbai Indians,11,2.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,6,0,6,,,,,,,,,,,,,,,,,,116,1529267.csv,,,,,,
Mumbai Indians,11,3.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,117,1529267.csv,,,,,,
Mumbai Indians,11,4.0,0.1,5.6,mandatory,Naman Dhir,YS Chahal,Q de Kock,6,0,6,,,,,,,,,,,,,,,,,,123,1529267.csv,,,,,,
Mumbai Indians,11,5.0,0.1,5.6,mandatory,Naman Dhir,YS Chahal,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,124,1529267.csv,,,,,,
Mumbai Indians,11,6.0,0.1,5.6,mandatory,Q de Kock,YS Chahal,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,125,1529267.csv,,,,,,
Mumbai Indians,12,1.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,126,1529267.csv,,,,,,
Mumbai Indians,12,2.0,0.1,5.6,mandatory,Naman Dhir,M Jansen,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,127,1529267.csv,,,,,,
Mumbai Indians,12,3.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,128,1529267.csv,,,,,,
Mumbai Indians,12,4.0,0.1,5.6,mandatory,Naman Dhir,M Jansen,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,129,1529267.csv,,,,,,
Mumbai Indians,12,5.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,0,1,1,,,,,,1.0,,,,,,,,,,,,130,1529267.csv,,,,,,
Mumbai Indians,12,6.0,0.1,5.6,mandatory,Q de Kock,M Jansen,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,131,1529267.csv,,,,,,
Mumbai Indians,12,7.0,0.1,5.6,mandatory,Naman Dhir,M Jansen,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,132,1529267.csv,,,,,,
Mumbai Indians,13,1.0,0.1,5.6,mandatory,Naman Dhir,Shashank Singh,Q de Kock,1,0,1,,,,,,,,,,,,,,,,,,133,1529267.csv,,,,,,
Mumbai Indians,13,2.0,0.1,5.6,mandatory,Q de Kock,Shashank Singh,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,,134,1529267.csv,,,,,,
Mumbai Indians,13,3.0,0.1,5.6,mandatory,Naman Dhir,Shashank Singh,Q de Kock,0,0,0,,,,,,,,,,,,,,,,,,134,1529267.csv,,,,,,
