team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,review_by,review_umpire,review_batter,review_decision,review_type,wides,legbyes,byes,player_out,wicket_kind,subbed_in,subbed_out,subbed_team,subbed_reason,fielders_name,target_overs,target_runs,current_team_total,source_file,noballs,is_fielder_sub,umpires_call,injury_subbed_in,injury_subbed_out,is_non_boundary
Royal Challengers Bengaluru,1,3.0,0.1,5.6,mandatory,JG Bethell,K Rabada,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,10,1529277.csv,,,,,,
Royal Challengers Bengaluru,1,4.0,0.1,5.6,mandatory,V Kohli,K Rabada,JG Bethell,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,14,1529277.csv,,,,,,
Royal Challengers Bengaluru,1,5.0,0.1,5.6,mandatory,V Kohli,K Rabada,JG Bethell,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,14,1529277.csv,,,,,,
Royal Challengers Bengaluru,1,6.0,0.1,5.6,mandatory,V Kohli,K Rabada,JG Bethell,0,1,1,,,,,,,1.0,,,,,,,,,20.0,206.0,15,1529277.csv,,,,,,
Royal Challengers Bengaluru,2,1.0,0.1,5.6,mandatory,V Kohli,Mohammed Siraj,JG Bethell,2,0,2,,,,,,,,,,,,,,,,20.0,206.0,17,1529277.csv,,,,,,
Royal Challengers Bengaluru,2,2.0,0.1,5.6,mandatory,V Kohli,Mohammed Siraj,JG Bethell,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,18,1529277.csv,,,,,,
Royal Challengers Bengaluru,2,3.0,0.1,5.6,mandatory,JG Bethell,Mohammed Siraj,V Kohli,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,22,1529277.csv,,,,,,
Royal Challengers Bengaluru,2,4.0,0.1,5.6,mandatory,JG Bethell,Mohammed Siraj,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,22,1529277.csv,,,,,,
Royal Challengers Bengaluru,2,5.0,0.1,5.6,mandatory,JG Bethell,Mohammed Siraj,V Kohli,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,26,1529277.csv,,,,,,
Royal Challengers Bengaluru,2,6.0,0.1,5.6,mandatory,JG Bethell,Mohammed Siraj,V Kohli,0,0,0,,,,,,,,,JG Bethell,caught,,,,,M Shahrukh Khan,20.0,206.0,26,1529277.csv,,,,,,
Royal Challengers Bengaluru,3,1.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,30,1529277.csv,,,,,,
Royal Challengers Bengaluru,3,2.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,31,1529277.csv,,,,,,
Royal Challengers Bengaluru,3,3.0,0.1,5.6,mandatory,D Padikkal,K Rabada,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,37,1529277.csv,,,,,,
Royal Challengers Bengaluru,3,4.0,0.1,5.6,mandatory,D Padikkal,K Rabada,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,38,1529277.csv,,,,,,
Royal Challengers Bengaluru,3,5.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,39,1529277.csv,,,,,,
Royal Challengers Bengaluru,3,6.0,0.1,5.6,mandatory,D Padikkal,K Rabada,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,40,1529277.csv,,,,,,
Royal Challengers Bengaluru,4,1.0,0.1,5.6,mandatory,D Padikkal,Mohammed Siraj,V Kohli,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,44,1529277.csv,,,,,,
Royal Challengers Bengaluru,4,2.0,0.1,5.6,mandatory,D Padikkal,Mohammed Siraj,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,44,1529277.csv,,,,,,
Royal Challengers Bengaluru,4,3.0,0.1,5.6,mandatory,D Padikkal,Mohammed Siraj,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,44,1529277.csv,,,,,,
Royal Challengers Bengaluru,4,4.0,0.1,5.6,mandatory,D Padikkal,Mohammed Siraj,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,44,1529277.csv,,,,,,
Royal Challengers Bengaluru,4,5.0,0.1,5.6,mandatory,D Padikkal,Mohammed Siraj,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,44,1529277.csv,,,,,,
Royal Challengers Bengaluru,4,6.0,0.1,5.6,mandatory,D Padikkal,Mohammed Siraj,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,50,1529277.csv,,,,,,
Royal Challengers Bengaluru,5,1.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,51,1529277.csv,,,,,,
Royal Challengers Bengaluru,5,2.0,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,52,1529277.csv,,,,,,
Royal Challengers Bengaluru,5,3.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,56,1529277.csv,,,,,,
Royal Challengers Bengaluru,5,4.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,56,1529277.csv,,,,,,
Royal Challengers Bengaluru,5,5.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,57,1529277.csv,,,,,,
Royal Challengers Bengaluru,5,6.0,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,58,1529277.csv,,,,,,
Royal Challengers Bengaluru,6,1.0,0.1,5.6,mandatory,D Padikkal,M Prasidh Krishna,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,59,1529277.csv,,,,,,
Royal Challengers Bengaluru,6,2.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,2,0,2,,,,,,,,,,,,,,,,20.0,206.0,61,1529277.csv,,,,,,
Royal Challengers Bengaluru,6,3.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,65,1529277.csv,,,,,,
Royal Challengers Bengaluru,6,4.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,69,1529277.csv,,,,,,
Royal Challengers Bengaluru,6,5.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,69,1529277.csv,,,,,,
Royal Challengers Bengaluru,6,6.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,70,1529277.csv,,,,,,
Royal Challengers Bengaluru,7,1.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,70,1529277.csv,,,,,,
Royal Challengers Bengaluru,7,2.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,76,1529277.csv,,,,,,
Royal Challengers Bengaluru,7,3.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,80,1529277.csv,,,,,,
Royal Challengers Bengaluru,7,4.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,81,1529277.csv,,,,,,
Royal Challengers Bengaluru,7,5.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,82,1529277.csv,,,,,,
Royal Challengers Bengaluru,7,6.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,83,1529277.csv,,,,,,
Royal Challengers Bengaluru,8,1.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,84,1529277.csv,,,,,,
Royal Challengers Bengaluru,8,2.0,0.1,5.6,mandatory,D Padikkal,M Prasidh Krishna,V Kohli,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,88,1529277.csv,,,,,,
Royal Challengers Bengaluru,8,3.0,0.1,5.6,mandatory,D Padikkal,M Prasidh Krishna,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,94,1529277.csv,,,,,,
Royal Challengers Bengaluru,8,4.0,0.1,5.6,mandatory,D Padikkal,M Prasidh Krishna,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,95,1529277.csv,,,,,,
Royal Challengers Bengaluru,8,5.0,0.1,5.6,mandatory,V Kohli,M Prasidh Krishna,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,96,1529277.csv,,,,,,
Royal Challengers Bengaluru,8,6.0,0.1,5.6,mandatory,D Padikkal,M Prasidh Krishna,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,102,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,1.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,103,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,2.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,103,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,3.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,109,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,4.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,0,1,1,,,,,,1.0,,,,,,,,,,20.0,206.0,110,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,5.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,116,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,6.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,117,1529277.csv,,,,,,
Royal Challengers Bengaluru,9,7.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,118,1529277.csv,,,,,,
Royal Challengers Bengaluru,10,1.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,119,1529277.csv,,,,,,
Royal Challengers Bengaluru,10,2.0,0.1,5.6,mandatory,D Padikkal,K Rabada,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,120,1529277.csv,,,,,,
Royal Challengers Bengaluru,10,3.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,120,1529277.csv,,,,,,
Royal Challengers Bengaluru,10,4.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,124,1529277.csv,,,,,,
Royal Challengers Bengaluru,10,5.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,130,1529277.csv,,,,,,
Royal Challengers Bengaluru,10,6.0,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,131,1529277.csv,,,,,,
Royal Challengers Bengaluru,11,1.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,132,1529277.csv,,,,,,
Royal Challengers Bengaluru,11,2.0,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,132,1529277.csv,,,,,,
Royal Challengers Bengaluru,11,3.0,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,133,1529277.csv,,,,,,
Royal Challengers Bengaluru,11,4.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,133,1529277.csv,,,,,,
Royal Challengers Bengaluru,11,5.0,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,134,1529277.csv,,,,,,
Royal Challengers Bengaluru,11,6.0,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,134,1529277.csv,,,,,,
Royal Challengers Bengaluru,12,1.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,138,1529277.csv,,,,,,
Royal Challengers Bengaluru,12,2.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,139,1529277.csv,,,,,,
Royal Challengers Bengaluru,12,3.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,140,1529277.csv,,,,,,
Royal Challengers Bengaluru,12,4.0,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,141,1529277.csv,,,,,,
Royal Challengers Bengaluru,12,5.0,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,0,0,0,,,,,,,,,D Padikkal,bowled,,,,,,20.0,206.0,141,1529277.csv,,,,,,
Royal Challengers Bengaluru,12,6.0,0.1,5.6,mandatory,RM Patidar,Rashid Khan,V Kohli,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,141,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,1.0,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,0,1,1,,,,,,1.0,,,,,,,,,,20.0,206.0,142,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,2.0,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,142,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,3.0,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,148,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,4.0,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,154,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,5.0,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,0,0,0,,,,,,,,,V Kohli,bowled,,,,,,20.0,206.0,154,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,6.0,0.1,5.6,mandatory,JM Sharma,JO Holder,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,154,1529277.csv,,,,,,
Royal Challengers Bengaluru,13,7.0,0.1,5.6,mandatory,JM Sharma,JO Holder,RM Patidar,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,158,1529277.csv,,,,,,
Royal Challengers Bengaluru,14,1.0,0.1,5.6,mandatory,RM Patidar,Rashid Khan,JM Sharma,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,164,1529277.csv,,,,,,
Royal Challengers Bengaluru,14,2.0,0.1,5.6,mandatory,RM Patidar,Rashid Khan,JM Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,165,1529277.csv,,,,,,
Royal Challengers Bengaluru,14,3.0,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,165,1529277.csv,,,,,,
Royal Challengers Bengaluru,14,4.0,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,171,1529277.csv,,,,,,
Royal Challengers Bengaluru,14,5.0,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,171,1529277.csv,,,,,,
Royal Challengers Bengaluru,14,6.0,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,0,0,0,,,,,,,,,JM Sharma,caught,,,,,MJ Suthar,20.0,206.0,171,1529277.csv,,,,,,
Royal Challengers Bengaluru,15,1.0,0.1,5.6,mandatory,RM Patidar,MJ Suthar,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,172,1529277.csv,,,,,,
Royal Challengers Bengaluru,15,2.0,0.1,5.6,mandatory,TH David,MJ Suthar,RM Patidar,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,173,1529277.csv,,,,,,
Royal Challengers Bengaluru,15,3.0,0.1,5.6,mandatory,RM Patidar,MJ Suthar,TH David,0,0,0,,,,,,,,,RM Patidar,caught,,,,,Washington Sundar,20.0,206.0,173,1529277.csv,,,,,,
Royal Challengers Bengaluru,15,4.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,174,1529277.csv,,,,,,
Royal Challengers Bengaluru,15,5.0,0.1,5.6,mandatory,TH David,MJ Suthar,KH Pandya,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,174,1529277.csv,,,,,,
Royal Challengers Bengaluru,15,6.0,0.1,5.6,mandatory,TH David,MJ Suthar,KH Pandya,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,175,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,1.0,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,176,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,2.0,0.1,5.6,mandatory,KH Pandya,K Rabada,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,177,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,3.0,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,177,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,4.0,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,177,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,5.0,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,1,1,,,,,,1.0,,,,,,,,,,20.0,206.0,178,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,6.0,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,184,1529277.csv,,,,,,
Royal Challengers Bengaluru,16,7.0,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,184,1529277.csv,,,,,,
Royal Challengers Bengaluru,17,1.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,188,1529277.csv,,,,,,
Royal Challengers Bengaluru,17,2.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,192,1529277.csv,,,,,,
Royal Challengers Bengaluru,17,3.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,192,1529277.csv,,,,,,
Royal Challengers Bengaluru,17,4.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,192,1529277.csv,,,,,,
Royal Challengers Bengaluru,17,5.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,6,0,6,,,,,,,,,,,,,,,,20.0,206.0,198,1529277.csv,,,,,,
Royal Challengers Bengaluru,17,6.0,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,199,1529277.csv,,,,,,
Royal Challengers Bengaluru,18,1.0,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,0,0,0,,,,,,,,,,,,,,,,20.0,206.0,199,1529277.csv,,,,,,
Royal Challengers Bengaluru,18,2.0,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,200,1529277.csv,,,,,,
Royal Challengers Bengaluru,18,3.0,0.1,5.6,mandatory,TH David,JO Holder,KH Pandya,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,201,1529277.csv,,,,,,
Royal Challengers Bengaluru,18,4.0,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,4,0,4,,,,,,,,,,,,,,,,20.0,206.0,205,1529277.csv,,,,,,
Royal Challengers Bengaluru,18,5.0,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,1,0,1,,,,,,,,,,,,,,,,20.0,206.0,206,1529277.csv,,,,,,
Delhi Capitals,0,1.0,0.1,5.6,mandatory,P Nissanka,Arshdeep Singh,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,0,1529278.csv,,,,,,
Delhi Capitals,0,2.0,0.1,5.6,mandatory,P Nissanka,Arshdeep Singh,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,1,1529278.csv,,,,,,
Delhi Capitals,0,3.0,0.1,5.6,mandatory,KL Rahul,Arshdeep Singh,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,,2,1529278.csv,,,,,,
Delhi Capitals,0,4.0,0.1,5.6,mandatory,P Nissanka,Arshdeep Singh,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,6,1529278.csv,,,,,,
Delhi Capitals,0,5.0,0.1,5.6,mandatory,P Nissanka,Arshdeep Singh,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,7,1529278.csv,,,,,,
Delhi Capitals,0,6.0,0.1,5.6,mandatory,KL Rahul,Arshdeep Singh,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,,8,1529278.csv,,,,,,
Delhi Capitals,1,1.0,0.1,5.6,mandatory,KL Rahul,XC Bartlett,P Nissanka,4,0,4,,,,,,,,,,,,,,,,,,12,1529278.csv,,,,,,
Delhi Capitals,1,2.0,0.1,5.6,mandatory,KL Rahul,XC Bartlett,P Nissanka,4,0,4,,,,,,,,,,,,,,,,,,16,1529278.csv,,,,,,
Delhi Capitals,1,3.0,0.1,5.6,mandatory,KL Rahul,XC Bartlett,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,,17,1529278.csv,,,,,,
Delhi Capitals,1,4.0,0.1,5.6,mandatory,P Nissanka,XC Bartlett,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,18,1529278.csv,,,,,,
Delhi Capitals,1,5.0,0.1,5.6,mandatory,KL Rahul,XC Bartlett,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,,19,1529278.csv,,,,,,
Delhi Capitals,1,6.0,0.1,5.6,mandatory,P Nissanka,XC Bartlett,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,23,1529278.csv,,,,,,
Delhi Capitals,2,1.0,0.1,5.6,mandatory,KL Rahul,Arshdeep Singh,P Nissanka,0,0,0,,,,,,,,,,,,,,,,,,23,1529278.csv,,,,,,
Delhi Capitals,2,2.0,0.1,5.6,mandatory,KL Rahul,Arshdeep Singh,P Nissanka,4,0,4,,,,,,,,,,,,,,,,,,27,1529278.csv,,,,,,
Delhi Capitals,2,3.0,0.1,5.6,mandatory,KL Rahul,Arshdeep Singh,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,,28,1529278.csv,,,,,,
Delhi Capitals,2,4.0,0.1,5.6,mandatory,P Nissanka,Arshdeep Singh,KL Rahul,0,0,0,,,,,,,,,P Nissanka,caught,,,,,P Simran Singh,,,28,1529278.csv,,,,,,
Delhi Capitals,2,5.0,0.1,5.6,mandatory,N Rana,Arshdeep Singh,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,29,1529278.csv,,,,,,
Delhi Capitals,2,6.0,0.1,5.6,mandatory,KL Rahul,Arshdeep Singh,N Rana,6,0,6,,,,,,,,,,,,,,,,,,35,1529278.csv,,,,,,
Delhi Capitals,3,1.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,35,1529278.csv,,,,,,
Delhi Capitals,3,2.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,39,1529278.csv,,,,,,
Delhi Capitals,3,3.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,43,1529278.csv,,,,,,
Delhi Capitals,3,4.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,2,0,2,,,,,,,,,,,,,,,,,,45,1529278.csv,,,,,,
Delhi Capitals,3,5.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,45,1529278.csv,,,,,,
Delhi Capitals,3,6.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,45,1529278.csv,,,,,,
Delhi Capitals,4,1.0,0.1,5.6,mandatory,KL Rahul,Vijaykumar Vyshak,N Rana,1,0,1,,,,,,,,,,,,,,,,,,46,1529278.csv,,,,,,
Delhi Capitals,4,2.0,0.1,5.6,mandatory,N Rana,Vijaykumar Vyshak,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,46,1529278.csv,,,,,,
Delhi Capitals,4,3.0,0.1,5.6,mandatory,N Rana,Vijaykumar Vyshak,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,50,1529278.csv,,,,,,
Delhi Capitals,4,4.0,0.1,5.6,mandatory,N Rana,Vijaykumar Vyshak,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,54,1529278.csv,,,,,,
Delhi Capitals,4,5.0,0.1,5.6,mandatory,N Rana,Vijaykumar Vyshak,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,55,1529278.csv,,,,,,
Delhi Capitals,4,6.0,0.1,5.6,mandatory,KL Rahul,Vijaykumar Vyshak,N Rana,6,0,6,,,,,,,,,,,,,,,,,,61,1529278.csv,,,,,,
Delhi Capitals,5,1.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,62,1529278.csv,,,,,,
Delhi Capitals,5,2.0,0.1,5.6,mandatory,KL Rahul,M Jansen,N Rana,0,0,0,,,,,,,,,,,,,,,,,,62,1529278.csv,,,,,,
Delhi Capitals,5,3.0,0.1,5.6,mandatory,KL Rahul,M Jansen,N Rana,1,0,1,,,,,,,,,,,,,,,,,,63,1529278.csv,,,,,,
Delhi Capitals,5,4.0,0.1,5.6,mandatory,N Rana,M Jansen,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,64,1529278.csv,,,,,,
Delhi Capitals,5,5.0,0.1,5.6,mandatory,KL Rahul,M Jansen,N Rana,4,0,4,,,,,,,,,,,,,,,,,,68,1529278.csv,,,,,,
Delhi Capitals,5,6.0,0.1,5.6,mandatory,KL Rahul,M Jansen,N Rana,0,0,0,,,,,,,,,,,,,,,,,,68,1529278.csv,,,,,,
