team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,noballs,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,16,5,0.1,5.6,mandatory,T Stubbs,Gurjapneet Singh,Kuldeep Yadav,2,0,2,,,,,,,,,,,,,,,,20.0,213.0,170
Delhi Capitals,16,6,0.1,5.6,mandatory,T Stubbs,Gurjapneet Singh,Kuldeep Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,213.0,171
Delhi Capitals,17,1,0.1,5.6,mandatory,T Stubbs,A Kamboj,Kuldeep Yadav,0,0,0,,,,,,,,,,,,,,,,20.0,213.0,171
Delhi Capitals,17,2,0.1,5.6,mandatory,T Stubbs,A Kamboj,Kuldeep Yadav,0,0,0,,,,,,,,,,,,,,,,20.0,213.0,171
Delhi Capitals,17,3,0.1,5.6,mandatory,T Stubbs,A Kamboj,Kuldeep Yadav,4,0,4,,,,,,,,,,,,,,,,20.0,213.0,175
Delhi Capitals,17,4,0.1,5.6,mandatory,T Stubbs,A Kamboj,Kuldeep Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,213.0,176
Delhi Capitals,17,5,0.1,5.6,mandatory,Kuldeep Yadav,A Kamboj,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,213.0,177
Delhi Capitals,17,6,0.1,5.6,mandatory,T Stubbs,A Kamboj,Kuldeep Yadav,4,0,4,,,,,,,,,,,,,,,,20.0,213.0,181
Delhi Capitals,18,1,0.1,5.6,mandatory,Kuldeep Yadav,J Overton,T Stubbs,0,1,1,,,,,,,,1.0,,,,,,,,20.0,213.0,182
Delhi Capitals,18,2,0.1,5.6,mandatory,T Stubbs,J Overton,Kuldeep Yadav,0,1,1,1.0,,,,,,,,,,,,,,,20.0,213.0,183
Delhi Capitals,18,3,0.1,5.6,mandatory,T Stubbs,J Overton,Kuldeep Yadav,0,0,0,,,,,,,,,,,,,,,,20.0,213.0,183
Delhi Capitals,18,4,0.1,5.6,mandatory,T Stubbs,J Overton,Kuldeep Yadav,0,0,0,,,,,,,,,T Stubbs,caught,,,,,Noor Ahmad,20.0,213.0,183
Delhi Capitals,18,5,0.1,5.6,mandatory,L Ngidi,J Overton,Kuldeep Yadav,1,0,1,,,,,,,,,,,,,,,,20.0,213.0,184
Delhi Capitals,18,6,0.1,5.6,mandatory,Kuldeep Yadav,J Overton,L Ngidi,0,0,0,,,,,,,,,,,,,,,,20.0,213.0,184
Delhi Capitals,18,7,0.1,5.6,mandatory,Kuldeep Yadav,J Overton,L Ngidi,1,0,1,,,,,,,,,,,,,,,,20.0,213.0,185
Delhi Capitals,19,1,0.1,5.6,mandatory,Kuldeep Yadav,A Kamboj,L Ngidi,0,0,0,,,,,,,,,Kuldeep Yadav,caught,,,,,D Brevis,20.0,213.0,185
Delhi Capitals,19,2,0.1,5.6,mandatory,T Natarajan,A Kamboj,L Ngidi,0,0,0,,,,,,,,,,,,,,,,20.0,213.0,185
Delhi Capitals,19,3,0.1,5.6,mandatory,T Natarajan,A Kamboj,L Ngidi,1,0,1,,,,,,,,,,,,,,,,20.0,213.0,186
Delhi Capitals,19,4,0.1,5.6,mandatory,L Ngidi,A Kamboj,T Natarajan,0,1,1,,1.0,,,,,,,,,,,,,,20.0,213.0,187
Delhi Capitals,19,5,0.1,5.6,mandatory,L Ngidi,A Kamboj,T Natarajan,0,0,0,,,,,,,,,,,,,,,,20.0,213.0,187
Delhi Capitals,19,6,0.1,5.6,mandatory,L Ngidi,A Kamboj,T Natarajan,2,0,2,,,,,,,,,,,,,,,,20.0,213.0,189
Delhi Capitals,19,7,0.1,5.6,mandatory,L Ngidi,A Kamboj,T Natarajan,0,0,0,,,,,,,,,L Ngidi,caught,,,,,Gurjapneet Singh,20.0,213.0,189
