team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,noballs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,overs_deliveries_wickets_fielders_substitute,target_overs,target_runs,current_team_total
Punjab Kings,7,1,0.1,5.6,mandatory,C Connolly,Kuldeep Yadav,P Simran Singh,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,131
Punjab Kings,7,2,0.1,5.6,mandatory,C Connolly,Kuldeep Yadav,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,132
Punjab Kings,7,3,0.1,5.6,mandatory,P Simran Singh,Kuldeep Yadav,C Connolly,0,0,0,,,,Punjab Kings,VK Sharma,P Simran Singh,struck down,wicket,P Simran Singh,lbw,,,,,,,20.0,265.0,132
Punjab Kings,7,4,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,C Connolly,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,133
Punjab Kings,7,5,0.1,5.6,mandatory,C Connolly,Kuldeep Yadav,SS Iyer,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,133
Punjab Kings,7,6,0.1,5.6,mandatory,C Connolly,Kuldeep Yadav,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,134
Punjab Kings,8,1,0.1,5.6,mandatory,C Connolly,AR Patel,SS Iyer,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,140
Punjab Kings,8,2,0.1,5.6,mandatory,C Connolly,AR Patel,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,141
Punjab Kings,8,3,0.1,5.6,mandatory,SS Iyer,AR Patel,C Connolly,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,141
Punjab Kings,8,4,0.1,5.6,mandatory,SS Iyer,AR Patel,C Connolly,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,142
Punjab Kings,8,5,0.1,5.6,mandatory,C Connolly,AR Patel,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,143
Punjab Kings,8,6,0.1,5.6,mandatory,SS Iyer,AR Patel,C Connolly,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,143
Punjab Kings,9,1,0.1,5.6,mandatory,C Connolly,Kuldeep Yadav,SS Iyer,2,0,2,,,,,,,,,,,,,,,,,20.0,265.0,145
Punjab Kings,9,2,0.1,5.6,mandatory,C Connolly,Kuldeep Yadav,SS Iyer,0,0,0,,,,,,,,,C Connolly,bowled,,,,,,,20.0,265.0,145
Punjab Kings,9,3,0.1,5.6,mandatory,N Wadhera,Kuldeep Yadav,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,146
Punjab Kings,9,4,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,147
Punjab Kings,9,5,0.1,5.6,mandatory,N Wadhera,Kuldeep Yadav,SS Iyer,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,147
Punjab Kings,9,6,0.1,5.6,mandatory,N Wadhera,Kuldeep Yadav,SS Iyer,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,147
Punjab Kings,10,1,0.1,5.6,mandatory,SS Iyer,V Nigam,N Wadhera,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,151
Punjab Kings,10,2,0.1,5.6,mandatory,SS Iyer,V Nigam,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,152
Punjab Kings,10,3,0.1,5.6,mandatory,N Wadhera,V Nigam,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,153
Punjab Kings,10,4,0.1,5.6,mandatory,SS Iyer,V Nigam,N Wadhera,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,154
Punjab Kings,10,5,0.1,5.6,mandatory,SS Iyer,V Nigam,N Wadhera,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,154
Punjab Kings,10,6,0.1,5.6,mandatory,SS Iyer,V Nigam,N Wadhera,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,160
Punjab Kings,10,7,0.1,5.6,mandatory,SS Iyer,V Nigam,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,161
Punjab Kings,11,1,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,N Wadhera,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,167
Punjab Kings,11,2,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,168
Punjab Kings,11,3,0.1,5.6,mandatory,N Wadhera,Kuldeep Yadav,SS Iyer,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,169
Punjab Kings,11,4,0.1,5.6,mandatory,N Wadhera,Kuldeep Yadav,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,170
Punjab Kings,11,5,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,N Wadhera,2,0,2,,,,,,,,,,,,,,,,,20.0,265.0,172
Punjab Kings,11,6,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,173
Punjab Kings,11,7,0.1,5.6,mandatory,N Wadhera,Kuldeep Yadav,SS Iyer,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,173
Punjab Kings,12,1,0.1,5.6,mandatory,SS Iyer,AR Patel,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,174
Punjab Kings,12,2,0.1,5.6,mandatory,N Wadhera,AR Patel,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,175
Punjab Kings,12,3,0.1,5.6,mandatory,SS Iyer,AR Patel,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,176
Punjab Kings,12,4,0.1,5.6,mandatory,N Wadhera,AR Patel,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,177
Punjab Kings,12,5,0.1,5.6,mandatory,SS Iyer,AR Patel,N Wadhera,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,177
Punjab Kings,12,6,0.1,5.6,mandatory,SS Iyer,AR Patel,N Wadhera,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,177
Punjab Kings,13,1,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,178
Punjab Kings,13,2,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,179
Punjab Kings,13,3,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,183
Punjab Kings,13,4,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,184
Punjab Kings,13,5,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,185
Punjab Kings,13,6,0.1,5.6,mandatory,SS Iyer,T Natarajan,N Wadhera,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,186
Punjab Kings,13,7,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,192
Punjab Kings,13,8,0.1,5.6,mandatory,N Wadhera,T Natarajan,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,193
Punjab Kings,13,9,0.1,5.6,mandatory,SS Iyer,T Natarajan,N Wadhera,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,193
Punjab Kings,14,1,0.1,5.6,mandatory,N Wadhera,V Nigam,SS Iyer,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,197
Punjab Kings,14,2,0.1,5.6,mandatory,N Wadhera,V Nigam,SS Iyer,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,201
Punjab Kings,14,3,0.1,5.6,mandatory,N Wadhera,V Nigam,SS Iyer,0,0,0,,,,,,,,,N Wadhera,caught,,,,,KK Nair,True,20.0,265.0,201
Punjab Kings,14,4,0.1,5.6,mandatory,Shashank Singh,V Nigam,SS Iyer,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,201
Punjab Kings,14,5,0.1,5.6,mandatory,Shashank Singh,V Nigam,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,202
Punjab Kings,14,6,0.1,5.6,mandatory,SS Iyer,V Nigam,Shashank Singh,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,203
Punjab Kings,15,1,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,209
Punjab Kings,15,2,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,209
Punjab Kings,15,3,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,213
Punjab Kings,15,4,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,214
Punjab Kings,15,5,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,220
Punjab Kings,15,6,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,226
Punjab Kings,15,7,0.1,5.6,mandatory,SS Iyer,Kuldeep Yadav,Shashank Singh,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,226
Punjab Kings,16,1,0.1,5.6,mandatory,Shashank Singh,T Natarajan,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,227
Punjab Kings,16,2,0.1,5.6,mandatory,SS Iyer,T Natarajan,Shashank Singh,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,227
Punjab Kings,16,3,0.1,5.6,mandatory,SS Iyer,T Natarajan,Shashank Singh,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,233
Punjab Kings,16,4,0.1,5.6,mandatory,SS Iyer,T Natarajan,Shashank Singh,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,237
Punjab Kings,16,5,0.1,5.6,mandatory,SS Iyer,T Natarajan,Shashank Singh,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,238
Punjab Kings,16,6,0.1,5.6,mandatory,Shashank Singh,T Natarajan,SS Iyer,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,242
Punjab Kings,17,1,0.1,5.6,mandatory,SS Iyer,Mukesh Kumar,Shashank Singh,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,243
Punjab Kings,17,2,0.1,5.6,mandatory,Shashank Singh,Mukesh Kumar,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,244
Punjab Kings,17,3,0.1,5.6,mandatory,SS Iyer,Mukesh Kumar,Shashank Singh,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,245
Punjab Kings,17,4,0.1,5.6,mandatory,Shashank Singh,Mukesh Kumar,SS Iyer,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,251
Punjab Kings,17,5,0.1,5.6,mandatory,Shashank Singh,Mukesh Kumar,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,252
Punjab Kings,17,6,0.1,5.6,mandatory,SS Iyer,Mukesh Kumar,Shashank Singh,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,252
Punjab Kings,18,1,0.1,5.6,mandatory,Shashank Singh,T Natarajan,SS Iyer,4,0,4,,,,,,,,,,,,,,,,,20.0,265.0,256
Punjab Kings,18,2,0.1,5.6,mandatory,Shashank Singh,T Natarajan,SS Iyer,0,0,0,,,,,,,,,,,,,,,,,20.0,265.0,256
Punjab Kings,18,3,0.1,5.6,mandatory,Shashank Singh,T Natarajan,SS Iyer,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,257
Punjab Kings,18,4,0.1,5.6,mandatory,SS Iyer,T Natarajan,Shashank Singh,6,0,6,,,,,,,,,,,,,,,,,20.0,265.0,263
Punjab Kings,18,5,0.1,5.6,mandatory,SS Iyer,T Natarajan,Shashank Singh,1,0,1,,,,,,,,,,,,,,,,,20.0,265.0,264
Punjab Kings,18,6,0.1,5.6,mandatory,Shashank Singh,T Natarajan,SS Iyer,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,265.0,265
