team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Royal Challengers Bengaluru,10,5,0.1,5.4,mandatory,JM Sharma,Prince Yadav,RM Patidar,0,0,0,,,JM Sharma,caught,,,,,RR Pant,19.0,213.0,106
Royal Challengers Bengaluru,10,6,0.1,5.4,mandatory,TH David,Prince Yadav,RM Patidar,1,0,1,,,,,TH David,Suyash Sharma,Royal Challengers Bengaluru,impact_player,,19.0,213.0,107
Royal Challengers Bengaluru,11,1,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,RM Patidar,4,0,4,,,,,,,,,,19.0,213.0,111
Royal Challengers Bengaluru,11,2,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,112
Royal Challengers Bengaluru,11,3,0.1,5.4,mandatory,RM Patidar,Shahbaz Ahmed,TH David,0,0,0,,,RM Patidar,caught,,,,,AK Markram,19.0,213.0,112
Royal Challengers Bengaluru,11,4,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,0,0,0,,,,,,,,,,19.0,213.0,112
Royal Challengers Bengaluru,11,5,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,0,0,0,,,,,,,,,,19.0,213.0,112
Royal Challengers Bengaluru,11,6,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,1,0,1,,,,,,,,,,19.0,213.0,113
Royal Challengers Bengaluru,12,1,0.1,5.4,mandatory,KH Pandya,DS Rathi,TH David,1,0,1,,,,,,,,,,19.0,213.0,114
Royal Challengers Bengaluru,12,2,0.1,5.4,mandatory,TH David,DS Rathi,KH Pandya,4,0,4,,,,,,,,,,19.0,213.0,118
Royal Challengers Bengaluru,12,3,0.1,5.4,mandatory,TH David,DS Rathi,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,119
Royal Challengers Bengaluru,12,4,0.1,5.4,mandatory,KH Pandya,DS Rathi,TH David,1,0,1,,,,,,,,,,19.0,213.0,120
Royal Challengers Bengaluru,12,5,0.1,5.4,mandatory,TH David,DS Rathi,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,121
Royal Challengers Bengaluru,12,6,0.1,5.4,mandatory,KH Pandya,DS Rathi,TH David,1,0,1,,,,,,,,,,19.0,213.0,122
Royal Challengers Bengaluru,13,1,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,1,0,1,,,,,,,,,,19.0,213.0,123
Royal Challengers Bengaluru,13,2,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,4,0,4,,,,,,,,,,19.0,213.0,127
Royal Challengers Bengaluru,13,3,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,0,1,1,1.0,,,,,,,,,19.0,213.0,128
Royal Challengers Bengaluru,13,4,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,129
Royal Challengers Bengaluru,13,5,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,0,0,0,,,,,,,,,,19.0,213.0,129
Royal Challengers Bengaluru,13,6,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,0,0,0,,,,,,,,,,19.0,213.0,129
Royal Challengers Bengaluru,13,7,0.1,5.4,mandatory,KH Pandya,Shahbaz Ahmed,TH David,4,0,4,,,,,,,,,,19.0,213.0,133
Royal Challengers Bengaluru,14,1,0.1,5.4,mandatory,TH David,MP Yadav,KH Pandya,4,0,4,,,,,,,,,,19.0,213.0,137
Royal Challengers Bengaluru,14,2,0.1,5.4,mandatory,TH David,MP Yadav,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,137
Royal Challengers Bengaluru,14,3,0.1,5.4,mandatory,TH David,MP Yadav,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,137
Royal Challengers Bengaluru,14,4,0.1,5.4,mandatory,TH David,MP Yadav,KH Pandya,6,0,6,,,,,,,,,,19.0,213.0,143
Royal Challengers Bengaluru,14,5,0.1,5.4,mandatory,TH David,MP Yadav,KH Pandya,6,0,6,,,,,,,,,,19.0,213.0,149
Royal Challengers Bengaluru,14,6,0.1,5.4,mandatory,TH David,MP Yadav,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,150
Royal Challengers Bengaluru,15,1,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,150
Royal Challengers Bengaluru,15,2,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,0,1,1,1.0,,,,,,,,,19.0,213.0,151
Royal Challengers Bengaluru,15,3,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,0,1,1,1.0,,,,,,,,,19.0,213.0,152
Royal Challengers Bengaluru,15,4,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,6,0,6,,,,,,,,,,19.0,213.0,158
Royal Challengers Bengaluru,15,5,0.1,5.4,mandatory,TH David,Shahbaz Ahmed,KH Pandya,0,0,0,,,TH David,caught,,,,,DS Rathi,19.0,213.0,158
Royal Challengers Bengaluru,15,6,0.1,5.4,mandatory,R Shepherd,Shahbaz Ahmed,KH Pandya,4,0,4,,,,,,,,,,19.0,213.0,162
Royal Challengers Bengaluru,15,7,0.1,5.4,mandatory,R Shepherd,Shahbaz Ahmed,KH Pandya,4,0,4,,,,,,,,,,19.0,213.0,166
Royal Challengers Bengaluru,15,8,0.1,5.4,mandatory,R Shepherd,Shahbaz Ahmed,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,166
Royal Challengers Bengaluru,16,1,0.1,5.4,mandatory,KH Pandya,Mohammed Shami,R Shepherd,1,0,1,,,,,,,,,,19.0,213.0,167
Royal Challengers Bengaluru,16,2,0.1,5.4,mandatory,R Shepherd,Mohammed Shami,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,167
Royal Challengers Bengaluru,16,3,0.1,5.4,mandatory,R Shepherd,Mohammed Shami,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,167
Royal Challengers Bengaluru,16,4,0.1,5.4,mandatory,R Shepherd,Mohammed Shami,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,168
Royal Challengers Bengaluru,16,5,0.1,5.4,mandatory,KH Pandya,Mohammed Shami,R Shepherd,6,0,6,,,,,,,,,,19.0,213.0,174
Royal Challengers Bengaluru,16,6,0.1,5.4,mandatory,KH Pandya,Mohammed Shami,R Shepherd,6,0,6,,,,,,,,,,19.0,213.0,180
Royal Challengers Bengaluru,17,1,0.1,5.4,mandatory,R Shepherd,Prince Yadav,KH Pandya,0,1,1,,1.0,,,,,,,,19.0,213.0,181
Royal Challengers Bengaluru,17,2,0.1,5.4,mandatory,KH Pandya,Prince Yadav,R Shepherd,4,0,4,,,,,,,,,,19.0,213.0,185
Royal Challengers Bengaluru,17,3,0.1,5.4,mandatory,KH Pandya,Prince Yadav,R Shepherd,1,0,1,,,,,,,,,,19.0,213.0,186
Royal Challengers Bengaluru,17,4,0.1,5.4,mandatory,R Shepherd,Prince Yadav,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,186
Royal Challengers Bengaluru,17,5,0.1,5.4,mandatory,R Shepherd,Prince Yadav,KH Pandya,6,0,6,,,,,,,,,,19.0,213.0,192
Royal Challengers Bengaluru,17,6,0.1,5.4,mandatory,R Shepherd,Prince Yadav,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,193
Royal Challengers Bengaluru,18,1,0.1,5.4,mandatory,R Shepherd,DS Rathi,KH Pandya,0,1,1,,1.0,,,,,,,,19.0,213.0,194
Royal Challengers Bengaluru,18,2,0.1,5.4,mandatory,KH Pandya,DS Rathi,R Shepherd,1,0,1,,,,,,,,,,19.0,213.0,195
Royal Challengers Bengaluru,18,3,0.1,5.4,mandatory,R Shepherd,DS Rathi,KH Pandya,0,0,0,,,,,,,,,,19.0,213.0,195
Royal Challengers Bengaluru,18,4,0.1,5.4,mandatory,R Shepherd,DS Rathi,KH Pandya,0,1,1,1.0,,,,,,,,,19.0,213.0,196
Royal Challengers Bengaluru,18,5,0.1,5.4,mandatory,R Shepherd,DS Rathi,KH Pandya,4,0,4,,,,,,,,,,19.0,213.0,200
Royal Challengers Bengaluru,18,6,0.1,5.4,mandatory,R Shepherd,DS Rathi,KH Pandya,2,0,2,,,,,,,,,,19.0,213.0,202
Royal Challengers Bengaluru,18,7,0.1,5.4,mandatory,R Shepherd,DS Rathi,KH Pandya,1,0,1,,,,,,,,,,19.0,213.0,203
