team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Lucknow Super Giants,11,4,0.1,5.6,mandatory,MR Marsh,JR Hazlewood,N Pooran,1,0,1,,,,,,,,,,,,113
Lucknow Super Giants,11,5,0.1,5.6,mandatory,N Pooran,JR Hazlewood,MR Marsh,1,0,1,,,,,,,,,,,,114
Lucknow Super Giants,11,6,0.1,5.6,mandatory,MR Marsh,JR Hazlewood,N Pooran,1,0,1,,,,,,,,,,,,115
Lucknow Super Giants,12,1,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,6,0,6,,,,,,,,,,,,121
Lucknow Super Giants,12,2,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,2,0,2,,,,,,,,,,,,123
Lucknow Super Giants,12,3,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,0,0,0,,,,,,,,,,,,123
Lucknow Super Giants,12,4,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,0,1,1,1.0,,,,,,,,,,,124
Lucknow Super Giants,12,5,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,0,0,0,,,,,,,,,,,,124
Lucknow Super Giants,12,6,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,0,0,0,,,,,,,,,,,,124
Lucknow Super Giants,12,7,0.1,5.6,mandatory,MR Marsh,KH Pandya,N Pooran,1,0,1,,,,,,,,,,,,125
Lucknow Super Giants,13,1,0.1,5.6,mandatory,MR Marsh,R Shepherd,N Pooran,0,4,4,,4.0,,,,,,,,,,129
Lucknow Super Giants,13,2,0.1,5.6,mandatory,MR Marsh,R Shepherd,N Pooran,2,0,2,,,,,,,,,,,,131
Lucknow Super Giants,13,3,0.1,5.6,mandatory,MR Marsh,R Shepherd,N Pooran,4,0,4,,,,,,,,,,,,135
Lucknow Super Giants,13,4,0.1,5.6,mandatory,MR Marsh,R Shepherd,N Pooran,4,0,4,,,,,,,,,,,,139
Lucknow Super Giants,13,5,0.1,5.6,mandatory,MR Marsh,R Shepherd,N Pooran,0,0,0,,,,,,,,,,,,139
Lucknow Super Giants,13,6,0.1,5.6,mandatory,MR Marsh,R Shepherd,N Pooran,6,0,6,,,,,,,,,,,,145
Lucknow Super Giants,14,1,0.1,5.6,mandatory,N Pooran,Rasikh Salam,MR Marsh,1,0,1,,,,,,,,,,,,146
Lucknow Super Giants,14,2,0.1,5.6,mandatory,MR Marsh,Rasikh Salam,N Pooran,1,0,1,,,,,,,,,,,,147
Lucknow Super Giants,14,3,0.1,5.6,mandatory,N Pooran,Rasikh Salam,MR Marsh,1,0,1,,,,,,,,,,,,148
Lucknow Super Giants,14,4,0.1,5.6,mandatory,MR Marsh,Rasikh Salam,N Pooran,1,0,1,,,,,,,,,,,,149
Lucknow Super Giants,14,5,0.1,5.6,mandatory,N Pooran,Rasikh Salam,MR Marsh,4,0,4,,,,,,,,,,,,153
Lucknow Super Giants,14,6,0.1,5.6,mandatory,N Pooran,Rasikh Salam,MR Marsh,0,1,1,1.0,,,,,,,,,,,154
Lucknow Super Giants,14,7,0.1,5.6,mandatory,N Pooran,Rasikh Salam,MR Marsh,1,0,1,,,,,,,,,,,,155
Lucknow Super Giants,15,1,0.1,5.6,mandatory,N Pooran,B Kumar,MR Marsh,0,0,0,,,,,,,,,,,,155
Lucknow Super Giants,15,2,0.1,5.6,mandatory,N Pooran,B Kumar,MR Marsh,1,0,1,,,,,,,,,,,,156
Lucknow Super Giants,15,3,0.1,5.6,mandatory,MR Marsh,B Kumar,N Pooran,1,0,1,,,,,,,,,,,,157
Lucknow Super Giants,15,4,0.1,5.6,mandatory,N Pooran,B Kumar,MR Marsh,1,0,1,,,,,,,,,,,,158
Lucknow Super Giants,15,5,0.1,5.6,mandatory,MR Marsh,B Kumar,N Pooran,1,0,1,,,,,,,,,,,,159
Lucknow Super Giants,15,6,0.1,5.6,mandatory,N Pooran,B Kumar,MR Marsh,6,0,6,,,,,,,,,,,,165
Lucknow Super Giants,16,1,0.1,5.6,mandatory,MR Marsh,JR Hazlewood,N Pooran,0,0,0,,,MR Marsh,caught,,,,,JG Bethell,,,165
Lucknow Super Giants,16,2,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,0,0,0,,,,,,,,,,,,165
Lucknow Super Giants,16,3,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,4,0,4,,,,,,,,,,,,169
Lucknow Super Giants,16,4,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,4,0,4,,,,,,,,,,,,173
Lucknow Super Giants,16,5,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,0,1,1,1.0,,,,,,,,,,,174
Lucknow Super Giants,16,6,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,2,0,2,,,,,,,,,,,,176
Lucknow Super Giants,16,7,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,0,1,1,1.0,,,,,,,,,,,177
Lucknow Super Giants,16,8,0.1,5.6,mandatory,RR Pant,JR Hazlewood,N Pooran,6,0,6,,,,,,,,,,,,183
Lucknow Super Giants,17,1,0.1,5.6,mandatory,N Pooran,B Kumar,RR Pant,2,0,2,,,,,,,,,,,,185
Lucknow Super Giants,17,2,0.1,5.6,mandatory,N Pooran,B Kumar,RR Pant,0,0,0,,,,,,,,,,,,185
Lucknow Super Giants,17,3,0.1,5.6,mandatory,N Pooran,B Kumar,RR Pant,4,0,4,,,,,,,,,,,,189
Lucknow Super Giants,17,4,0.1,5.6,mandatory,N Pooran,B Kumar,RR Pant,1,0,1,,,,,,,,,,,,190
Lucknow Super Giants,17,5,0.1,5.6,mandatory,RR Pant,B Kumar,N Pooran,1,0,1,,,,,,,,,,,,191
Lucknow Super Giants,17,6,0.1,5.6,mandatory,N Pooran,B Kumar,RR Pant,2,0,2,,,,,,,,,,,,193
Lucknow Super Giants,18,1,0.1,5.6,mandatory,RR Pant,Rasikh Salam,N Pooran,1,0,1,,,,,,,,,,,,194
Lucknow Super Giants,18,2,0.1,5.6,mandatory,N Pooran,Rasikh Salam,RR Pant,0,0,0,,,N Pooran,caught,,,,,KH Pandya,,,194
Lucknow Super Giants,18,3,0.1,5.6,mandatory,AK Markram,Rasikh Salam,RR Pant,1,0,1,,,,,,,,,,,,195
Lucknow Super Giants,18,4,0.1,5.6,mandatory,RR Pant,Rasikh Salam,AK Markram,4,0,4,,,,,,,,,,,,199
Lucknow Super Giants,18,5,0.1,5.6,mandatory,RR Pant,Rasikh Salam,AK Markram,4,0,4,,,,,,,,,,,,203
Lucknow Super Giants,18,6,0.1,5.6,mandatory,RR Pant,Rasikh Salam,AK Markram,6,0,6,,,,,,,,,,,,209
Royal Challengers Bengaluru,0,1,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,1,1,1.0,,,,MP Yadav,Himmat Singh,Lucknow Super Giants,impact_player,,19.0,213.0,1
Royal Challengers Bengaluru,0,2,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,19.0,213.0,1
Royal Challengers Bengaluru,0,3,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,1,1,1.0,,,,,,,,,19.0,213.0,2
Royal Challengers Bengaluru,0,4,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,19.0,213.0,2
Royal Challengers Bengaluru,0,5,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,1,1,1.0,,,,,,,,,19.0,213.0,3
Royal Challengers Bengaluru,0,6,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,2,2,,2.0,,,,,,,,19.0,213.0,5
Royal Challengers Bengaluru,0,7,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,4,0,4,,,,,,,,,,19.0,213.0,9
Royal Challengers Bengaluru,0,8,0.1,5.4,mandatory,JG Bethell,Mohammed Shami,V Kohli,0,0,0,,,JG Bethell,caught,,,,,Prince Yadav,19.0,213.0,9
Royal Challengers Bengaluru,0,9,0.1,5.4,mandatory,D Padikkal,Mohammed Shami,V Kohli,0,0,0,,,,,,,,,,19.0,213.0,9
Royal Challengers Bengaluru,1,1,0.1,5.4,mandatory,V Kohli,Prince Yadav,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,9
Royal Challengers Bengaluru,1,2,0.1,5.4,mandatory,V Kohli,Prince Yadav,D Padikkal,0,0,0,,,V Kohli,bowled,,,,,,19.0,213.0,9
Royal Challengers Bengaluru,1,3,0.1,5.4,mandatory,RM Patidar,Prince Yadav,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,10
Royal Challengers Bengaluru,1,4,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,0,0,0,,,,,,,,,,19.0,213.0,10
Royal Challengers Bengaluru,1,5,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,6,0,6,,,,,,,,,,19.0,213.0,16
Royal Challengers Bengaluru,1,6,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,17
Royal Challengers Bengaluru,2,1,0.1,5.4,mandatory,D Padikkal,Mohammed Shami,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,18
Royal Challengers Bengaluru,2,2,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,18
Royal Challengers Bengaluru,2,3,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,18
Royal Challengers Bengaluru,2,4,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,19
Royal Challengers Bengaluru,2,5,0.1,5.4,mandatory,D Padikkal,Mohammed Shami,RM Patidar,0,0,0,,,,,,,,,,19.0,213.0,19
Royal Challengers Bengaluru,2,6,0.1,5.4,mandatory,D Padikkal,Mohammed Shami,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,20
Royal Challengers Bengaluru,3,1,0.1,5.4,mandatory,D Padikkal,MP Yadav,RM Patidar,0,0,0,,,,,,,,,,19.0,213.0,20
Royal Challengers Bengaluru,3,2,0.1,5.4,mandatory,D Padikkal,MP Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,21
Royal Challengers Bengaluru,3,3,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,21
Royal Challengers Bengaluru,3,4,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,21
Royal Challengers Bengaluru,3,5,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,4,0,4,,,,,,,,,,19.0,213.0,25
Royal Challengers Bengaluru,3,6,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,26
Royal Challengers Bengaluru,4,1,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,4,0,4,,,,,,,,,,19.0,213.0,30
Royal Challengers Bengaluru,4,2,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,30
Royal Challengers Bengaluru,4,3,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,30
Royal Challengers Bengaluru,4,4,0.1,5.4,mandatory,RM Patidar,Mohammed Shami,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,31
Royal Challengers Bengaluru,4,5,0.1,5.4,mandatory,D Padikkal,Mohammed Shami,RM Patidar,4,0,4,,,,,,,,,,19.0,213.0,35
Royal Challengers Bengaluru,4,6,0.1,5.4,mandatory,D Padikkal,Mohammed Shami,RM Patidar,0,0,0,,,,,,,,,,19.0,213.0,35
Royal Challengers Bengaluru,5,1,0.1,5.4,mandatory,RM Patidar,Prince Yadav,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,36
Royal Challengers Bengaluru,5,2,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,2,0,2,,,,,,,,,,19.0,213.0,38
Royal Challengers Bengaluru,5,3,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,39
Royal Challengers Bengaluru,5,4,0.1,5.4,mandatory,RM Patidar,Prince Yadav,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,40
Royal Challengers Bengaluru,5,5,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,4,0,4,,,,,,,,,,19.0,213.0,44
Royal Challengers Bengaluru,5,6,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,45
Royal Challengers Bengaluru,6,1,0.1,5.4,mandatory,D Padikkal,DS Rathi,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,46
Royal Challengers Bengaluru,6,2,0.1,5.4,mandatory,RM Patidar,DS Rathi,D Padikkal,6,0,6,,,,,,,,,,19.0,213.0,52
Royal Challengers Bengaluru,6,3,0.1,5.4,mandatory,RM Patidar,DS Rathi,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,53
Royal Challengers Bengaluru,6,4,0.1,5.4,mandatory,D Padikkal,DS Rathi,RM Patidar,2,0,2,,,,,,,,,,19.0,213.0,55
Royal Challengers Bengaluru,6,5,0.1,5.4,mandatory,D Padikkal,DS Rathi,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,56
Royal Challengers Bengaluru,6,6,0.1,5.4,mandatory,RM Patidar,DS Rathi,D Padikkal,4,0,4,,,,,,,,,,19.0,213.0,60
Royal Challengers Bengaluru,7,1,0.1,5.4,mandatory,D Padikkal,MP Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,61
Royal Challengers Bengaluru,7,2,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,61
Royal Challengers Bengaluru,7,3,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,61
Royal Challengers Bengaluru,7,4,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,2,0,2,,,,,,,,,,19.0,213.0,63
Royal Challengers Bengaluru,7,5,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,6,0,6,,,,,,,,,,19.0,213.0,69
Royal Challengers Bengaluru,7,6,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,69
Royal Challengers Bengaluru,8,1,0.1,5.4,mandatory,D Padikkal,DS Rathi,RM Patidar,4,0,4,,,,,,,,,,19.0,213.0,73
Royal Challengers Bengaluru,8,2,0.1,5.4,mandatory,D Padikkal,DS Rathi,RM Patidar,0,0,0,,,,,,,,,,19.0,213.0,73
Royal Challengers Bengaluru,8,3,0.1,5.4,mandatory,D Padikkal,DS Rathi,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,74
Royal Challengers Bengaluru,8,4,0.1,5.4,mandatory,RM Patidar,DS Rathi,D Padikkal,6,0,6,,,,,,,,,,19.0,213.0,80
Royal Challengers Bengaluru,8,5,0.1,5.4,mandatory,RM Patidar,DS Rathi,D Padikkal,0,0,0,,,,,,,,,,19.0,213.0,80
Royal Challengers Bengaluru,8,6,0.1,5.4,mandatory,RM Patidar,DS Rathi,D Padikkal,6,0,6,,,,,,,,,,19.0,213.0,86
Royal Challengers Bengaluru,9,1,0.1,5.4,mandatory,D Padikkal,MP Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,87
Royal Challengers Bengaluru,9,2,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,0,1,1,1.0,,,,,,,,,19.0,213.0,88
Royal Challengers Bengaluru,9,3,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,6,0,6,,,,,,,,,,19.0,213.0,94
Royal Challengers Bengaluru,9,4,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,6,0,6,,,,,,,,,,19.0,213.0,100
Royal Challengers Bengaluru,9,5,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,1,0,1,,,,,,,,,,19.0,213.0,101
Royal Challengers Bengaluru,9,6,0.1,5.4,mandatory,D Padikkal,MP Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,102
Royal Challengers Bengaluru,9,7,0.1,5.4,mandatory,RM Patidar,MP Yadav,D Padikkal,2,0,2,,,,,,,,,,19.0,213.0,104
Royal Challengers Bengaluru,10,1,0.1,5.4,mandatory,D Padikkal,Prince Yadav,RM Patidar,0,0,0,,,D Padikkal,caught and bowled,,,,,,19.0,213.0,104
Royal Challengers Bengaluru,10,2,0.1,5.4,mandatory,JM Sharma,Prince Yadav,RM Patidar,0,0,0,,,,,,,,,,19.0,213.0,104
Royal Challengers Bengaluru,10,3,0.1,5.4,mandatory,JM Sharma,Prince Yadav,RM Patidar,1,0,1,,,,,,,,,,19.0,213.0,105
Royal Challengers Bengaluru,10,4,0.1,5.4,mandatory,RM Patidar,Prince Yadav,JM Sharma,1,0,1,,,,,,,,,,19.0,213.0,106
