team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,legbyes,wides,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Royal Challengers Bengaluru,7,1,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,72
Royal Challengers Bengaluru,7,2,0.1,5.7,mandatory,D Padikkal,C Green,V Kohli,4,0,4,,,,,,,,,,,,,,,20.0,193.0,76
Royal Challengers Bengaluru,7,3,0.1,5.7,mandatory,D Padikkal,C Green,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,77
Royal Challengers Bengaluru,7,4,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,78
Royal Challengers Bengaluru,7,5,0.1,5.7,mandatory,D Padikkal,C Green,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,79
Royal Challengers Bengaluru,7,6,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,80
Royal Challengers Bengaluru,7,7,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,81
Royal Challengers Bengaluru,8,1,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,0,0,0,,,,,,,,,,,,,,,20.0,193.0,81
Royal Challengers Bengaluru,8,2,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,0,0,0,,,,,,,,,,,,,,,20.0,193.0,81
Royal Challengers Bengaluru,8,3,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,82
Royal Challengers Bengaluru,8,4,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,83
Royal Challengers Bengaluru,8,5,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,84
Royal Challengers Bengaluru,8,6,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,85
Royal Challengers Bengaluru,8,7,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,86
Royal Challengers Bengaluru,8,8,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,0,2,2,,2.0,,,,,,,,,,,,,20.0,193.0,88
Royal Challengers Bengaluru,8,9,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,89
Royal Challengers Bengaluru,9,1,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,2,0,2,,,,,,,,,,,,,,,20.0,193.0,91
Royal Challengers Bengaluru,9,2,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,2,0,2,,,,,,,,,,,,,,,20.0,193.0,93
Royal Challengers Bengaluru,9,3,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,4,0,4,,,,,,,,,,,,,,,20.0,193.0,97
Royal Challengers Bengaluru,9,4,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,98
Royal Challengers Bengaluru,9,5,0.1,5.7,mandatory,D Padikkal,C Green,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,99
Royal Challengers Bengaluru,9,6,0.1,5.7,mandatory,V Kohli,C Green,D Padikkal,2,0,2,,,,,,,,,,,,,,,20.0,193.0,101
Royal Challengers Bengaluru,10,1,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,102
Royal Challengers Bengaluru,10,2,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,4,0,4,,,,,,,,,,,,,,,20.0,193.0,106
Royal Challengers Bengaluru,10,3,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,107
Royal Challengers Bengaluru,10,4,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,108
Royal Challengers Bengaluru,10,5,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,109
Royal Challengers Bengaluru,10,6,0.1,5.7,mandatory,V Kohli,AS Roy,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,110
Royal Challengers Bengaluru,10,7,0.1,5.7,mandatory,D Padikkal,AS Roy,V Kohli,4,0,4,,,,,,,,,,,,,,,20.0,193.0,114
Royal Challengers Bengaluru,11,1,0.1,5.7,mandatory,V Kohli,SP Narine,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,115
Royal Challengers Bengaluru,11,2,0.1,5.7,mandatory,D Padikkal,SP Narine,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,116
Royal Challengers Bengaluru,11,3,0.1,5.7,mandatory,V Kohli,SP Narine,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,117
Royal Challengers Bengaluru,11,4,0.1,5.7,mandatory,D Padikkal,SP Narine,V Kohli,0,0,0,,,,,,,,,,,,,,,20.0,193.0,117
Royal Challengers Bengaluru,11,5,0.1,5.7,mandatory,D Padikkal,SP Narine,V Kohli,0,0,0,,,,,,,,,,,,,,,20.0,193.0,117
Royal Challengers Bengaluru,11,6,0.1,5.7,mandatory,D Padikkal,SP Narine,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,118
Royal Challengers Bengaluru,12,1,0.1,5.7,mandatory,D Padikkal,VG Arora,V Kohli,4,0,4,,,,,,,,,,,,,,,20.0,193.0,122
Royal Challengers Bengaluru,12,2,0.1,5.7,mandatory,D Padikkal,VG Arora,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,123
Royal Challengers Bengaluru,12,3,0.1,5.7,mandatory,V Kohli,VG Arora,D Padikkal,2,0,2,,,,,,,,,,,,,,,20.0,193.0,125
Royal Challengers Bengaluru,12,4,0.1,5.7,mandatory,V Kohli,VG Arora,D Padikkal,2,0,2,,,,,,,,,,,,,,,20.0,193.0,127
Royal Challengers Bengaluru,12,5,0.1,5.7,mandatory,V Kohli,VG Arora,D Padikkal,1,0,1,,,,,,,,,,,,,,,20.0,193.0,128
Royal Challengers Bengaluru,12,6,0.1,5.7,mandatory,D Padikkal,VG Arora,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,129
Royal Challengers Bengaluru,13,1,0.1,5.7,mandatory,D Padikkal,Kartik Tyagi,V Kohli,0,0,0,,,,,,,,D Padikkal,caught,,,,,AM Rahane,20.0,193.0,129
Royal Challengers Bengaluru,13,2,0.1,5.7,mandatory,RM Patidar,Kartik Tyagi,V Kohli,2,0,2,,,,,,,,,,,,,,,20.0,193.0,131
Royal Challengers Bengaluru,13,3,0.1,5.7,mandatory,RM Patidar,Kartik Tyagi,V Kohli,0,0,0,,,,,,,,,,,,,,,20.0,193.0,131
Royal Challengers Bengaluru,13,4,0.1,5.7,mandatory,RM Patidar,Kartik Tyagi,V Kohli,0,0,0,,,,,,,,,,,,,,,20.0,193.0,131
Royal Challengers Bengaluru,13,5,0.1,5.7,mandatory,RM Patidar,Kartik Tyagi,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,132
Royal Challengers Bengaluru,13,6,0.1,5.7,mandatory,V Kohli,Kartik Tyagi,RM Patidar,1,0,1,,,,,,,,,,,,,,,20.0,193.0,133
Royal Challengers Bengaluru,14,1,0.1,5.7,mandatory,V Kohli,VG Arora,RM Patidar,0,0,0,,,,,,,,,,,,,,,20.0,193.0,133
Royal Challengers Bengaluru,14,2,0.1,5.7,mandatory,V Kohli,VG Arora,RM Patidar,4,0,4,,,,,,,,,,,,,,,20.0,193.0,137
Royal Challengers Bengaluru,14,3,0.1,5.7,mandatory,V Kohli,VG Arora,RM Patidar,0,0,0,,,,,,,,,,,,,,,20.0,193.0,137
Royal Challengers Bengaluru,14,4,0.1,5.7,mandatory,V Kohli,VG Arora,RM Patidar,1,0,1,,,,,,,,,,,,,,,20.0,193.0,138
Royal Challengers Bengaluru,14,5,0.1,5.7,mandatory,RM Patidar,VG Arora,V Kohli,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,139
Royal Challengers Bengaluru,14,6,0.1,5.7,mandatory,RM Patidar,VG Arora,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,140
Royal Challengers Bengaluru,14,7,0.1,5.7,mandatory,V Kohli,VG Arora,RM Patidar,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,141
Royal Challengers Bengaluru,14,8,0.1,5.7,mandatory,V Kohli,VG Arora,RM Patidar,4,0,4,,,,,,,,,,,,,,,20.0,193.0,145
Royal Challengers Bengaluru,15,1,0.1,5.7,mandatory,RM Patidar,SP Narine,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,146
Royal Challengers Bengaluru,15,2,0.1,5.7,mandatory,V Kohli,SP Narine,RM Patidar,0,0,0,,,,,,,,,,,,,,,20.0,193.0,146
Royal Challengers Bengaluru,15,3,0.1,5.7,mandatory,V Kohli,SP Narine,RM Patidar,4,0,4,,,,,,,,,,,,,,,20.0,193.0,150
Royal Challengers Bengaluru,15,4,0.1,5.7,mandatory,V Kohli,SP Narine,RM Patidar,1,0,1,,,,,,,,,,,,,,,20.0,193.0,151
Royal Challengers Bengaluru,15,5,0.1,5.7,mandatory,RM Patidar,SP Narine,V Kohli,6,0,6,,,,,,,,,,,,,,,20.0,193.0,157
Royal Challengers Bengaluru,15,6,0.1,5.7,mandatory,RM Patidar,SP Narine,V Kohli,0,0,0,,,,,,,,RM Patidar,caught,,,,,AM Rahane,20.0,193.0,157
Royal Challengers Bengaluru,16,1,0.1,5.7,mandatory,V Kohli,AS Roy,TH David,0,0,0,,,,,,,,,,,,,,,20.0,193.0,157
Royal Challengers Bengaluru,16,2,0.1,5.7,mandatory,V Kohli,AS Roy,TH David,4,0,4,,,,,,,,,,,,,,,20.0,193.0,161
Royal Challengers Bengaluru,16,3,0.1,5.7,mandatory,V Kohli,AS Roy,TH David,2,0,2,,,,,,,,,,,,,,,20.0,193.0,163
Royal Challengers Bengaluru,16,4,0.1,5.7,mandatory,V Kohli,AS Roy,TH David,6,0,6,,,,,,,,,,,,,,,20.0,193.0,169
Royal Challengers Bengaluru,16,5,0.1,5.7,mandatory,V Kohli,AS Roy,TH David,1,0,1,,,,,,,,,,,,,,,20.0,193.0,170
Royal Challengers Bengaluru,16,6,0.1,5.7,mandatory,TH David,AS Roy,V Kohli,0,1,1,,1.0,,,,,,,,,,,,,20.0,193.0,171
Royal Challengers Bengaluru,16,7,0.1,5.7,mandatory,TH David,AS Roy,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,172
Royal Challengers Bengaluru,17,1,0.1,5.7,mandatory,TH David,Kartik Tyagi,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,173
Royal Challengers Bengaluru,17,2,0.1,5.7,mandatory,V Kohli,Kartik Tyagi,TH David,0,0,0,,,,,,,,,,,,,,,20.0,193.0,173
Royal Challengers Bengaluru,17,3,0.1,5.7,mandatory,V Kohli,Kartik Tyagi,TH David,6,0,6,,,,,,,,,,,,,,,20.0,193.0,179
Royal Challengers Bengaluru,17,4,0.1,5.7,mandatory,V Kohli,Kartik Tyagi,TH David,1,0,1,,,,,,,,,,,,,,,20.0,193.0,180
Royal Challengers Bengaluru,17,5,0.1,5.7,mandatory,TH David,Kartik Tyagi,V Kohli,0,0,0,,,,,,,,TH David,caught,,,,,MK Pandey,20.0,193.0,180
Royal Challengers Bengaluru,17,6,0.1,5.7,mandatory,JM Sharma,Kartik Tyagi,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,181
Royal Challengers Bengaluru,18,1,0.1,5.7,mandatory,JM Sharma,VG Arora,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,182
Royal Challengers Bengaluru,18,2,0.1,5.7,mandatory,V Kohli,VG Arora,JM Sharma,1,0,1,,,,,,,,,,,,,,,20.0,193.0,183
Royal Challengers Bengaluru,18,3,0.1,5.7,mandatory,JM Sharma,VG Arora,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,184
Royal Challengers Bengaluru,18,4,0.1,5.7,mandatory,V Kohli,VG Arora,JM Sharma,4,0,4,,,,,,,,,,,,,,,20.0,193.0,188
Royal Challengers Bengaluru,18,5,0.1,5.7,mandatory,V Kohli,VG Arora,JM Sharma,1,0,1,,,Kolkata Knight Riders,Nitin Menon,V Kohli,struck down,wicket,,,,,,,,20.0,193.0,189
Royal Challengers Bengaluru,18,6,0.1,5.7,mandatory,JM Sharma,VG Arora,V Kohli,1,0,1,,,,,,,,,,,,,,,20.0,193.0,190
Royal Challengers Bengaluru,19,1,0.1,5.7,mandatory,JM Sharma,SR Dubey,V Kohli,4,0,4,,,,,,,,,,,,,,,20.0,193.0,194
