team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Royal Challengers Bengaluru,9,5,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,6,0,6,,,,,,,,,,20.0,206.0,116
Royal Challengers Bengaluru,9,6,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,1,0,1,,,,,,,,,,20.0,206.0,117
Royal Challengers Bengaluru,9,7,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,118
Royal Challengers Bengaluru,10,1,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,119
Royal Challengers Bengaluru,10,2,0.1,5.6,mandatory,D Padikkal,K Rabada,V Kohli,1,0,1,,,,,,,,,,20.0,206.0,120
Royal Challengers Bengaluru,10,3,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,0,0,0,,,,,,,,,,20.0,206.0,120
Royal Challengers Bengaluru,10,4,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,4,0,4,,,,,,,,,,20.0,206.0,124
Royal Challengers Bengaluru,10,5,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,6,0,6,,,,,,,,,,20.0,206.0,130
Royal Challengers Bengaluru,10,6,0.1,5.6,mandatory,V Kohli,K Rabada,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,131
Royal Challengers Bengaluru,11,1,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,132
Royal Challengers Bengaluru,11,2,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,0,0,0,,,,,,,,,,20.0,206.0,132
Royal Challengers Bengaluru,11,3,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,1,0,1,,,,,,,,,,20.0,206.0,133
Royal Challengers Bengaluru,11,4,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,0,0,0,,,,,,,,,,20.0,206.0,133
Royal Challengers Bengaluru,11,5,0.1,5.6,mandatory,V Kohli,JO Holder,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,134
Royal Challengers Bengaluru,11,6,0.1,5.6,mandatory,D Padikkal,JO Holder,V Kohli,0,0,0,,,,,,,,,,20.0,206.0,134
Royal Challengers Bengaluru,12,1,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,4,0,4,,,,,,,,,,20.0,206.0,138
Royal Challengers Bengaluru,12,2,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,139
Royal Challengers Bengaluru,12,3,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,1,0,1,,,,,,,,,,20.0,206.0,140
Royal Challengers Bengaluru,12,4,0.1,5.6,mandatory,V Kohli,Rashid Khan,D Padikkal,1,0,1,,,,,,,,,,20.0,206.0,141
Royal Challengers Bengaluru,12,5,0.1,5.6,mandatory,D Padikkal,Rashid Khan,V Kohli,0,0,0,,,D Padikkal,bowled,,,,,,20.0,206.0,141
Royal Challengers Bengaluru,12,6,0.1,5.6,mandatory,RM Patidar,Rashid Khan,V Kohli,0,0,0,,,,,,,,,,20.0,206.0,141
Royal Challengers Bengaluru,13,1,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,0,1,1,1.0,,,,,,,,,20.0,206.0,142
Royal Challengers Bengaluru,13,2,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,0,0,0,,,,,,,,,,20.0,206.0,142
Royal Challengers Bengaluru,13,3,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,6,0,6,,,,,,,,,,20.0,206.0,148
Royal Challengers Bengaluru,13,4,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,6,0,6,,,,,,,,,,20.0,206.0,154
Royal Challengers Bengaluru,13,5,0.1,5.6,mandatory,V Kohli,JO Holder,RM Patidar,0,0,0,,,V Kohli,bowled,,,,,,20.0,206.0,154
Royal Challengers Bengaluru,13,6,0.1,5.6,mandatory,JM Sharma,JO Holder,RM Patidar,0,0,0,,,,,,,,,,20.0,206.0,154
Royal Challengers Bengaluru,13,7,0.1,5.6,mandatory,JM Sharma,JO Holder,RM Patidar,4,0,4,,,,,,,,,,20.0,206.0,158
Royal Challengers Bengaluru,14,1,0.1,5.6,mandatory,RM Patidar,Rashid Khan,JM Sharma,6,0,6,,,,,,,,,,20.0,206.0,164
Royal Challengers Bengaluru,14,2,0.1,5.6,mandatory,RM Patidar,Rashid Khan,JM Sharma,1,0,1,,,,,,,,,,20.0,206.0,165
Royal Challengers Bengaluru,14,3,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,0,0,0,,,,,,,,,,20.0,206.0,165
Royal Challengers Bengaluru,14,4,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,6,0,6,,,,,,,,,,20.0,206.0,171
Royal Challengers Bengaluru,14,5,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,0,0,0,,,,,,,,,,20.0,206.0,171
Royal Challengers Bengaluru,14,6,0.1,5.6,mandatory,JM Sharma,Rashid Khan,RM Patidar,0,0,0,,,JM Sharma,caught,,,,,MJ Suthar,20.0,206.0,171
Royal Challengers Bengaluru,15,1,0.1,5.6,mandatory,RM Patidar,MJ Suthar,TH David,1,0,1,,,,,,,,,,20.0,206.0,172
Royal Challengers Bengaluru,15,2,0.1,5.6,mandatory,TH David,MJ Suthar,RM Patidar,1,0,1,,,,,,,,,,20.0,206.0,173
Royal Challengers Bengaluru,15,3,0.1,5.6,mandatory,RM Patidar,MJ Suthar,TH David,0,0,0,,,RM Patidar,caught,,,,,Washington Sundar,20.0,206.0,173
Royal Challengers Bengaluru,15,4,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,1,0,1,,,,,,,,,,20.0,206.0,174
Royal Challengers Bengaluru,15,5,0.1,5.6,mandatory,TH David,MJ Suthar,KH Pandya,0,0,0,,,,,,,,,,20.0,206.0,174
Royal Challengers Bengaluru,15,6,0.1,5.6,mandatory,TH David,MJ Suthar,KH Pandya,1,0,1,,,,,,,,,,20.0,206.0,175
Royal Challengers Bengaluru,16,1,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,1,0,1,,,,,,,,,,20.0,206.0,176
Royal Challengers Bengaluru,16,2,0.1,5.6,mandatory,KH Pandya,K Rabada,TH David,1,0,1,,,,,,,,,,20.0,206.0,177
Royal Challengers Bengaluru,16,3,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,0,0,,,,,,,,,,20.0,206.0,177
Royal Challengers Bengaluru,16,4,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,0,0,,,,,,,,,,20.0,206.0,177
Royal Challengers Bengaluru,16,5,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,1,1,1.0,,,,,,,,,20.0,206.0,178
Royal Challengers Bengaluru,16,6,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,6,0,6,,,,,,,,,,20.0,206.0,184
Royal Challengers Bengaluru,16,7,0.1,5.6,mandatory,TH David,K Rabada,KH Pandya,0,0,0,,,,,,,,,,20.0,206.0,184
Royal Challengers Bengaluru,17,1,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,4,0,4,,,,,,,,,,20.0,206.0,188
Royal Challengers Bengaluru,17,2,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,4,0,4,,,,,,,,,,20.0,206.0,192
Royal Challengers Bengaluru,17,3,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,0,0,0,,,,,,,,,,20.0,206.0,192
Royal Challengers Bengaluru,17,4,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,0,0,0,,,,,,,,,,20.0,206.0,192
Royal Challengers Bengaluru,17,5,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,6,0,6,,,,,,,,,,20.0,206.0,198
Royal Challengers Bengaluru,17,6,0.1,5.6,mandatory,KH Pandya,MJ Suthar,TH David,1,0,1,,,,,,,,,,20.0,206.0,199
Royal Challengers Bengaluru,18,1,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,0,0,0,,,,,,,,,,20.0,206.0,199
Royal Challengers Bengaluru,18,2,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,1,0,1,,,,,,,,,,20.0,206.0,200
Royal Challengers Bengaluru,18,3,0.1,5.6,mandatory,TH David,JO Holder,KH Pandya,1,0,1,,,,,,,,,,20.0,206.0,201
Royal Challengers Bengaluru,18,4,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,4,0,4,,,,,,,,,,20.0,206.0,205
Royal Challengers Bengaluru,18,5,0.1,5.6,mandatory,KH Pandya,JO Holder,TH David,1,0,1,,,,,,,,,,20.0,206.0,206
