team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,byes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Lucknow Super Giants,9,2,0.1,5.6,mandatory,AK Markram,Shivang Kumar,RR Pant,0,0,0,,,,,,,,,AK Markram,caught,,,,,LS Livingstone,20.0,157.0,77
Lucknow Super Giants,9,3,0.1,5.6,mandatory,A Badoni,Shivang Kumar,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,78
Lucknow Super Giants,9,4,0.1,5.6,mandatory,RR Pant,Shivang Kumar,A Badoni,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,79
Lucknow Super Giants,9,5,0.1,5.6,mandatory,A Badoni,Shivang Kumar,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,80
Lucknow Super Giants,9,6,0.1,5.6,mandatory,RR Pant,Shivang Kumar,A Badoni,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,81
Lucknow Super Giants,10,1,0.1,5.6,mandatory,RR Pant,HV Patel,A Badoni,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,82
Lucknow Super Giants,10,2,0.1,5.6,mandatory,A Badoni,HV Patel,RR Pant,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,86
Lucknow Super Giants,10,3,0.1,5.6,mandatory,A Badoni,HV Patel,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,87
Lucknow Super Giants,10,4,0.1,5.6,mandatory,RR Pant,HV Patel,A Badoni,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,87
Lucknow Super Giants,10,5,0.1,5.6,mandatory,RR Pant,HV Patel,A Badoni,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,88
Lucknow Super Giants,10,6,0.1,5.6,mandatory,A Badoni,HV Patel,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,89
Lucknow Super Giants,11,1,0.1,5.6,mandatory,A Badoni,Shivang Kumar,RR Pant,2,0,2,,,,,,,,,,,,,,,,20.0,157.0,91
Lucknow Super Giants,11,2,0.1,5.6,mandatory,A Badoni,Shivang Kumar,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,92
Lucknow Super Giants,11,3,0.1,5.6,mandatory,RR Pant,Shivang Kumar,A Badoni,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,93
Lucknow Super Giants,11,4,0.1,5.6,mandatory,A Badoni,Shivang Kumar,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,94
Lucknow Super Giants,11,5,0.1,5.6,mandatory,RR Pant,Shivang Kumar,A Badoni,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,98
Lucknow Super Giants,11,6,0.1,5.6,mandatory,RR Pant,Shivang Kumar,A Badoni,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,102
Lucknow Super Giants,12,1,0.1,5.6,mandatory,A Badoni,Harsh Dubey,RR Pant,0,0,0,,,,,,,,,A Badoni,stumped,,,,,Ishan Kishan,20.0,157.0,102
Lucknow Super Giants,12,2,0.1,5.6,mandatory,N Pooran,Harsh Dubey,RR Pant,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,102
Lucknow Super Giants,12,3,0.1,5.6,mandatory,N Pooran,Harsh Dubey,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,103
Lucknow Super Giants,12,4,0.1,5.6,mandatory,RR Pant,Harsh Dubey,N Pooran,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,104
Lucknow Super Giants,12,5,0.1,5.6,mandatory,N Pooran,Harsh Dubey,RR Pant,0,1,1,,1.0,,,,,,,,,,,,,,20.0,157.0,105
Lucknow Super Giants,12,6,0.1,5.6,mandatory,RR Pant,Harsh Dubey,N Pooran,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,105
Lucknow Super Giants,13,1,0.1,5.6,mandatory,N Pooran,Shivang Kumar,RR Pant,0,0,0,,,,,,,,,N Pooran,run out,,,,,Ishan Kishan,20.0,157.0,105
Lucknow Super Giants,13,2,0.1,5.6,mandatory,Abdul Samad,Shivang Kumar,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,106
Lucknow Super Giants,13,3,0.1,5.6,mandatory,RR Pant,Shivang Kumar,Abdul Samad,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,106
Lucknow Super Giants,13,4,0.1,5.6,mandatory,RR Pant,Shivang Kumar,Abdul Samad,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,106
Lucknow Super Giants,13,5,0.1,5.6,mandatory,RR Pant,Shivang Kumar,Abdul Samad,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,107
Lucknow Super Giants,13,6,0.1,5.6,mandatory,Abdul Samad,Shivang Kumar,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,108
Lucknow Super Giants,14,1,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,2,0,2,,,,,,,,,,,,,,,,20.0,157.0,110
Lucknow Super Giants,14,2,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,110
Lucknow Super Giants,14,3,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,111
Lucknow Super Giants,14,4,0.1,5.6,mandatory,RR Pant,E Malinga,Abdul Samad,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,112
Lucknow Super Giants,14,5,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,113
Lucknow Super Giants,14,6,0.1,5.6,mandatory,RR Pant,E Malinga,Abdul Samad,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,114
Lucknow Super Giants,15,1,0.1,5.6,mandatory,RR Pant,JD Unadkat,Abdul Samad,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,118
Lucknow Super Giants,15,2,0.1,5.6,mandatory,RR Pant,JD Unadkat,Abdul Samad,2,0,2,,,,,,,,,,,,,,,,20.0,157.0,120
Lucknow Super Giants,15,3,0.1,5.6,mandatory,RR Pant,JD Unadkat,Abdul Samad,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,124
Lucknow Super Giants,15,4,0.1,5.6,mandatory,RR Pant,JD Unadkat,Abdul Samad,2,0,2,,,,,,,,,,,,,,,,20.0,157.0,126
Lucknow Super Giants,15,5,0.1,5.6,mandatory,RR Pant,JD Unadkat,Abdul Samad,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,127
Lucknow Super Giants,15,6,0.1,5.6,mandatory,Abdul Samad,JD Unadkat,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,128
Lucknow Super Giants,16,1,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,132
Lucknow Super Giants,16,2,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,132
Lucknow Super Giants,16,3,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,136
Lucknow Super Giants,16,4,0.1,5.6,mandatory,Abdul Samad,E Malinga,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,137
Lucknow Super Giants,16,5,0.1,5.6,mandatory,RR Pant,E Malinga,Abdul Samad,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,137
Lucknow Super Giants,16,6,0.1,5.6,mandatory,RR Pant,E Malinga,Abdul Samad,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,138
Lucknow Super Giants,17,1,0.1,5.6,mandatory,RR Pant,Harsh Dubey,Abdul Samad,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,138
Lucknow Super Giants,17,2,0.1,5.6,mandatory,RR Pant,Harsh Dubey,Abdul Samad,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,138
Lucknow Super Giants,17,3,0.1,5.6,mandatory,RR Pant,Harsh Dubey,Abdul Samad,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,139
Lucknow Super Giants,17,4,0.1,5.6,mandatory,Abdul Samad,Harsh Dubey,RR Pant,0,0,0,,,,,,,,,Abdul Samad,caught,,,,,LS Livingstone,20.0,157.0,139
Lucknow Super Giants,17,5,0.1,5.6,mandatory,MD Choudhary,Harsh Dubey,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,140
Lucknow Super Giants,17,6,0.1,5.6,mandatory,RR Pant,Harsh Dubey,MD Choudhary,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,144
Lucknow Super Giants,18,1,0.1,5.6,mandatory,MD Choudhary,HV Patel,RR Pant,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,145
Lucknow Super Giants,18,2,0.1,5.6,mandatory,RR Pant,HV Patel,MD Choudhary,2,0,2,,,,,,,,,,,,,,,,20.0,157.0,147
Lucknow Super Giants,18,3,0.1,5.6,mandatory,RR Pant,HV Patel,MD Choudhary,1,0,1,,,,,,,,,,,,,,,,20.0,157.0,148
Lucknow Super Giants,18,4,0.1,5.6,mandatory,MD Choudhary,HV Patel,RR Pant,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,148
Lucknow Super Giants,18,5,0.1,5.6,mandatory,MD Choudhary,HV Patel,RR Pant,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,148
Lucknow Super Giants,18,6,0.1,5.6,mandatory,MD Choudhary,HV Patel,RR Pant,0,0,0,,,,Lucknow Super Giants,MV Saidharshan Kumar,MD Choudhary,upheld,wicket,,,,,,,,20.0,157.0,148
Lucknow Super Giants,19,1,0.1,5.6,mandatory,RR Pant,JD Unadkat,MD Choudhary,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,152
Lucknow Super Giants,19,2,0.1,5.6,mandatory,RR Pant,JD Unadkat,MD Choudhary,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,156
Lucknow Super Giants,19,3,0.1,5.6,mandatory,RR Pant,JD Unadkat,MD Choudhary,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,156
Lucknow Super Giants,19,4,0.1,5.6,mandatory,RR Pant,JD Unadkat,MD Choudhary,0,0,0,,,,,,,,,,,,,,,,20.0,157.0,156
Lucknow Super Giants,19,5,0.1,5.6,mandatory,RR Pant,JD Unadkat,MD Choudhary,4,0,4,,,,,,,,,,,,,,,,20.0,157.0,160
