team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,noballs,byes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Gujarat Titans,11,2,0.1,5.6,mandatory,Shubman Gill,CV Varun,Washington Sundar,2,0,2,,,,,,,,,,,,,,,,,20.0,181.0,108
Gujarat Titans,11,3,0.1,5.6,mandatory,Shubman Gill,CV Varun,Washington Sundar,4,0,4,,,,,,,,,,,,,,,,,20.0,181.0,112
Gujarat Titans,11,4,0.1,5.6,mandatory,Shubman Gill,CV Varun,Washington Sundar,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,112
Gujarat Titans,11,5,0.1,5.6,mandatory,Shubman Gill,CV Varun,Washington Sundar,6,0,6,,,,,,,,,,,,,,,,,20.0,181.0,118
Gujarat Titans,11,6,0.1,5.6,mandatory,Shubman Gill,CV Varun,Washington Sundar,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,119
Gujarat Titans,12,1,0.1,5.6,mandatory,Shubman Gill,SP Narine,Washington Sundar,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,120
Gujarat Titans,12,2,0.1,5.6,mandatory,Washington Sundar,SP Narine,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,121
Gujarat Titans,12,3,0.1,5.6,mandatory,Shubman Gill,SP Narine,Washington Sundar,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,122
Gujarat Titans,12,4,0.1,5.6,mandatory,Washington Sundar,SP Narine,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,123
Gujarat Titans,12,5,0.1,5.6,mandatory,Shubman Gill,SP Narine,Washington Sundar,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,123
Gujarat Titans,12,6,0.1,5.6,mandatory,Shubman Gill,SP Narine,Washington Sundar,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,123
Gujarat Titans,13,1,0.1,5.6,mandatory,Washington Sundar,Kartik Tyagi,Shubman Gill,2,0,2,,,,,,,,,,,,,,,,,20.0,181.0,125
Gujarat Titans,13,2,0.1,5.6,mandatory,Washington Sundar,Kartik Tyagi,Shubman Gill,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,181.0,126
Gujarat Titans,13,3,0.1,5.6,mandatory,Shubman Gill,Kartik Tyagi,Washington Sundar,6,0,6,,,,,,,,,,,,,,,,,20.0,181.0,132
Gujarat Titans,13,4,0.1,5.6,mandatory,Shubman Gill,Kartik Tyagi,Washington Sundar,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,133
Gujarat Titans,13,5,0.1,5.6,mandatory,Washington Sundar,Kartik Tyagi,Shubman Gill,4,0,4,,,,,,,,,,,,,,,,,20.0,181.0,137
Gujarat Titans,13,6,0.1,5.6,mandatory,Washington Sundar,Kartik Tyagi,Shubman Gill,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,181.0,138
Gujarat Titans,13,7,0.1,5.6,mandatory,Washington Sundar,Kartik Tyagi,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,139
Gujarat Titans,14,1,0.1,5.6,mandatory,Washington Sundar,CV Varun,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,140
Gujarat Titans,14,2,0.1,5.6,mandatory,Shubman Gill,CV Varun,Washington Sundar,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,141
Gujarat Titans,14,3,0.1,5.6,mandatory,Washington Sundar,CV Varun,Shubman Gill,0,0,0,,,,,,,,,,Washington Sundar,caught,,,,,Kartik Tyagi,20.0,181.0,141
Gujarat Titans,14,4,0.1,5.6,mandatory,GD Phillips,CV Varun,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,142
Gujarat Titans,14,5,0.1,5.6,mandatory,Shubman Gill,CV Varun,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,143
Gujarat Titans,14,6,0.1,5.6,mandatory,GD Phillips,CV Varun,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,144
Gujarat Titans,15,1,0.1,5.6,mandatory,GD Phillips,AS Roy,Shubman Gill,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,144
Gujarat Titans,15,2,0.1,5.6,mandatory,GD Phillips,AS Roy,Shubman Gill,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,181.0,145
Gujarat Titans,15,3,0.1,5.6,mandatory,GD Phillips,AS Roy,Shubman Gill,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,145
Gujarat Titans,15,4,0.1,5.6,mandatory,GD Phillips,AS Roy,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,146
Gujarat Titans,15,5,0.1,5.6,mandatory,Shubman Gill,AS Roy,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,147
Gujarat Titans,15,6,0.1,5.6,mandatory,GD Phillips,AS Roy,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,148
Gujarat Titans,15,7,0.1,5.6,mandatory,Shubman Gill,AS Roy,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,149
Gujarat Titans,16,1,0.1,5.6,mandatory,Shubman Gill,VG Arora,GD Phillips,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,149
Gujarat Titans,16,2,0.1,5.6,mandatory,Shubman Gill,VG Arora,GD Phillips,4,0,4,,,,,,,,,,,,,,,,,20.0,181.0,153
Gujarat Titans,16,3,0.1,5.6,mandatory,Shubman Gill,VG Arora,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,154
Gujarat Titans,16,4,0.1,5.6,mandatory,GD Phillips,VG Arora,Shubman Gill,2,0,2,,,,,,,,,,,,,,,,,20.0,181.0,156
Gujarat Titans,16,5,0.1,5.6,mandatory,GD Phillips,VG Arora,Shubman Gill,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,157
Gujarat Titans,16,6,0.1,5.6,mandatory,Shubman Gill,VG Arora,GD Phillips,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,181.0,158
Gujarat Titans,16,7,0.1,5.6,mandatory,Shubman Gill,VG Arora,GD Phillips,0,0,0,,,,,,,,,,Shubman Gill,caught,,,,,C Green,20.0,181.0,158
Gujarat Titans,17,1,0.1,5.6,mandatory,GD Phillips,Kartik Tyagi,R Tewatia,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,159
Gujarat Titans,17,2,0.1,5.6,mandatory,R Tewatia,Kartik Tyagi,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,160
Gujarat Titans,17,3,0.1,5.6,mandatory,GD Phillips,Kartik Tyagi,R Tewatia,4,0,4,,,,,,,,,,,,,,,,,20.0,181.0,164
Gujarat Titans,17,4,0.1,5.6,mandatory,GD Phillips,Kartik Tyagi,R Tewatia,4,0,4,,,,,,,,,,,,,,,,,20.0,181.0,168
Gujarat Titans,17,5,0.1,5.6,mandatory,GD Phillips,Kartik Tyagi,R Tewatia,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,169
Gujarat Titans,17,6,0.1,5.6,mandatory,R Tewatia,Kartik Tyagi,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,170
Gujarat Titans,18,1,0.1,5.6,mandatory,R Tewatia,VG Arora,GD Phillips,2,0,2,,,,,,,,,,,,,,,,,20.0,181.0,172
Gujarat Titans,18,2,0.1,5.6,mandatory,R Tewatia,VG Arora,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,173
Gujarat Titans,18,3,0.1,5.6,mandatory,GD Phillips,VG Arora,R Tewatia,0,0,0,,,,,,,,,,,,,,,,,20.0,181.0,173
Gujarat Titans,18,4,0.1,5.6,mandatory,GD Phillips,VG Arora,R Tewatia,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,174
Gujarat Titans,18,5,0.1,5.6,mandatory,R Tewatia,VG Arora,GD Phillips,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,175
Gujarat Titans,18,6,0.1,5.6,mandatory,GD Phillips,VG Arora,R Tewatia,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,176
Gujarat Titans,19,1,0.1,5.6,mandatory,GD Phillips,Ramandeep Singh,R Tewatia,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,181.0,177
Gujarat Titans,19,2,0.1,5.6,mandatory,GD Phillips,Ramandeep Singh,R Tewatia,0,0,0,,,,,,,,,,GD Phillips,caught,,,,,RK Singh,20.0,181.0,177
Gujarat Titans,19,3,0.1,5.6,mandatory,M Shahrukh Khan,Ramandeep Singh,R Tewatia,1,0,1,,,,,,,,,,,,M Shahrukh Khan,M Prasidh Krishna,Gujarat Titans,impact_player,,20.0,181.0,178
Gujarat Titans,19,4,0.1,5.6,mandatory,R Tewatia,Ramandeep Singh,M Shahrukh Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,181.0,179
Gujarat Titans,19,5,0.1,5.6,mandatory,M Shahrukh Khan,Ramandeep Singh,R Tewatia,2,0,2,,,,,,,,,,,,,,,,,20.0,181.0,181
