team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,byes,review_by,review_umpire,review_batter,review_decision,review_type,noballs,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Chennai Super Kings,5,1,0.1,5.7,mandatory,RD Gaikwad,E Malinga,MW Short,0,0,0,,,,,,,,,,RD Gaikwad,caught,,,,,S Arora,20.0,195.0,66
Chennai Super Kings,5,2,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,68
Chennai Super Kings,5,3,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,195.0,69
Chennai Super Kings,5,4,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,70
Chennai Super Kings,5,5,0.1,5.7,mandatory,MW Short,E Malinga,SN Khan,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,74
Chennai Super Kings,5,6,0.1,5.7,mandatory,MW Short,E Malinga,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,75
Chennai Super Kings,5,7,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,76
Chennai Super Kings,6,1,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,76
Chennai Super Kings,6,2,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,80
Chennai Super Kings,6,3,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,81
Chennai Super Kings,6,4,0.1,5.7,mandatory,MW Short,Shivang Kumar,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,82
Chennai Super Kings,6,5,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,82
Chennai Super Kings,6,6,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,83
Chennai Super Kings,7,1,0.1,5.7,mandatory,SN Khan,Abhishek Sharma,MW Short,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,87
Chennai Super Kings,7,2,0.1,5.7,mandatory,SN Khan,Abhishek Sharma,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,88
Chennai Super Kings,7,3,0.1,5.7,mandatory,MW Short,Abhishek Sharma,SN Khan,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,90
Chennai Super Kings,7,4,0.1,5.7,mandatory,MW Short,Abhishek Sharma,SN Khan,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,94
Chennai Super Kings,7,5,0.1,5.7,mandatory,MW Short,Abhishek Sharma,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,95
Chennai Super Kings,7,6,0.1,5.7,mandatory,SN Khan,Abhishek Sharma,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,96
Chennai Super Kings,8,1,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,97
Chennai Super Kings,8,2,0.1,5.7,mandatory,MW Short,Shivang Kumar,SN Khan,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,97
Chennai Super Kings,8,3,0.1,5.7,mandatory,MW Short,Shivang Kumar,SN Khan,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,97
Chennai Super Kings,8,4,0.1,5.7,mandatory,MW Short,Shivang Kumar,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,98
Chennai Super Kings,8,5,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,100
Chennai Super Kings,8,6,0.1,5.7,mandatory,SN Khan,Shivang Kumar,MW Short,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,104
Chennai Super Kings,9,1,0.1,5.7,mandatory,MW Short,Sakib Hussain,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,105
Chennai Super Kings,9,2,0.1,5.7,mandatory,SN Khan,Sakib Hussain,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,106
Chennai Super Kings,9,3,0.1,5.7,mandatory,MW Short,Sakib Hussain,SN Khan,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,108
Chennai Super Kings,9,4,0.1,5.7,mandatory,MW Short,Sakib Hussain,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,109
Chennai Super Kings,9,5,0.1,5.7,mandatory,SN Khan,Sakib Hussain,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,110
Chennai Super Kings,9,6,0.1,5.7,mandatory,MW Short,Sakib Hussain,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,111
Chennai Super Kings,10,1,0.1,5.7,mandatory,MW Short,E Malinga,SN Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,112
Chennai Super Kings,10,2,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,112
Chennai Super Kings,10,3,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,112
Chennai Super Kings,10,4,0.1,5.7,mandatory,SN Khan,E Malinga,MW Short,0,0,0,,,,,,,,,,SN Khan,caught,,,,,Nithish Kumar Reddy,20.0,195.0,112
Chennai Super Kings,10,5,0.1,5.7,mandatory,D Brevis,E Malinga,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,112
Chennai Super Kings,10,6,0.1,5.7,mandatory,D Brevis,E Malinga,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,112
Chennai Super Kings,11,1,0.1,5.7,mandatory,MW Short,Shivang Kumar,D Brevis,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,112
Chennai Super Kings,11,2,0.1,5.7,mandatory,MW Short,Shivang Kumar,D Brevis,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,113
Chennai Super Kings,11,3,0.1,5.7,mandatory,D Brevis,Shivang Kumar,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,113
Chennai Super Kings,11,4,0.1,5.7,mandatory,D Brevis,Shivang Kumar,MW Short,0,0,0,,,,,,,,,,D Brevis,caught,,,,,LS Livingstone,20.0,195.0,113
Chennai Super Kings,11,5,0.1,5.7,mandatory,S Dube,Shivang Kumar,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,114
Chennai Super Kings,11,6,0.1,5.7,mandatory,MW Short,Shivang Kumar,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,115
Chennai Super Kings,12,1,0.1,5.7,mandatory,MW Short,Nithish Kumar Reddy,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,116
Chennai Super Kings,12,2,0.1,5.7,mandatory,S Dube,Nithish Kumar Reddy,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,117
Chennai Super Kings,12,3,0.1,5.7,mandatory,MW Short,Nithish Kumar Reddy,S Dube,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,117
Chennai Super Kings,12,4,0.1,5.7,mandatory,MW Short,Nithish Kumar Reddy,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,118
Chennai Super Kings,12,5,0.1,5.7,mandatory,S Dube,Nithish Kumar Reddy,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,119
Chennai Super Kings,12,6,0.1,5.7,mandatory,MW Short,Nithish Kumar Reddy,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,120
Chennai Super Kings,13,1,0.1,5.7,mandatory,MW Short,PP Hinge,S Dube,2,1,3,,,,,,,,,1.0,,,,,,,,20.0,195.0,123
Chennai Super Kings,13,2,0.1,5.7,mandatory,MW Short,PP Hinge,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,124
Chennai Super Kings,13,3,0.1,5.7,mandatory,S Dube,PP Hinge,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,124
Chennai Super Kings,13,4,0.1,5.7,mandatory,S Dube,PP Hinge,MW Short,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,124
Chennai Super Kings,13,5,0.1,5.7,mandatory,S Dube,PP Hinge,MW Short,6,0,6,,,,,,,,,,,,,,,,,20.0,195.0,130
Chennai Super Kings,13,6,0.1,5.7,mandatory,S Dube,PP Hinge,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,131
Chennai Super Kings,13,7,0.1,5.7,mandatory,MW Short,PP Hinge,S Dube,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,135
Chennai Super Kings,14,1,0.1,5.7,mandatory,S Dube,Sakib Hussain,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,136
Chennai Super Kings,14,2,0.1,5.7,mandatory,MW Short,Sakib Hussain,S Dube,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,195.0,137
Chennai Super Kings,14,3,0.1,5.7,mandatory,MW Short,Sakib Hussain,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,138
Chennai Super Kings,14,4,0.1,5.7,mandatory,S Dube,Sakib Hussain,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,139
Chennai Super Kings,14,5,0.1,5.7,mandatory,MW Short,Sakib Hussain,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,140
Chennai Super Kings,14,6,0.1,5.7,mandatory,S Dube,Sakib Hussain,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,141
Chennai Super Kings,14,7,0.1,5.7,mandatory,MW Short,Sakib Hussain,S Dube,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,141
Chennai Super Kings,15,1,0.1,5.7,mandatory,S Dube,E Malinga,MW Short,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,145
Chennai Super Kings,15,2,0.1,5.7,mandatory,S Dube,E Malinga,MW Short,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,147
Chennai Super Kings,15,3,0.1,5.7,mandatory,S Dube,E Malinga,MW Short,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,148
Chennai Super Kings,15,4,0.1,5.7,mandatory,MW Short,E Malinga,S Dube,0,0,0,,,,,,,,,,MW Short,caught,,,,,Aniket Verma,20.0,195.0,148
Chennai Super Kings,15,5,0.1,5.7,mandatory,J Overton,E Malinga,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,149
Chennai Super Kings,15,6,0.1,5.7,mandatory,S Dube,E Malinga,J Overton,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,149
Chennai Super Kings,16,1,0.1,5.7,mandatory,J Overton,Sakib Hussain,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,150
Chennai Super Kings,16,2,0.1,5.7,mandatory,S Dube,Sakib Hussain,J Overton,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,195.0,151
Chennai Super Kings,16,3,0.1,5.7,mandatory,S Dube,Sakib Hussain,J Overton,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,152
Chennai Super Kings,16,4,0.1,5.7,mandatory,J Overton,Sakib Hussain,S Dube,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,195.0,153
Chennai Super Kings,16,5,0.1,5.7,mandatory,J Overton,Sakib Hussain,S Dube,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,153
Chennai Super Kings,16,6,0.1,5.7,mandatory,J Overton,Sakib Hussain,S Dube,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,154
Chennai Super Kings,16,7,0.1,5.7,mandatory,S Dube,Sakib Hussain,J Overton,0,0,0,,,,,,,,,,S Dube,bowled,,,,,,20.0,195.0,154
Chennai Super Kings,16,8,0.1,5.7,mandatory,A Kamboj,Sakib Hussain,J Overton,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,155
Chennai Super Kings,17,1,0.1,5.7,mandatory,A Kamboj,E Malinga,J Overton,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,156
Chennai Super Kings,17,2,0.1,5.7,mandatory,J Overton,E Malinga,A Kamboj,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,158
Chennai Super Kings,17,3,0.1,5.7,mandatory,J Overton,E Malinga,A Kamboj,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,158
Chennai Super Kings,17,4,0.1,5.7,mandatory,J Overton,E Malinga,A Kamboj,4,0,4,,,,,,,,,,,,,,,,,20.0,195.0,162
Chennai Super Kings,17,5,0.1,5.7,mandatory,J Overton,E Malinga,A Kamboj,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,164
Chennai Super Kings,17,6,0.1,5.7,mandatory,J Overton,E Malinga,A Kamboj,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,165
Chennai Super Kings,18,1,0.1,5.7,mandatory,J Overton,Nithish Kumar Reddy,A Kamboj,0,0,0,,,,,,,,,,,,,,,,,20.0,195.0,165
Chennai Super Kings,18,2,0.1,5.7,mandatory,J Overton,Nithish Kumar Reddy,A Kamboj,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,166
Chennai Super Kings,18,3,0.1,5.7,mandatory,A Kamboj,Nithish Kumar Reddy,J Overton,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,167
Chennai Super Kings,18,4,0.1,5.7,mandatory,J Overton,Nithish Kumar Reddy,A Kamboj,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,168
Chennai Super Kings,18,5,0.1,5.7,mandatory,A Kamboj,Nithish Kumar Reddy,J Overton,6,0,6,,,,,,,,,,,,,,,,,20.0,195.0,174
Chennai Super Kings,18,6,0.1,5.7,mandatory,A Kamboj,Nithish Kumar Reddy,J Overton,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,195.0,175
Chennai Super Kings,18,7,0.1,5.7,mandatory,A Kamboj,Nithish Kumar Reddy,J Overton,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,177
Chennai Super Kings,19,1,0.1,5.7,mandatory,J Overton,PP Hinge,A Kamboj,2,0,2,,,,,,,,,,,,,,,,,20.0,195.0,179
Chennai Super Kings,19,2,0.1,5.7,mandatory,J Overton,PP Hinge,A Kamboj,0,1,1,,1.0,,,,,,,,,,,,,,,20.0,195.0,180
Chennai Super Kings,19,3,0.1,5.7,mandatory,A Kamboj,PP Hinge,J Overton,0,1,1,,,,,,,,,1.0,,,,,,,,20.0,195.0,181
Chennai Super Kings,19,4,0.1,5.7,mandatory,A Kamboj,PP Hinge,J Overton,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,182
Chennai Super Kings,19,5,0.1,5.7,mandatory,J Overton,PP Hinge,A Kamboj,0,0,0,,,,,,,,,,J Overton,caught,,,,,LS Livingstone,20.0,195.0,182
Chennai Super Kings,19,6,0.1,5.7,mandatory,Noor Ahmad,PP Hinge,A Kamboj,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,183
Chennai Super Kings,19,7,0.1,5.7,mandatory,A Kamboj,PP Hinge,Noor Ahmad,1,0,1,,,,,,,,,,,,,,,,,20.0,195.0,184
