team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,byes,review_by,review_umpire,review_batter,review_decision,review_type,umpires_call,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,overs_deliveries_wickets_fielders_substitute,target_overs,target_runs,current_team_total
Gujarat Titans,12,6,0.1,5.6,mandatory,M Shahrukh Khan,Ashwani Kumar,K Rabada,0,0,0,,,,,,,,,,M Shahrukh Khan,caught,,,,,Naman Dhir,,20.0,200.0,86
Gujarat Titans,13,1,0.1,5.6,mandatory,K Rabada,JJ Bumrah,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,86
Gujarat Titans,13,2,0.1,5.6,mandatory,K Rabada,JJ Bumrah,Ashok Sharma,1,0,1,,,,,,,,,,,,,,,,,,20.0,200.0,87
Gujarat Titans,13,3,0.1,5.6,mandatory,Ashok Sharma,JJ Bumrah,K Rabada,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,87
Gujarat Titans,13,4,0.1,5.6,mandatory,Ashok Sharma,JJ Bumrah,K Rabada,0,1,1,1.0,,,,,,,,,,,,,,,,,20.0,200.0,88
Gujarat Titans,13,5,0.1,5.6,mandatory,Ashok Sharma,JJ Bumrah,K Rabada,1,0,1,,,,,,,,,,,,,,,,,,20.0,200.0,89
Gujarat Titans,13,6,0.1,5.6,mandatory,K Rabada,JJ Bumrah,Ashok Sharma,1,0,1,,,,,,,,,,,,,,,,,,20.0,200.0,90
Gujarat Titans,13,7,0.1,5.6,mandatory,Ashok Sharma,JJ Bumrah,K Rabada,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,90
Gujarat Titans,14,1,0.1,5.6,mandatory,K Rabada,Ashwani Kumar,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,90
Gujarat Titans,14,2,0.1,5.6,mandatory,K Rabada,Ashwani Kumar,Ashok Sharma,4,0,4,,,,,,,,,,,,,,,,,,20.0,200.0,94
Gujarat Titans,14,3,0.1,5.6,mandatory,K Rabada,Ashwani Kumar,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,94
Gujarat Titans,14,4,0.1,5.6,mandatory,K Rabada,Ashwani Kumar,Ashok Sharma,4,0,4,,,,,,,,,,,,,,,,,,20.0,200.0,98
Gujarat Titans,14,5,0.1,5.6,mandatory,K Rabada,Ashwani Kumar,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,98
Gujarat Titans,14,6,0.1,5.6,mandatory,K Rabada,Ashwani Kumar,Ashok Sharma,1,0,1,,,,,,,,,,,,,,,,,,20.0,200.0,99
Gujarat Titans,15,1,0.1,5.6,mandatory,K Rabada,AM Ghazanfar,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,99
Gujarat Titans,15,2,0.1,5.6,mandatory,K Rabada,AM Ghazanfar,Ashok Sharma,0,0,0,,,,,,,,,,K Rabada,stumped,,,,,Q de Kock,,20.0,200.0,99
Gujarat Titans,15,3,0.1,5.6,mandatory,Mohammed Siraj,AM Ghazanfar,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,99
Gujarat Titans,15,4,0.1,5.6,mandatory,Mohammed Siraj,AM Ghazanfar,Ashok Sharma,0,0,0,,,,,,,,,,,,,,,,,,20.0,200.0,99
Gujarat Titans,15,5,0.1,5.6,mandatory,Mohammed Siraj,AM Ghazanfar,Ashok Sharma,0,1,1,1.0,,,,,,,,,,,,,,,,,20.0,200.0,100
Gujarat Titans,15,6,0.1,5.6,mandatory,Mohammed Siraj,AM Ghazanfar,Ashok Sharma,0,0,0,,,,Gujarat Titans,Abhijit Bhattacharya,Mohammed Siraj,struck down,wicket,,Mohammed Siraj,lbw,,,,,,,20.0,200.0,100
