team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Mumbai Indians,11,4,0.1,5.6,mandatory,SE Rutherford,V Nigam,SA Yadav,0,0,0,,,,,,,,,,,,,,,,,85
Mumbai Indians,11,5,0.1,5.6,mandatory,SE Rutherford,V Nigam,SA Yadav,0,0,0,,,,,,,,SE Rutherford,caught,,,,,Mukesh Kumar,,,85
Mumbai Indians,11,6,0.1,5.6,mandatory,Naman Dhir,V Nigam,SA Yadav,1,0,1,,,,,,,,,,,,,,,,,86
Mumbai Indians,12,1,0.1,5.6,mandatory,Naman Dhir,AR Patel,SA Yadav,1,0,1,,,,,,,,,,,,,,,,,87
Mumbai Indians,12,2,0.1,5.6,mandatory,SA Yadav,AR Patel,Naman Dhir,0,1,1,1.0,,,,,,,,,,,,,,,,88
Mumbai Indians,12,3,0.1,5.6,mandatory,SA Yadav,AR Patel,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,89
Mumbai Indians,12,4,0.1,5.6,mandatory,Naman Dhir,AR Patel,SA Yadav,1,0,1,,,,,,,,,,,,,,,,,90
Mumbai Indians,12,5,0.1,5.6,mandatory,SA Yadav,AR Patel,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,90
Mumbai Indians,12,6,0.1,5.6,mandatory,SA Yadav,AR Patel,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,91
Mumbai Indians,12,7,0.1,5.6,mandatory,Naman Dhir,AR Patel,SA Yadav,1,0,1,,,,,,,,,,,,,,,,,92
Mumbai Indians,13,1,0.1,5.6,mandatory,Naman Dhir,T Natarajan,SA Yadav,4,0,4,,,,,,,,,,,,,,,,,96
Mumbai Indians,13,2,0.1,5.6,mandatory,Naman Dhir,T Natarajan,SA Yadav,0,0,0,,,,,,,,,,,,,,,,,96
Mumbai Indians,13,3,0.1,5.6,mandatory,Naman Dhir,T Natarajan,SA Yadav,2,0,2,,,,,,,,,,,,,,,,,98
Mumbai Indians,13,4,0.1,5.6,mandatory,Naman Dhir,T Natarajan,SA Yadav,0,0,0,,,,,,,,,,,,,,,,,98
Mumbai Indians,13,5,0.1,5.6,mandatory,Naman Dhir,T Natarajan,SA Yadav,1,0,1,,,,,,,,,,,,,,,,,99
Mumbai Indians,13,6,0.1,5.6,mandatory,SA Yadav,T Natarajan,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,100
Mumbai Indians,14,1,0.1,5.6,mandatory,SA Yadav,Kuldeep Yadav,Naman Dhir,6,0,6,,,,,,,,,,,,,,,,,106
Mumbai Indians,14,2,0.1,5.6,mandatory,SA Yadav,Kuldeep Yadav,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,,108
Mumbai Indians,14,3,0.1,5.6,mandatory,SA Yadav,Kuldeep Yadav,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,109
Mumbai Indians,14,4,0.1,5.6,mandatory,Naman Dhir,Kuldeep Yadav,SA Yadav,6,0,6,,,,,,,,,,,,,,,,,115
Mumbai Indians,14,5,0.1,5.6,mandatory,Naman Dhir,Kuldeep Yadav,SA Yadav,1,0,1,,,,,,,,,,,,,,,,,116
Mumbai Indians,14,6,0.1,5.6,mandatory,SA Yadav,Kuldeep Yadav,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,117
Mumbai Indians,15,1,0.1,5.6,mandatory,SA Yadav,L Ngidi,Naman Dhir,0,1,1,1.0,,,,,,,,,,,,,,,,118
Mumbai Indians,15,2,0.1,5.6,mandatory,SA Yadav,L Ngidi,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,,120
Mumbai Indians,15,3,0.1,5.6,mandatory,SA Yadav,L Ngidi,Naman Dhir,2,0,2,,,,,,,,,,,,,,,,,122
Mumbai Indians,15,4,0.1,5.6,mandatory,SA Yadav,L Ngidi,Naman Dhir,0,0,0,,Mumbai Indians,M Krishnadas,SA Yadav,struck down,wicket,,SA Yadav,lbw,,,,,,,,122
Mumbai Indians,15,5,0.1,5.6,mandatory,MJ Santner,L Ngidi,Naman Dhir,0,0,0,,,,,,,,,,,,,,,,,122
Mumbai Indians,15,6,0.1,5.6,mandatory,MJ Santner,L Ngidi,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,123
Mumbai Indians,15,7,0.1,5.6,mandatory,Naman Dhir,L Ngidi,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,124
Mumbai Indians,16,1,0.1,5.6,mandatory,Naman Dhir,T Natarajan,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,125
Mumbai Indians,16,2,0.1,5.6,mandatory,MJ Santner,T Natarajan,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,126
Mumbai Indians,16,3,0.1,5.6,mandatory,Naman Dhir,T Natarajan,MJ Santner,4,0,4,,,,,,,,,,,,,,,,,130
Mumbai Indians,16,4,0.1,5.6,mandatory,Naman Dhir,T Natarajan,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,131
Mumbai Indians,16,5,0.1,5.6,mandatory,MJ Santner,T Natarajan,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,135
Mumbai Indians,16,6,0.1,5.6,mandatory,MJ Santner,T Natarajan,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,136
Mumbai Indians,17,1,0.1,5.6,mandatory,MJ Santner,L Ngidi,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,137
Mumbai Indians,17,2,0.1,5.6,mandatory,Naman Dhir,L Ngidi,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,138
Mumbai Indians,17,3,0.1,5.6,mandatory,MJ Santner,L Ngidi,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,139
Mumbai Indians,17,4,0.1,5.6,mandatory,Naman Dhir,L Ngidi,MJ Santner,0,0,0,,,,,,,,,,,,,,,,,139
Mumbai Indians,17,5,0.1,5.6,mandatory,Naman Dhir,L Ngidi,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,140
Mumbai Indians,17,6,0.1,5.6,mandatory,MJ Santner,L Ngidi,Naman Dhir,4,0,4,,,,,,,,,,,,,,,,,144
Mumbai Indians,18,1,0.1,5.6,mandatory,Naman Dhir,T Natarajan,MJ Santner,0,0,0,,,,,,,,,,,,,,,,,144
Mumbai Indians,18,2,0.1,5.6,mandatory,Naman Dhir,T Natarajan,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,145
Mumbai Indians,18,3,0.1,5.6,mandatory,MJ Santner,T Natarajan,Naman Dhir,1,0,1,,,,,,,,,,,,,,,,,146
Mumbai Indians,18,4,0.1,5.6,mandatory,Naman Dhir,T Natarajan,MJ Santner,0,0,0,,,,,,,,Naman Dhir,caught,,,,,T Stubbs,,,146
Mumbai Indians,18,5,0.1,5.6,mandatory,C Bosch,T Natarajan,MJ Santner,1,0,1,,,,,,,,,,,,,,,,,147
Mumbai Indians,18,6,0.1,5.6,mandatory,MJ Santner,T Natarajan,C Bosch,1,0,1,,,,,,,,,,,,,,,,,148
Mumbai Indians,19,1,0.1,5.6,mandatory,MJ Santner,Mukesh Kumar,C Bosch,0,0,0,,,,,,,,,,,,,,,,,148
Mumbai Indians,19,2,0.1,5.6,mandatory,MJ Santner,Mukesh Kumar,C Bosch,2,0,2,,,,,,,,,,,,,,,,,150
Mumbai Indians,19,3,0.1,5.6,mandatory,MJ Santner,Mukesh Kumar,C Bosch,0,1,1,1.0,,,,,,,,,,,,,,,,151
Mumbai Indians,19,4,0.1,5.6,mandatory,MJ Santner,Mukesh Kumar,C Bosch,1,0,1,,,,,,,,,,,,,,,,,152
Mumbai Indians,19,5,0.1,5.6,mandatory,C Bosch,Mukesh Kumar,MJ Santner,2,0,2,,,,,,,,,,,,,,,,,154
Mumbai Indians,19,6,0.1,5.6,mandatory,C Bosch,Mukesh Kumar,MJ Santner,4,0,4,,,,,,,,,,,,,,,,,158
Mumbai Indians,19,7,0.1,5.6,mandatory,C Bosch,Mukesh Kumar,MJ Santner,4,0,4,,,,,,,,,,,,,,,,,162
Delhi Capitals,0,1,0.1,5.6,mandatory,KL Rahul,DL Chahar,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,1
Delhi Capitals,0,2,0.1,5.6,mandatory,P Nissanka,DL Chahar,KL Rahul,1,0,1,,,,,,,,,,,,,,,20.0,163.0,2
Delhi Capitals,0,3,0.1,5.6,mandatory,KL Rahul,DL Chahar,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,2
Delhi Capitals,0,4,0.1,5.6,mandatory,KL Rahul,DL Chahar,P Nissanka,0,0,0,,,,,,,,KL Rahul,caught,,,,,RD Rickelton,20.0,163.0,2
Delhi Capitals,0,5,0.1,5.6,mandatory,N Rana,DL Chahar,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,2
Delhi Capitals,0,6,0.1,5.6,mandatory,N Rana,DL Chahar,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,2
Delhi Capitals,1,1,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,N Rana,0,0,0,,,,,,,,,,,,,,,20.0,163.0,2
Delhi Capitals,1,2,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,N Rana,4,0,4,,,,,,,,,,,,,,,20.0,163.0,6
Delhi Capitals,1,3,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,N Rana,1,0,1,,,,,,,,,,,,,,,20.0,163.0,7
Delhi Capitals,1,4,0.1,5.6,mandatory,N Rana,JJ Bumrah,P Nissanka,0,0,0,,,,,,,,N Rana,run out,,,,,JJ Bumrah,20.0,163.0,7
Delhi Capitals,1,5,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,Sameer Rizvi,1,0,1,,,,,,,,,,Sameer Rizvi,Mukesh Kumar,Delhi Capitals,impact_player,,20.0,163.0,8
Delhi Capitals,1,6,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,8
Delhi Capitals,2,1,0.1,5.6,mandatory,P Nissanka,DL Chahar,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,8
Delhi Capitals,2,2,0.1,5.6,mandatory,P Nissanka,DL Chahar,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,8
Delhi Capitals,2,3,0.1,5.6,mandatory,P Nissanka,DL Chahar,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,12
Delhi Capitals,2,4,0.1,5.6,mandatory,P Nissanka,DL Chahar,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,12
Delhi Capitals,2,5,0.1,5.6,mandatory,P Nissanka,DL Chahar,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,13
Delhi Capitals,2,6,0.1,5.6,mandatory,Sameer Rizvi,DL Chahar,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,13
Delhi Capitals,3,1,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,17
Delhi Capitals,3,2,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,21
Delhi Capitals,3,3,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,21
Delhi Capitals,3,4,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,22
Delhi Capitals,3,5,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,23
Delhi Capitals,3,6,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,23
Delhi Capitals,4,1,0.1,5.6,mandatory,Sameer Rizvi,SN Thakur,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,24
Delhi Capitals,4,2,0.1,5.6,mandatory,P Nissanka,SN Thakur,Sameer Rizvi,6,0,6,,,,,,,,,,,,,,,20.0,163.0,30
Delhi Capitals,4,3,0.1,5.6,mandatory,P Nissanka,SN Thakur,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,34
Delhi Capitals,4,4,0.1,5.6,mandatory,P Nissanka,SN Thakur,Sameer Rizvi,0,0,0,,,,,,,,,,,,,,,20.0,163.0,34
Delhi Capitals,4,5,0.1,5.6,mandatory,P Nissanka,SN Thakur,Sameer Rizvi,4,0,4,,,,,,,,,,,,,,,20.0,163.0,38
Delhi Capitals,4,6,0.1,5.6,mandatory,P Nissanka,SN Thakur,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,39
Delhi Capitals,5,1,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,Sameer Rizvi,0,0,0,,,,,,,,,,M Markande,RG Sharma,Mumbai Indians,impact_player,,20.0,163.0,39
Delhi Capitals,5,2,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,40
Delhi Capitals,5,3,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,40
Delhi Capitals,5,4,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,41
Delhi Capitals,5,5,0.1,5.6,mandatory,P Nissanka,JJ Bumrah,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,42
Delhi Capitals,5,6,0.1,5.6,mandatory,Sameer Rizvi,JJ Bumrah,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,42
Delhi Capitals,6,1,0.1,5.6,mandatory,P Nissanka,MJ Santner,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,43
Delhi Capitals,6,2,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,43
Delhi Capitals,6,3,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,43
Delhi Capitals,6,4,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,4,0,4,,,,,,,,,,,,,,,20.0,163.0,47
Delhi Capitals,6,5,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,47
Delhi Capitals,6,6,0.1,5.6,mandatory,Sameer Rizvi,MJ Santner,P Nissanka,0,1,1,,,,,,,1.0,,,,,,,,20.0,163.0,48
Delhi Capitals,7,1,0.1,5.6,mandatory,Sameer Rizvi,M Markande,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,49
Delhi Capitals,7,2,0.1,5.6,mandatory,P Nissanka,M Markande,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,50
Delhi Capitals,7,3,0.1,5.6,mandatory,Sameer Rizvi,M Markande,P Nissanka,0,1,1,1.0,,,,,,,,,,,,,,20.0,163.0,51
Delhi Capitals,7,4,0.1,5.6,mandatory,Sameer Rizvi,M Markande,P Nissanka,0,0,0,,,,,,,,,,,,,,,20.0,163.0,51
Delhi Capitals,7,5,0.1,5.6,mandatory,Sameer Rizvi,M Markande,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,52
Delhi Capitals,7,6,0.1,5.6,mandatory,P Nissanka,M Markande,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,53
Delhi Capitals,7,7,0.1,5.6,mandatory,Sameer Rizvi,M Markande,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,54
Delhi Capitals,8,1,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,55
Delhi Capitals,8,2,0.1,5.6,mandatory,P Nissanka,C Bosch,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,56
Delhi Capitals,8,3,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,P Nissanka,0,1,1,1.0,,,,,,,,,,,,,,20.0,163.0,57
Delhi Capitals,8,4,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,P Nissanka,6,0,6,,,,,,,,,,,,,,,20.0,163.0,63
Delhi Capitals,8,5,0.1,5.6,mandatory,Sameer Rizvi,C Bosch,P Nissanka,1,0,1,,,,,,,,,,,,,,,20.0,163.0,64
Delhi Capitals,8,6,0.1,5.6,mandatory,P Nissanka,C Bosch,Sameer Rizvi,1,0,1,,,,,,,,,,,,,,,20.0,163.0,65
