team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Gujarat Titans,11,6,0.1,5.6,mandatory,B Sai Sudharsan,Noor Ahmad,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,102
Gujarat Titans,12,1,0.1,5.6,mandatory,B Sai Sudharsan,AJ Hosein,JC Buttler,6,0,6,,,,,,,,,,,,,,,20.0,159.0,108
Gujarat Titans,12,2,0.1,5.6,mandatory,B Sai Sudharsan,AJ Hosein,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,109
Gujarat Titans,12,3,0.1,5.6,mandatory,JC Buttler,AJ Hosein,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,159.0,109
Gujarat Titans,12,4,0.1,5.6,mandatory,JC Buttler,AJ Hosein,B Sai Sudharsan,2,0,2,,,,,,,,,,,,,,,20.0,159.0,111
Gujarat Titans,12,5,0.1,5.6,mandatory,JC Buttler,AJ Hosein,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,159.0,112
Gujarat Titans,12,6,0.1,5.6,mandatory,B Sai Sudharsan,AJ Hosein,JC Buttler,6,0,6,,,,,,,,,,,,,,,20.0,159.0,118
Gujarat Titans,13,1,0.1,5.6,mandatory,JC Buttler,J Overton,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,159.0,118
Gujarat Titans,13,2,0.1,5.6,mandatory,JC Buttler,J Overton,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,159.0,119
Gujarat Titans,13,3,0.1,5.6,mandatory,B Sai Sudharsan,J Overton,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,120
Gujarat Titans,13,4,0.1,5.6,mandatory,JC Buttler,J Overton,B Sai Sudharsan,0,1,1,1.0,,,,,,,,,,,,,,20.0,159.0,121
Gujarat Titans,13,5,0.1,5.6,mandatory,JC Buttler,J Overton,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,159.0,121
Gujarat Titans,13,6,0.1,5.6,mandatory,JC Buttler,J Overton,B Sai Sudharsan,4,0,4,,,,,,,,,,,,,,,20.0,159.0,125
Gujarat Titans,13,7,0.1,5.6,mandatory,JC Buttler,J Overton,B Sai Sudharsan,4,0,4,,,,,,,,,,,,,,,20.0,159.0,129
Gujarat Titans,14,1,0.1,5.6,mandatory,B Sai Sudharsan,Noor Ahmad,JC Buttler,6,0,6,,,,,,,,,,,,,,,20.0,159.0,135
Gujarat Titans,14,2,0.1,5.6,mandatory,B Sai Sudharsan,Noor Ahmad,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,136
Gujarat Titans,14,3,0.1,5.6,mandatory,JC Buttler,Noor Ahmad,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,159.0,136
Gujarat Titans,14,4,0.1,5.6,mandatory,JC Buttler,Noor Ahmad,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,159.0,136
Gujarat Titans,14,5,0.1,5.6,mandatory,JC Buttler,Noor Ahmad,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,159.0,137
Gujarat Titans,14,6,0.1,5.6,mandatory,B Sai Sudharsan,Noor Ahmad,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,138
Gujarat Titans,15,1,0.1,5.6,mandatory,B Sai Sudharsan,Gurjapneet Singh,JC Buttler,6,0,6,,,,,,,,,,,,,,,20.0,159.0,144
Gujarat Titans,15,2,0.1,5.6,mandatory,B Sai Sudharsan,Gurjapneet Singh,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,145
Gujarat Titans,15,3,0.1,5.6,mandatory,JC Buttler,Gurjapneet Singh,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,159.0,146
Gujarat Titans,15,4,0.1,5.6,mandatory,B Sai Sudharsan,Gurjapneet Singh,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,147
Gujarat Titans,15,5,0.1,5.6,mandatory,JC Buttler,Gurjapneet Singh,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,159.0,148
Gujarat Titans,15,6,0.1,5.6,mandatory,B Sai Sudharsan,Gurjapneet Singh,JC Buttler,6,0,6,,,,,,,,,,,,,,,20.0,159.0,154
Gujarat Titans,16,1,0.1,5.6,mandatory,JC Buttler,AJ Hosein,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,159.0,155
Gujarat Titans,16,2,0.1,5.6,mandatory,B Sai Sudharsan,AJ Hosein,JC Buttler,0,0,0,,,,,,,,B Sai Sudharsan,caught,,,,,D Brevis,20.0,159.0,155
Gujarat Titans,16,3,0.1,5.6,mandatory,Washington Sundar,AJ Hosein,JC Buttler,1,0,1,,,,,,,,,,,,,,,20.0,159.0,156
Gujarat Titans,16,4,0.1,5.6,mandatory,JC Buttler,AJ Hosein,Washington Sundar,6,0,6,,,,,,,,,,,,,,,20.0,159.0,162
