team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,wides,batter_runs,extra_runs,total_runs,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,overs_deliveries_wickets_fielders_substitute,target_overs,target_runs,current_team_total
Lucknow Super Giants,9,5,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,1,0,1,,,,,,,,,Himmat Singh,Prince Yadav,Lucknow Super Giants,impact_player,,,20.0,160.0,55
Lucknow Super Giants,9,6,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,55
Lucknow Super Giants,10,1,0.1,5.6,mandatory,Himmat Singh,Ravi Bishnoi,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,56
Lucknow Super Giants,10,2,0.1,5.6,mandatory,MR Marsh,Ravi Bishnoi,Himmat Singh,,4,0,4,,,,,,,,,,,,,,,20.0,160.0,60
Lucknow Super Giants,10,3,0.1,5.6,mandatory,MR Marsh,Ravi Bishnoi,Himmat Singh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,60
Lucknow Super Giants,10,4,0.1,5.6,mandatory,MR Marsh,Ravi Bishnoi,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,61
Lucknow Super Giants,10,5,0.1,5.6,mandatory,Himmat Singh,Ravi Bishnoi,MR Marsh,1.0,0,1,1,,,,,,,,,,,,,,,20.0,160.0,62
Lucknow Super Giants,10,6,0.1,5.6,mandatory,Himmat Singh,Ravi Bishnoi,MR Marsh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,62
Lucknow Super Giants,10,7,0.1,5.6,mandatory,Himmat Singh,Ravi Bishnoi,MR Marsh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,62
Lucknow Super Giants,11,1,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,4,0,4,,,,,,,,,,,,,,,20.0,160.0,66
Lucknow Super Giants,11,2,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,4,0,4,,,,,,,,,,,,,,,20.0,160.0,70
Lucknow Super Giants,11,3,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,71
Lucknow Super Giants,11,4,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,72
Lucknow Super Giants,11,5,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,73
Lucknow Super Giants,11,6,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,74
Lucknow Super Giants,12,1,0.1,5.6,mandatory,Himmat Singh,Brijesh Sharma,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,75
Lucknow Super Giants,12,2,0.1,5.6,mandatory,MR Marsh,Brijesh Sharma,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,76
Lucknow Super Giants,12,3,0.1,5.6,mandatory,Himmat Singh,Brijesh Sharma,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,77
Lucknow Super Giants,12,4,0.1,5.6,mandatory,MR Marsh,Brijesh Sharma,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,78
Lucknow Super Giants,12,5,0.1,5.6,mandatory,Himmat Singh,Brijesh Sharma,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,79
Lucknow Super Giants,12,6,0.1,5.6,mandatory,MR Marsh,Brijesh Sharma,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,80
Lucknow Super Giants,13,1,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,1.0,0,1,1,,,,,,,,,,,,,,,20.0,160.0,81
Lucknow Super Giants,13,2,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,81
Lucknow Super Giants,13,3,0.1,5.6,mandatory,MR Marsh,RA Jadeja,Himmat Singh,,0,1,1,1.0,,,,,,,,,,,,,,20.0,160.0,82
Lucknow Super Giants,13,4,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,82
Lucknow Super Giants,13,5,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,6,0,6,,,,,,,,,,,,,,,20.0,160.0,88
Lucknow Super Giants,13,6,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,88
Lucknow Super Giants,13,7,0.1,5.6,mandatory,Himmat Singh,RA Jadeja,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,89
Lucknow Super Giants,14,1,0.1,5.6,mandatory,Himmat Singh,Ravi Bishnoi,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,90
Lucknow Super Giants,14,2,0.1,5.6,mandatory,MR Marsh,Ravi Bishnoi,Himmat Singh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,91
Lucknow Super Giants,14,3,0.1,5.6,mandatory,Himmat Singh,Ravi Bishnoi,MR Marsh,,0,0,0,,,,,,,Himmat Singh,bowled,,,,,,,20.0,160.0,91
Lucknow Super Giants,14,4,0.1,5.6,mandatory,MD Choudhary,Ravi Bishnoi,MR Marsh,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,92
Lucknow Super Giants,14,5,0.1,5.6,mandatory,MR Marsh,Ravi Bishnoi,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,93
Lucknow Super Giants,14,6,0.1,5.6,mandatory,MD Choudhary,Ravi Bishnoi,MR Marsh,,6,0,6,,,,,,,,,,,,,,,20.0,160.0,99
Lucknow Super Giants,15,1,0.1,5.6,mandatory,MR Marsh,N Burger,MD Choudhary,,6,0,6,,,,,,,,,,,,,,,20.0,160.0,105
Lucknow Super Giants,15,2,0.1,5.6,mandatory,MR Marsh,N Burger,MD Choudhary,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,105
Lucknow Super Giants,15,3,0.1,5.6,mandatory,MR Marsh,N Burger,MD Choudhary,,0,0,0,,,,,,,MR Marsh,caught,,,,,R Parag,,20.0,160.0,105
Lucknow Super Giants,15,4,0.1,5.6,mandatory,Mohammed Shami,N Burger,MD Choudhary,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,105
Lucknow Super Giants,15,5,0.1,5.6,mandatory,Mohammed Shami,N Burger,MD Choudhary,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,105
Lucknow Super Giants,15,6,0.1,5.6,mandatory,Mohammed Shami,N Burger,MD Choudhary,,6,0,6,,,,,,,,,,,,,,,20.0,160.0,111
Lucknow Super Giants,16,1,0.1,5.6,mandatory,MD Choudhary,Brijesh Sharma,Mohammed Shami,,0,0,0,,,,,,,MD Choudhary,caught,,,,,R Parag,,20.0,160.0,111
Lucknow Super Giants,16,2,0.1,5.6,mandatory,MP Yadav,Brijesh Sharma,Mohammed Shami,1.0,0,1,1,,,,,,,,,,,,,,,20.0,160.0,112
Lucknow Super Giants,16,3,0.1,5.6,mandatory,MP Yadav,Brijesh Sharma,Mohammed Shami,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,113
Lucknow Super Giants,16,4,0.1,5.6,mandatory,Mohammed Shami,Brijesh Sharma,MP Yadav,,0,0,0,,,,,,,Mohammed Shami,bowled,,,,,,,20.0,160.0,113
Lucknow Super Giants,16,5,0.1,5.6,mandatory,DS Rathi,Brijesh Sharma,MP Yadav,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,114
Lucknow Super Giants,16,6,0.1,5.6,mandatory,MP Yadav,Brijesh Sharma,DS Rathi,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,114
Lucknow Super Giants,16,7,0.1,5.6,mandatory,MP Yadav,Brijesh Sharma,DS Rathi,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,114
Lucknow Super Giants,17,1,0.1,5.6,mandatory,DS Rathi,JC Archer,MP Yadav,,1,0,1,,,,,,,,,,,,,,,20.0,160.0,115
Lucknow Super Giants,17,2,0.1,5.6,mandatory,MP Yadav,JC Archer,DS Rathi,,4,0,4,,,,,,,,,,,,,,,20.0,160.0,119
Lucknow Super Giants,17,3,0.1,5.6,mandatory,MP Yadav,JC Archer,DS Rathi,,0,0,0,,,,,,,MP Yadav,caught,,,,,Dhruv Jurel,,20.0,160.0,119
Lucknow Super Giants,17,4,0.1,5.6,mandatory,Mohsin Khan,JC Archer,DS Rathi,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,119
Lucknow Super Giants,17,5,0.1,5.6,mandatory,Mohsin Khan,JC Archer,DS Rathi,,0,0,0,,,,,,,,,,,,,,,20.0,160.0,119
Lucknow Super Giants,17,6,0.1,5.6,mandatory,Mohsin Khan,JC Archer,DS Rathi,,0,0,0,,,,,,,Mohsin Khan,bowled,,,,,,,20.0,160.0,119
