team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,wides,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Gujarat Titans,9,3,0.1,5.7,mandatory,N Sindhu,M Jansen,B Sai Sudharsan,2,0,2,,,,,,,,,,,,,,,20.0,164.0,76
Gujarat Titans,9,4,0.1,5.7,mandatory,N Sindhu,M Jansen,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,164.0,76
Gujarat Titans,9,5,0.1,5.7,mandatory,N Sindhu,M Jansen,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,77
Gujarat Titans,9,6,0.1,5.7,mandatory,B Sai Sudharsan,M Jansen,N Sindhu,1,0,1,,,,,,,,,,,,,,,20.0,164.0,78
Gujarat Titans,10,1,0.1,5.7,mandatory,B Sai Sudharsan,Vijaykumar Vyshak,N Sindhu,1,0,1,,,,,,,,,,,,,,,20.0,164.0,79
Gujarat Titans,10,2,0.1,5.7,mandatory,N Sindhu,Vijaykumar Vyshak,B Sai Sudharsan,2,0,2,,,,,,,,,,,,,,,20.0,164.0,81
Gujarat Titans,10,3,0.1,5.7,mandatory,N Sindhu,Vijaykumar Vyshak,B Sai Sudharsan,6,0,6,,,,,,,,,,,,,,,20.0,164.0,87
Gujarat Titans,10,4,0.1,5.7,mandatory,N Sindhu,Vijaykumar Vyshak,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,88
Gujarat Titans,10,5,0.1,5.7,mandatory,B Sai Sudharsan,Vijaykumar Vyshak,N Sindhu,0,0,0,,,,,,,,,,,,,,,20.0,164.0,88
Gujarat Titans,10,6,0.1,5.7,mandatory,B Sai Sudharsan,Vijaykumar Vyshak,N Sindhu,4,0,4,,,,,,,,,,,,,,,20.0,164.0,92
Gujarat Titans,11,1,0.1,5.7,mandatory,N Sindhu,MP Stoinis,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,93
Gujarat Titans,11,2,0.1,5.7,mandatory,B Sai Sudharsan,MP Stoinis,N Sindhu,1,0,1,,,,,,,,,,,,,,,20.0,164.0,94
Gujarat Titans,11,3,0.1,5.7,mandatory,N Sindhu,MP Stoinis,B Sai Sudharsan,0,0,0,,,,,,,,N Sindhu,caught,,,,,Vijaykumar Vyshak,20.0,164.0,94
Gujarat Titans,11,4,0.1,5.7,mandatory,Washington Sundar,MP Stoinis,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,164.0,94
Gujarat Titans,11,5,0.1,5.7,mandatory,Washington Sundar,MP Stoinis,B Sai Sudharsan,4,0,4,,,,,,,,,,,,,,,20.0,164.0,98
Gujarat Titans,11,6,0.1,5.7,mandatory,Washington Sundar,MP Stoinis,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,99
Gujarat Titans,12,1,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,100
Gujarat Titans,12,2,0.1,5.7,mandatory,B Sai Sudharsan,Arshdeep Singh,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,101
Gujarat Titans,12,3,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,164.0,101
Gujarat Titans,12,4,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,164.0,101
Gujarat Titans,12,5,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,B Sai Sudharsan,0,0,0,,,,,,,,,,,,,,,20.0,164.0,101
Gujarat Titans,12,6,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,B Sai Sudharsan,2,0,2,,,,,,,,,,,,,,,20.0,164.0,103
Gujarat Titans,13,1,0.1,5.7,mandatory,B Sai Sudharsan,YS Chahal,Washington Sundar,2,0,2,,,,,,,,,,,,,,,20.0,164.0,105
Gujarat Titans,13,2,0.1,5.7,mandatory,B Sai Sudharsan,YS Chahal,Washington Sundar,4,0,4,,,,,,,,,,,,,,,20.0,164.0,109
Gujarat Titans,13,3,0.1,5.7,mandatory,B Sai Sudharsan,YS Chahal,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,110
Gujarat Titans,13,4,0.1,5.7,mandatory,Washington Sundar,YS Chahal,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,111
Gujarat Titans,13,5,0.1,5.7,mandatory,B Sai Sudharsan,YS Chahal,Washington Sundar,4,0,4,,,,,,,,,,,,,,,20.0,164.0,115
Gujarat Titans,13,6,0.1,5.7,mandatory,B Sai Sudharsan,YS Chahal,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,116
Gujarat Titans,14,1,0.1,5.7,mandatory,B Sai Sudharsan,Vijaykumar Vyshak,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,117
Gujarat Titans,14,2,0.1,5.7,mandatory,Washington Sundar,Vijaykumar Vyshak,B Sai Sudharsan,4,0,4,,,,,,,,,,,,,,,20.0,164.0,121
Gujarat Titans,14,3,0.1,5.7,mandatory,Washington Sundar,Vijaykumar Vyshak,B Sai Sudharsan,1,0,1,,,,,,,,,,,,,,,20.0,164.0,122
Gujarat Titans,14,4,0.1,5.7,mandatory,B Sai Sudharsan,Vijaykumar Vyshak,Washington Sundar,2,0,2,,,,,,,,,,,,,,,20.0,164.0,124
Gujarat Titans,14,5,0.1,5.7,mandatory,B Sai Sudharsan,Vijaykumar Vyshak,Washington Sundar,0,0,0,,,,,,,,B Sai Sudharsan,caught,,,,,XC Bartlett,20.0,164.0,124
Gujarat Titans,14,6,0.1,5.7,mandatory,R Tewatia,Vijaykumar Vyshak,Washington Sundar,0,0,0,,,,,,,,,,R Tewatia,Mohammed Siraj,Gujarat Titans,impact_player,,20.0,164.0,124
Gujarat Titans,15,1,0.1,5.7,mandatory,Washington Sundar,XC Bartlett,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,164.0,125
Gujarat Titans,15,2,0.1,5.7,mandatory,R Tewatia,XC Bartlett,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,126
Gujarat Titans,15,3,0.1,5.7,mandatory,Washington Sundar,XC Bartlett,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,164.0,127
Gujarat Titans,15,4,0.1,5.7,mandatory,R Tewatia,XC Bartlett,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,164.0,127
Gujarat Titans,15,5,0.1,5.7,mandatory,R Tewatia,XC Bartlett,Washington Sundar,0,1,1,,,,,,1.0,,,,,,,,,20.0,164.0,128
Gujarat Titans,15,6,0.1,5.7,mandatory,Washington Sundar,XC Bartlett,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,164.0,128
Gujarat Titans,16,1,0.1,5.7,mandatory,R Tewatia,M Jansen,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,129
Gujarat Titans,16,2,0.1,5.7,mandatory,Washington Sundar,M Jansen,R Tewatia,4,0,4,,,,,,,,,,,,,,,20.0,164.0,133
Gujarat Titans,16,3,0.1,5.7,mandatory,Washington Sundar,M Jansen,R Tewatia,4,0,4,,,,,,,,,,,,,,,20.0,164.0,137
Gujarat Titans,16,4,0.1,5.7,mandatory,Washington Sundar,M Jansen,R Tewatia,2,0,2,,,,,,,,,,,,,,,20.0,164.0,139
Gujarat Titans,16,5,0.1,5.7,mandatory,Washington Sundar,M Jansen,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,164.0,140
Gujarat Titans,16,6,0.1,5.7,mandatory,R Tewatia,M Jansen,Washington Sundar,0,0,0,,,,,,,,R Tewatia,caught,,,,,XC Bartlett,20.0,164.0,140
Gujarat Titans,17,1,0.1,5.7,mandatory,Washington Sundar,XC Bartlett,JO Holder,4,0,4,,,,,,,,,,,,,,,20.0,164.0,144
Gujarat Titans,17,2,0.1,5.7,mandatory,Washington Sundar,XC Bartlett,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,164.0,145
Gujarat Titans,17,3,0.1,5.7,mandatory,JO Holder,XC Bartlett,Washington Sundar,2,0,2,,,,,,,,,,,,,,,20.0,164.0,147
Gujarat Titans,17,4,0.1,5.7,mandatory,JO Holder,XC Bartlett,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,164.0,147
Gujarat Titans,17,5,0.1,5.7,mandatory,JO Holder,XC Bartlett,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,164.0,147
Gujarat Titans,17,6,0.1,5.7,mandatory,JO Holder,XC Bartlett,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,164.0,147
Gujarat Titans,18,1,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,164.0,148
Gujarat Titans,18,2,0.1,5.7,mandatory,JO Holder,Arshdeep Singh,Washington Sundar,2,0,2,,,,,,,,,,,,,,,20.0,164.0,150
Gujarat Titans,18,3,0.1,5.7,mandatory,JO Holder,Arshdeep Singh,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,151
Gujarat Titans,18,4,0.1,5.7,mandatory,Washington Sundar,Arshdeep Singh,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,164.0,152
Gujarat Titans,18,5,0.1,5.7,mandatory,JO Holder,Arshdeep Singh,Washington Sundar,0,0,0,,,,,,,,JO Holder,caught,,,,,C Connolly,20.0,164.0,152
Gujarat Titans,18,6,0.1,5.7,mandatory,Arshad Khan,Arshdeep Singh,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,153
Gujarat Titans,19,1,0.1,5.7,mandatory,Arshad Khan,MP Stoinis,Washington Sundar,0,1,1,,,,,,,1.0,,,,,,,,20.0,164.0,154
Gujarat Titans,19,2,0.1,5.7,mandatory,Arshad Khan,MP Stoinis,Washington Sundar,4,0,4,,,,,,,,,,,,,,,20.0,164.0,158
Gujarat Titans,19,3,0.1,5.7,mandatory,Arshad Khan,MP Stoinis,Washington Sundar,2,0,2,,,,,,,,,,,,,,,20.0,164.0,160
Gujarat Titans,19,4,0.1,5.7,mandatory,Arshad Khan,MP Stoinis,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,164.0,160
Gujarat Titans,19,5,0.1,5.7,mandatory,Arshad Khan,MP Stoinis,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,164.0,161
Gujarat Titans,19,6,0.1,5.7,mandatory,Washington Sundar,MP Stoinis,Arshad Khan,6,0,6,,,,,,,,,,,,,,,20.0,164.0,167
