team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,byes,legbyes,noballs,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Punjab Kings,6,6,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Suryansh Shedge,0,0,0,,,,,,,,,,,,20.0,236.0,64
Punjab Kings,7,1,0.1,5.7,mandatory,Suryansh Shedge,Nithish Kumar Reddy,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,64
Punjab Kings,7,2,0.1,5.7,mandatory,Suryansh Shedge,Nithish Kumar Reddy,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,65
Punjab Kings,7,3,0.1,5.7,mandatory,C Connolly,Nithish Kumar Reddy,Suryansh Shedge,1,0,1,,,,,,,,,,,,20.0,236.0,66
Punjab Kings,7,4,0.1,5.7,mandatory,Suryansh Shedge,Nithish Kumar Reddy,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,67
Punjab Kings,7,5,0.1,5.7,mandatory,C Connolly,Nithish Kumar Reddy,Suryansh Shedge,1,0,1,,,,,,,,,,,,20.0,236.0,68
Punjab Kings,7,6,0.1,5.7,mandatory,Suryansh Shedge,Nithish Kumar Reddy,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,69
Punjab Kings,8,1,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,70
Punjab Kings,8,2,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Suryansh Shedge,2,0,2,,,,,,,,,,,,20.0,236.0,72
Punjab Kings,8,3,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Suryansh Shedge,1,0,1,,,,,,,,,,,,20.0,236.0,73
Punjab Kings,8,4,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,73
Punjab Kings,8,5,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,74
Punjab Kings,8,6,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Suryansh Shedge,0,0,0,,,,,,,,,,,,20.0,236.0,74
Punjab Kings,9,1,0.1,5.7,mandatory,Suryansh Shedge,Harsh Dubey,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,75
Punjab Kings,9,2,0.1,5.7,mandatory,C Connolly,Harsh Dubey,Suryansh Shedge,0,1,1,1.0,,,,,,,,,,,20.0,236.0,76
Punjab Kings,9,3,0.1,5.7,mandatory,C Connolly,Harsh Dubey,Suryansh Shedge,0,1,1,1.0,,,,,,,,,,,20.0,236.0,77
Punjab Kings,9,4,0.1,5.7,mandatory,C Connolly,Harsh Dubey,Suryansh Shedge,1,0,1,,,,,,,,,,,,20.0,236.0,78
Punjab Kings,9,5,0.1,5.7,mandatory,Suryansh Shedge,Harsh Dubey,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,79
Punjab Kings,9,6,0.1,5.7,mandatory,C Connolly,Harsh Dubey,Suryansh Shedge,6,0,6,,,,,,,,,,,,20.0,236.0,85
Punjab Kings,9,7,0.1,5.7,mandatory,C Connolly,Harsh Dubey,Suryansh Shedge,6,0,6,,,,,,,,,,,,20.0,236.0,91
Punjab Kings,9,8,0.1,5.7,mandatory,C Connolly,Harsh Dubey,Suryansh Shedge,0,0,0,,,,,,,,,,,,20.0,236.0,91
Punjab Kings,10,1,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,6,0,6,,,,,,,,,,,,20.0,236.0,97
Punjab Kings,10,2,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,4,0,4,,,,,,,,,,,,20.0,236.0,101
Punjab Kings,10,3,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,102
Punjab Kings,10,4,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Suryansh Shedge,1,0,1,,,,,,,,,,,,20.0,236.0,103
Punjab Kings,10,5,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,103
Punjab Kings,10,6,0.1,5.7,mandatory,Suryansh Shedge,Shivang Kumar,C Connolly,6,0,6,,,,,,,,,,,,20.0,236.0,109
Punjab Kings,11,1,0.1,5.7,mandatory,C Connolly,PJ Cummins,Suryansh Shedge,0,0,0,,,,,,,,,,,,20.0,236.0,109
Punjab Kings,11,2,0.1,5.7,mandatory,C Connolly,PJ Cummins,Suryansh Shedge,1,0,1,,,,,,,,,,,,20.0,236.0,110
Punjab Kings,11,3,0.1,5.7,mandatory,Suryansh Shedge,PJ Cummins,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,110
Punjab Kings,11,4,0.1,5.7,mandatory,Suryansh Shedge,PJ Cummins,C Connolly,0,0,0,,,,,Suryansh Shedge,caught,,,,,Abhishek Sharma,20.0,236.0,110
Punjab Kings,11,5,0.1,5.7,mandatory,Shashank Singh,PJ Cummins,C Connolly,4,0,4,,,,,,,,,,,,20.0,236.0,114
Punjab Kings,11,6,0.1,5.7,mandatory,Shashank Singh,PJ Cummins,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,114
Punjab Kings,12,1,0.1,5.7,mandatory,C Connolly,Sakib Hussain,Shashank Singh,4,0,4,,,,,,,,,,,,20.0,236.0,118
Punjab Kings,12,2,0.1,5.7,mandatory,C Connolly,Sakib Hussain,Shashank Singh,1,0,1,,,,,,,,,,,,20.0,236.0,119
Punjab Kings,12,3,0.1,5.7,mandatory,Shashank Singh,Sakib Hussain,C Connolly,0,0,0,,,,,Shashank Singh,caught,,,,,Nithish Kumar Reddy,20.0,236.0,119
Punjab Kings,12,4,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,120
Punjab Kings,12,5,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,121
Punjab Kings,12,6,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,121
Punjab Kings,13,1,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,0,0,0,,,,,,,,,,,,20.0,236.0,121
Punjab Kings,13,2,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,2,0,2,,,,,,,,,,,,20.0,236.0,123
Punjab Kings,13,3,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,0,0,0,,,,,,,,,,,,20.0,236.0,123
Punjab Kings,13,4,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,124
Punjab Kings,13,5,0.1,5.7,mandatory,M Jansen,E Malinga,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,125
Punjab Kings,13,6,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,126
Punjab Kings,14,1,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,0,0,0,,,,,,,,,,,,20.0,236.0,126
Punjab Kings,14,2,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,127
Punjab Kings,14,3,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,128
Punjab Kings,14,4,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,2,0,2,,,,,,,,,,,,20.0,236.0,130
Punjab Kings,14,5,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,0,0,0,,,,,,,,,,,,20.0,236.0,130
Punjab Kings,14,6,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,0,0,0,,,,,,,,,,,,20.0,236.0,130
Punjab Kings,15,1,0.1,5.7,mandatory,M Jansen,PJ Cummins,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,131
Punjab Kings,15,2,0.1,5.7,mandatory,C Connolly,PJ Cummins,M Jansen,6,0,6,,,,,,,,,,,,20.0,236.0,137
Punjab Kings,15,3,0.1,5.7,mandatory,C Connolly,PJ Cummins,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,138
Punjab Kings,15,4,0.1,5.7,mandatory,M Jansen,PJ Cummins,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,139
Punjab Kings,15,5,0.1,5.7,mandatory,C Connolly,PJ Cummins,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,140
Punjab Kings,15,6,0.1,5.7,mandatory,M Jansen,PJ Cummins,C Connolly,2,0,2,,,,,,,,,,,,20.0,236.0,142
Punjab Kings,16,1,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,143
Punjab Kings,16,2,0.1,5.7,mandatory,M Jansen,E Malinga,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,144
Punjab Kings,16,3,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,6,0,6,,,,,,,,,,,,20.0,236.0,150
Punjab Kings,16,4,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,6,0,6,,,,,,,,,,,,20.0,236.0,156
Punjab Kings,16,5,0.1,5.7,mandatory,C Connolly,E Malinga,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,157
Punjab Kings,16,6,0.1,5.7,mandatory,M Jansen,E Malinga,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,158
Punjab Kings,17,1,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,0,1,1,1.0,,,,,,,,,,,20.0,236.0,159
Punjab Kings,17,2,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,160
Punjab Kings,17,3,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,2,0,2,,,,,,,,,,,,20.0,236.0,162
Punjab Kings,17,4,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,163
Punjab Kings,17,5,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,0,0,0,,,,,,,,,,,,20.0,236.0,163
Punjab Kings,17,6,0.1,5.7,mandatory,M Jansen,Sakib Hussain,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,164
Punjab Kings,17,7,0.1,5.7,mandatory,C Connolly,Sakib Hussain,M Jansen,4,0,4,,,,,,,,,,,,20.0,236.0,168
Punjab Kings,18,1,0.1,5.7,mandatory,M Jansen,Harsh Dubey,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,169
Punjab Kings,18,2,0.1,5.7,mandatory,C Connolly,Harsh Dubey,M Jansen,4,0,4,,,,,,,,,,,,20.0,236.0,173
Punjab Kings,18,3,0.1,5.7,mandatory,C Connolly,Harsh Dubey,M Jansen,1,0,1,,,,,,,,,,,,20.0,236.0,174
Punjab Kings,18,4,0.1,5.7,mandatory,M Jansen,Harsh Dubey,C Connolly,6,0,6,,,,,,,,,,,,20.0,236.0,180
Punjab Kings,18,5,0.1,5.7,mandatory,M Jansen,Harsh Dubey,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,181
Punjab Kings,18,6,0.1,5.7,mandatory,C Connolly,Harsh Dubey,M Jansen,6,0,6,,,,,,,,,,,,20.0,236.0,187
Punjab Kings,19,1,0.1,5.7,mandatory,M Jansen,Shivang Kumar,C Connolly,0,0,0,,,,,M Jansen,caught,,,,,Harsh Dubey,20.0,236.0,187
Punjab Kings,19,2,0.1,5.7,mandatory,Vijaykumar Vyshak,Shivang Kumar,C Connolly,1,0,1,,,,,,,,,,,,20.0,236.0,188
Punjab Kings,19,3,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Vijaykumar Vyshak,2,0,2,,,,,,,,,,,,20.0,236.0,190
Punjab Kings,19,4,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Vijaykumar Vyshak,0,1,1,1.0,,,,,,,,,,,20.0,236.0,191
Punjab Kings,19,5,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Vijaykumar Vyshak,4,0,4,,,,,,,,,,,,20.0,236.0,195
Punjab Kings,19,6,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Vijaykumar Vyshak,0,1,1,1.0,,,,,,,,,,,20.0,236.0,196
Punjab Kings,19,7,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Vijaykumar Vyshak,6,0,6,,,,,,,,,,,,20.0,236.0,202
Punjab Kings,19,8,0.1,5.7,mandatory,C Connolly,Shivang Kumar,Vijaykumar Vyshak,0,0,0,,,,,,,,,,,,20.0,236.0,202
