team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,noballs,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Punjab Kings,7,1,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,64
Punjab Kings,7,2,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,70
Punjab Kings,7,3,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,71
Punjab Kings,7,4,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,71
Punjab Kings,7,5,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,71
Punjab Kings,7,6,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,72
Punjab Kings,8,1,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,78
Punjab Kings,8,2,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,79
Punjab Kings,8,3,0.1,5.6,mandatory,C Connolly,Washington Sundar,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,79
Punjab Kings,8,4,0.1,5.6,mandatory,C Connolly,Washington Sundar,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,80
Punjab Kings,8,5,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,81
Punjab Kings,8,6,0.1,5.6,mandatory,C Connolly,Washington Sundar,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,81
Punjab Kings,9,1,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,82
Punjab Kings,9,2,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,83
Punjab Kings,9,3,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,0,0,0,,,,,,,,,P Simran Singh,caught,,,,,M Prasidh Krishna,20.0,163.0,83
Punjab Kings,9,4,0.1,5.6,mandatory,SS Iyer,Rashid Khan,C Connolly,2,0,2,,,,,,,,,,,,,,,,20.0,163.0,85
Punjab Kings,9,5,0.1,5.6,mandatory,SS Iyer,Rashid Khan,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,86
Punjab Kings,9,6,0.1,5.6,mandatory,C Connolly,Rashid Khan,SS Iyer,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,86
Punjab Kings,10,1,0.1,5.6,mandatory,SS Iyer,Ashok Sharma,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,86
Punjab Kings,10,2,0.1,5.6,mandatory,SS Iyer,Ashok Sharma,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,92
Punjab Kings,10,3,0.1,5.6,mandatory,SS Iyer,Ashok Sharma,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,98
Punjab Kings,10,4,0.1,5.6,mandatory,SS Iyer,Ashok Sharma,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,98
Punjab Kings,10,5,0.1,5.6,mandatory,SS Iyer,Ashok Sharma,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,98
Punjab Kings,10,6,0.1,5.6,mandatory,SS Iyer,Ashok Sharma,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,99
Punjab Kings,11,1,0.1,5.6,mandatory,SS Iyer,Rashid Khan,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,100
Punjab Kings,11,2,0.1,5.6,mandatory,C Connolly,Rashid Khan,SS Iyer,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,106
Punjab Kings,11,3,0.1,5.6,mandatory,C Connolly,Rashid Khan,SS Iyer,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,107
Punjab Kings,11,4,0.1,5.6,mandatory,SS Iyer,Rashid Khan,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,108
Punjab Kings,11,5,0.1,5.6,mandatory,C Connolly,Rashid Khan,SS Iyer,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,108
Punjab Kings,11,6,0.1,5.6,mandatory,C Connolly,Rashid Khan,SS Iyer,2,0,2,,,,,,,,,,,,,,,,20.0,163.0,110
Punjab Kings,12,1,0.1,5.6,mandatory,SS Iyer,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,SS Iyer,caught,,,,,Washington Sundar,20.0,163.0,110
Punjab Kings,12,2,0.1,5.6,mandatory,N Wadhera,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,110
Punjab Kings,12,3,0.1,5.6,mandatory,N Wadhera,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,110
Punjab Kings,12,4,0.1,5.6,mandatory,N Wadhera,M Prasidh Krishna,C Connolly,2,0,2,,,,,,,,,,,,,,,,20.0,163.0,112
Punjab Kings,12,5,0.1,5.6,mandatory,N Wadhera,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,112
Punjab Kings,12,6,0.1,5.6,mandatory,N Wadhera,M Prasidh Krishna,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,113
Punjab Kings,13,1,0.1,5.6,mandatory,N Wadhera,Washington Sundar,C Connolly,0,0,0,,,,,,,,,N Wadhera,caught,,,,,Shubman Gill,20.0,163.0,113
Punjab Kings,13,2,0.1,5.6,mandatory,Shashank Singh,Washington Sundar,C Connolly,2,0,2,,,,,,,,,,,,,,,,20.0,163.0,115
Punjab Kings,13,3,0.1,5.6,mandatory,Shashank Singh,Washington Sundar,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,116
Punjab Kings,13,4,0.1,5.6,mandatory,C Connolly,Washington Sundar,Shashank Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,116
Punjab Kings,13,5,0.1,5.6,mandatory,C Connolly,Washington Sundar,Shashank Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,117
Punjab Kings,13,6,0.1,5.6,mandatory,Shashank Singh,Washington Sundar,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,118
Punjab Kings,14,1,0.1,5.6,mandatory,Shashank Singh,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,118
Punjab Kings,14,2,0.1,5.6,mandatory,Shashank Singh,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,Shashank Singh,caught,,,,,JC Buttler,20.0,163.0,118
Punjab Kings,14,3,0.1,5.6,mandatory,MP Stoinis,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,118
Punjab Kings,14,4,0.1,5.6,mandatory,MP Stoinis,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,MP Stoinis,caught,,,,,Rashid Khan,20.0,163.0,118
Punjab Kings,14,5,0.1,5.6,mandatory,M Jansen,M Prasidh Krishna,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,119
Punjab Kings,14,6,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,M Jansen,0,1,1,1.0,,,,,,,,,,,,,,,20.0,163.0,120
Punjab Kings,14,7,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,M Jansen,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,121
Punjab Kings,15,1,0.1,5.6,mandatory,C Connolly,K Rabada,M Jansen,4,0,4,,,,,,,,,,,,,,,,20.0,163.0,125
Punjab Kings,15,2,0.1,5.6,mandatory,C Connolly,K Rabada,M Jansen,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,126
Punjab Kings,15,3,0.1,5.6,mandatory,M Jansen,K Rabada,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,126
Punjab Kings,15,4,0.1,5.6,mandatory,M Jansen,K Rabada,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,127
Punjab Kings,15,5,0.1,5.6,mandatory,C Connolly,K Rabada,M Jansen,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,127
Punjab Kings,15,6,0.1,5.6,mandatory,C Connolly,K Rabada,M Jansen,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,133
Punjab Kings,16,1,0.1,5.6,mandatory,M Jansen,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,133
Punjab Kings,16,2,0.1,5.6,mandatory,M Jansen,M Prasidh Krishna,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,139
Punjab Kings,16,3,0.1,5.6,mandatory,M Jansen,M Prasidh Krishna,C Connolly,0,1,1,1.0,,,,,,,,,,,,,,,20.0,163.0,140
Punjab Kings,16,4,0.1,5.6,mandatory,M Jansen,M Prasidh Krishna,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,141
Punjab Kings,16,5,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,M Jansen,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,141
Punjab Kings,16,6,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,M Jansen,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,142
Punjab Kings,16,7,0.1,5.6,mandatory,M Jansen,M Prasidh Krishna,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,142
Punjab Kings,17,1,0.1,5.6,mandatory,C Connolly,Ashok Sharma,M Jansen,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,143
Punjab Kings,17,2,0.1,5.6,mandatory,M Jansen,Ashok Sharma,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,143
Punjab Kings,17,3,0.1,5.6,mandatory,M Jansen,Ashok Sharma,C Connolly,0,1,1,1.0,,,,,,,,,,,,,,,20.0,163.0,144
Punjab Kings,17,4,0.1,5.6,mandatory,M Jansen,Ashok Sharma,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,144
Punjab Kings,17,5,0.1,5.6,mandatory,M Jansen,Ashok Sharma,C Connolly,0,0,0,,,,,,,,,M Jansen,caught,,,,,Shubman Gill,20.0,163.0,144
Punjab Kings,17,6,0.1,5.6,mandatory,XC Bartlett,Ashok Sharma,C Connolly,2,0,2,,,,,,,,,,,,,,,,20.0,163.0,146
Punjab Kings,17,7,0.1,5.6,mandatory,XC Bartlett,Ashok Sharma,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,147
Punjab Kings,18,1,0.1,5.6,mandatory,XC Bartlett,M Prasidh Krishna,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,153
Punjab Kings,18,2,0.1,5.6,mandatory,XC Bartlett,M Prasidh Krishna,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,154
Punjab Kings,18,3,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,XC Bartlett,4,0,4,,,,,,,,,,,,,,,,20.0,163.0,158
Punjab Kings,18,4,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,XC Bartlett,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,159
Punjab Kings,18,5,0.1,5.6,mandatory,XC Bartlett,M Prasidh Krishna,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,160
Punjab Kings,18,6,0.1,5.6,mandatory,C Connolly,M Prasidh Krishna,XC Bartlett,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,161
Punjab Kings,19,1,0.1,5.6,mandatory,C Connolly,Washington Sundar,XC Bartlett,4,0,4,,,,,,,,,,,,,,,,20.0,163.0,165
