team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,noballs,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Gujarat Titans,17,4,0.1,5.6,mandatory,Washington Sundar,XC Bartlett,M Shahrukh Khan,0,0,0,,,,,,,,,,,,,,,,,,139
Gujarat Titans,17,5,0.1,5.6,mandatory,Washington Sundar,XC Bartlett,M Shahrukh Khan,4,0,4,,,,,,,,,,,,,,,,,,143
Gujarat Titans,17,6,0.1,5.6,mandatory,Washington Sundar,XC Bartlett,M Shahrukh Khan,1,0,1,,,,,,,,,,,,,,,,,,144
Gujarat Titans,17,7,0.1,5.6,mandatory,M Shahrukh Khan,XC Bartlett,Washington Sundar,0,0,0,,,,,,,,,,,,,,,,,,144
Gujarat Titans,18,1,0.1,5.6,mandatory,Washington Sundar,Vijaykumar Vyshak,M Shahrukh Khan,0,0,0,,,,,,,,,Washington Sundar,caught,,,,,Arshdeep Singh,,,144
Gujarat Titans,18,2,0.1,5.6,mandatory,R Tewatia,Vijaykumar Vyshak,M Shahrukh Khan,0,0,0,,,,,,,,,,,,,,,,,,144
Gujarat Titans,18,3,0.1,5.6,mandatory,R Tewatia,Vijaykumar Vyshak,M Shahrukh Khan,2,0,2,,,,,,,,,,,,,,,,,,146
Gujarat Titans,18,4,0.1,5.6,mandatory,R Tewatia,Vijaykumar Vyshak,M Shahrukh Khan,2,0,2,,,,,,,,,,,,,,,,,,148
Gujarat Titans,18,5,0.1,5.6,mandatory,R Tewatia,Vijaykumar Vyshak,M Shahrukh Khan,0,1,1,1.0,,,,,,,,,,,,,,,,,149
Gujarat Titans,18,6,0.1,5.6,mandatory,R Tewatia,Vijaykumar Vyshak,M Shahrukh Khan,1,0,1,,,,,,,,,,,,,,,,,,150
Gujarat Titans,18,7,0.1,5.6,mandatory,M Shahrukh Khan,Vijaykumar Vyshak,R Tewatia,0,0,0,,,,,,,,,M Shahrukh Khan,caught,,,,,Arshdeep Singh,,,150
Gujarat Titans,19,1,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,0,1,1,1.0,,,,,,,,,,,,,,,,,151
Gujarat Titans,19,2,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,,151
Gujarat Titans,19,3,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,,151
Gujarat Titans,19,4,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,4,0,4,,,,,,,,,,,,,,,,,,155
Gujarat Titans,19,5,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,1,1,2,,,1.0,,,,,,,,,,,,,,,157
Gujarat Titans,19,6,0.1,5.6,mandatory,Rashid Khan,Arshdeep Singh,R Tewatia,0,1,1,1.0,,,,,,,,,,,,,,,,,158
Gujarat Titans,19,7,0.1,5.6,mandatory,Rashid Khan,Arshdeep Singh,R Tewatia,0,2,2,2.0,,,,,,,,,,,,,,,,,160
Gujarat Titans,19,8,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,,160
Gujarat Titans,19,9,0.1,5.6,mandatory,R Tewatia,Arshdeep Singh,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,,161
Gujarat Titans,19,10,0.1,5.6,mandatory,Rashid Khan,Arshdeep Singh,R Tewatia,0,1,1,1.0,,,,,,,,,,,,,,,,,162
Gujarat Titans,19,11,0.1,5.6,mandatory,Rashid Khan,Arshdeep Singh,R Tewatia,0,0,0,,,,,,,,,,,,,,,,,,162
Punjab Kings,0,1,0.1,5.6,mandatory,Priyansh Arya,Mohammed Siraj,P Simran Singh,0,0,0,,,,,,,,,,,M Prasidh Krishna,M Shahrukh Khan,Gujarat Titans,impact_player,,20.0,163.0,0
Punjab Kings,0,2,0.1,5.6,mandatory,Priyansh Arya,Mohammed Siraj,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,0
Punjab Kings,0,3,0.1,5.6,mandatory,Priyansh Arya,Mohammed Siraj,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,0
Punjab Kings,0,4,0.1,5.6,mandatory,Priyansh Arya,Mohammed Siraj,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,0
Punjab Kings,0,5,0.1,5.6,mandatory,Priyansh Arya,Mohammed Siraj,P Simran Singh,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,6
Punjab Kings,0,6,0.1,5.6,mandatory,Priyansh Arya,Mohammed Siraj,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,7
Punjab Kings,1,1,0.1,5.6,mandatory,Priyansh Arya,K Rabada,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,7
Punjab Kings,1,2,0.1,5.6,mandatory,Priyansh Arya,K Rabada,P Simran Singh,0,0,0,,,,,,,,,Priyansh Arya,caught,,,,,Ashok Sharma,20.0,163.0,7
Punjab Kings,1,3,0.1,5.6,mandatory,C Connolly,K Rabada,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,7
Punjab Kings,1,4,0.1,5.6,mandatory,C Connolly,K Rabada,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,8
Punjab Kings,1,5,0.1,5.6,mandatory,P Simran Singh,K Rabada,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,9
Punjab Kings,1,6,0.1,5.6,mandatory,C Connolly,K Rabada,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,10
Punjab Kings,2,1,0.1,5.6,mandatory,C Connolly,Mohammed Siraj,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,10
Punjab Kings,2,2,0.1,5.6,mandatory,C Connolly,Mohammed Siraj,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,11
Punjab Kings,2,3,0.1,5.6,mandatory,P Simran Singh,Mohammed Siraj,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,11
Punjab Kings,2,4,0.1,5.6,mandatory,P Simran Singh,Mohammed Siraj,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,12
Punjab Kings,2,5,0.1,5.6,mandatory,C Connolly,Mohammed Siraj,P Simran Singh,2,0,2,,,,,,,,,,,,,,,,20.0,163.0,14
Punjab Kings,2,6,0.1,5.6,mandatory,C Connolly,Mohammed Siraj,P Simran Singh,4,0,4,,,,,,,,,,,,,,,,20.0,163.0,18
Punjab Kings,3,1,0.1,5.6,mandatory,P Simran Singh,K Rabada,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,24
Punjab Kings,3,2,0.1,5.6,mandatory,P Simran Singh,K Rabada,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,30
Punjab Kings,3,3,0.1,5.6,mandatory,P Simran Singh,K Rabada,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,30
Punjab Kings,3,4,0.1,5.6,mandatory,P Simran Singh,K Rabada,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,31
Punjab Kings,3,5,0.1,5.6,mandatory,C Connolly,K Rabada,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,31
Punjab Kings,3,6,0.1,5.6,mandatory,C Connolly,K Rabada,P Simran Singh,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,37
Punjab Kings,4,1,0.1,5.6,mandatory,P Simran Singh,Ashok Sharma,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,38
Punjab Kings,4,2,0.1,5.6,mandatory,C Connolly,Ashok Sharma,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,38
Punjab Kings,4,3,0.1,5.6,mandatory,C Connolly,Ashok Sharma,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,38
Punjab Kings,4,4,0.1,5.6,mandatory,C Connolly,Ashok Sharma,P Simran Singh,0,1,1,1.0,,,,,,,,,,,,,,,20.0,163.0,39
Punjab Kings,4,5,0.1,5.6,mandatory,C Connolly,Ashok Sharma,P Simran Singh,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,45
Punjab Kings,4,6,0.1,5.6,mandatory,C Connolly,Ashok Sharma,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,46
Punjab Kings,4,7,0.1,5.6,mandatory,P Simran Singh,Ashok Sharma,C Connolly,4,0,4,,,,,,,,,,,,,,,,20.0,163.0,50
Punjab Kings,5,1,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,50
Punjab Kings,5,2,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,4,0,4,,,,,,,,,,,,,,,,20.0,163.0,54
Punjab Kings,5,3,0.1,5.6,mandatory,C Connolly,Rashid Khan,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,55
Punjab Kings,5,4,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,55
Punjab Kings,5,5,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,0,0,0,,,,Punjab Kings,Abhijit Bhattacharya,P Simran Singh,upheld,wicket,,,,,,,,20.0,163.0,55
Punjab Kings,5,6,0.1,5.6,mandatory,P Simran Singh,Rashid Khan,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,55
Punjab Kings,6,1,0.1,5.6,mandatory,C Connolly,Washington Sundar,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,56
Punjab Kings,6,2,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,56
Punjab Kings,6,3,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,57
Punjab Kings,6,4,0.1,5.6,mandatory,C Connolly,Washington Sundar,P Simran Singh,1,0,1,,,,,,,,,,,,,,,,20.0,163.0,58
Punjab Kings,6,5,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,6,0,6,,,,,,,,,,,,,,,,20.0,163.0,64
Punjab Kings,6,6,0.1,5.6,mandatory,P Simran Singh,Washington Sundar,C Connolly,0,0,0,,,,,,,,,,,,,,,,20.0,163.0,64
