team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,wides,batter_runs,extra_runs,total_runs,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,noballs,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Lucknow Super Giants,15,5,0.1,5.6,mandatory,AK Markram,XC Bartlett,MD Choudhary,,6,0,6,,,,,,,,,,,,,,,20.0,255.0,157
Lucknow Super Giants,15,6,0.1,5.6,mandatory,AK Markram,XC Bartlett,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,158
Lucknow Super Giants,16,1,0.1,5.6,mandatory,AK Markram,Vijaykumar Vyshak,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,159
Lucknow Super Giants,16,2,0.1,5.6,mandatory,MD Choudhary,Vijaykumar Vyshak,AK Markram,,0,0,0,,,,,,,,,,,,,,,20.0,255.0,159
Lucknow Super Giants,16,3,0.1,5.6,mandatory,MD Choudhary,Vijaykumar Vyshak,AK Markram,,6,0,6,,,,,,,,,,,,,,,20.0,255.0,165
Lucknow Super Giants,16,4,0.1,5.6,mandatory,MD Choudhary,Vijaykumar Vyshak,AK Markram,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,166
Lucknow Super Giants,16,5,0.1,5.6,mandatory,AK Markram,Vijaykumar Vyshak,MD Choudhary,,0,0,0,,,,,,,,,,,,,,,20.0,255.0,166
Lucknow Super Giants,16,6,0.1,5.6,mandatory,AK Markram,Vijaykumar Vyshak,MD Choudhary,,0,1,1,,,,,,,1.0,,,,,,,,20.0,255.0,167
Lucknow Super Giants,16,7,0.1,5.6,mandatory,AK Markram,Vijaykumar Vyshak,MD Choudhary,,0,0,0,,,,,,,,,,,,,,,20.0,255.0,167
Lucknow Super Giants,17,1,0.1,5.6,mandatory,MD Choudhary,Arshdeep Singh,AK Markram,,0,0,0,,,,,,,,,,,,,,,20.0,255.0,167
Lucknow Super Giants,17,2,0.1,5.6,mandatory,MD Choudhary,Arshdeep Singh,AK Markram,,4,0,4,,,,,,,,,,,,,,,20.0,255.0,171
Lucknow Super Giants,17,3,0.1,5.6,mandatory,MD Choudhary,Arshdeep Singh,AK Markram,,0,0,0,,,,,,,,,,,,,,,20.0,255.0,171
Lucknow Super Giants,17,4,0.1,5.6,mandatory,MD Choudhary,Arshdeep Singh,AK Markram,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,172
Lucknow Super Giants,17,5,0.1,5.6,mandatory,AK Markram,Arshdeep Singh,MD Choudhary,,6,0,6,,,,,,,,,,,,,,,20.0,255.0,178
Lucknow Super Giants,17,6,0.1,5.6,mandatory,AK Markram,Arshdeep Singh,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,179
Lucknow Super Giants,18,1,0.1,5.6,mandatory,AK Markram,XC Bartlett,MD Choudhary,,4,0,4,,,,,,,,,,,,,,,20.0,255.0,183
Lucknow Super Giants,18,2,0.1,5.6,mandatory,AK Markram,XC Bartlett,MD Choudhary,,4,0,4,,,,,,,,,,,,,,,20.0,255.0,187
Lucknow Super Giants,18,3,0.1,5.6,mandatory,AK Markram,XC Bartlett,MD Choudhary,1.0,0,1,1,,,,,,,,,,,,,,,20.0,255.0,188
Lucknow Super Giants,18,4,0.1,5.6,mandatory,AK Markram,XC Bartlett,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,189
Lucknow Super Giants,18,5,0.1,5.6,mandatory,MD Choudhary,XC Bartlett,AK Markram,,2,0,2,,,,,,,,,,,,,,,20.0,255.0,191
Lucknow Super Giants,18,6,0.1,5.6,mandatory,MD Choudhary,XC Bartlett,AK Markram,,0,0,0,,,,,,,,,,,,,,,20.0,255.0,191
Lucknow Super Giants,18,7,0.1,5.6,mandatory,MD Choudhary,XC Bartlett,AK Markram,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,192
Lucknow Super Giants,19,1,0.1,5.6,mandatory,MD Choudhary,M Jansen,AK Markram,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,193
Lucknow Super Giants,19,2,0.1,5.6,mandatory,AK Markram,M Jansen,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,194
Lucknow Super Giants,19,3,0.1,5.6,mandatory,MD Choudhary,M Jansen,AK Markram,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,195
Lucknow Super Giants,19,4,0.1,5.6,mandatory,AK Markram,M Jansen,MD Choudhary,,4,0,4,,,,,,,,,,,,,,,20.0,255.0,199
Lucknow Super Giants,19,5,0.1,5.6,mandatory,AK Markram,M Jansen,MD Choudhary,,0,0,0,,,,,,,,AK Markram,caught,,,,,MP Stoinis,20.0,255.0,199
Lucknow Super Giants,19,6,0.1,5.6,mandatory,Himmat Singh,M Jansen,MD Choudhary,,1,0,1,,,,,,,,,,,,,,,20.0,255.0,200
