team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,noballs,byes,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,overs_deliveries_wickets_fielders_substitute,target_overs,target_runs,current_team_total
Kolkata Knight Riders,15,2,0.1,5.6,mandatory,R Powell,Kuldeep Yadav,AS Roy,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,135
Kolkata Knight Riders,15,3,0.1,5.6,mandatory,R Powell,Kuldeep Yadav,AS Roy,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,135
Kolkata Knight Riders,15,4,0.1,5.6,mandatory,R Powell,Kuldeep Yadav,AS Roy,1,0,1,,,,,,,,,,,,,,,,,,20.0,204.0,136
Kolkata Knight Riders,15,5,0.1,5.6,mandatory,AS Roy,Kuldeep Yadav,R Powell,0,2,2,2.0,,,,,,,,,,,,,,,,,20.0,204.0,138
Kolkata Knight Riders,15,6,0.1,5.6,mandatory,R Powell,Kuldeep Yadav,AS Roy,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,138
Kolkata Knight Riders,15,7,0.1,5.6,mandatory,R Powell,Kuldeep Yadav,AS Roy,4,0,4,,,,,,,,,,,,,,,,,,20.0,204.0,142
Kolkata Knight Riders,16,1,0.1,5.6,mandatory,AS Roy,L Ngidi,R Powell,1,0,1,,,,,,,,,,,,,,,,,,20.0,204.0,143
Kolkata Knight Riders,16,2,0.1,5.6,mandatory,R Powell,L Ngidi,AS Roy,1,0,1,,,,,,,,,,,,,,,,,,20.0,204.0,144
Kolkata Knight Riders,16,3,0.1,5.6,mandatory,AS Roy,L Ngidi,R Powell,4,0,4,,,,,,,,,,,,,,,,,,20.0,204.0,148
Kolkata Knight Riders,16,4,0.1,5.6,mandatory,AS Roy,L Ngidi,R Powell,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,148
Kolkata Knight Riders,16,5,0.1,5.6,mandatory,AS Roy,L Ngidi,R Powell,1,0,1,,,,,,,,,,,,,,,,,,20.0,204.0,149
Kolkata Knight Riders,16,6,0.1,5.6,mandatory,R Powell,L Ngidi,AS Roy,4,0,4,,,,,,,,,,,,,,,,,,20.0,204.0,153
Kolkata Knight Riders,17,1,0.1,5.6,mandatory,AS Roy,MA Starc,R Powell,1,0,1,,,,,,,,,,R Powell,run out,,,,,Sameer Rizvi,True,20.0,204.0,154
Kolkata Knight Riders,17,2,0.1,5.6,mandatory,AS Roy,MA Starc,Kartik Tyagi,0,0,0,,,,,,,,,,AS Roy,caught and bowled,,,,,,,20.0,204.0,154
Kolkata Knight Riders,17,3,0.1,5.6,mandatory,CV Varun,MA Starc,Kartik Tyagi,1,0,1,,,,,,,,,,,,,,,,,,20.0,204.0,155
Kolkata Knight Riders,17,4,0.1,5.6,mandatory,Kartik Tyagi,MA Starc,CV Varun,0,0,0,,,,,,,,,,Kartik Tyagi,caught,,,,,AR Patel,,20.0,204.0,155
Kolkata Knight Riders,17,5,0.1,5.6,mandatory,SR Dubey,MA Starc,CV Varun,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,155
Kolkata Knight Riders,17,6,0.1,5.6,mandatory,SR Dubey,MA Starc,CV Varun,4,0,4,,,,,,,,,,,,,,,,,,20.0,204.0,159
Kolkata Knight Riders,18,1,0.1,5.6,mandatory,CV Varun,L Ngidi,SR Dubey,4,0,4,,,,,,,,,,,,,,,,,,20.0,204.0,163
Kolkata Knight Riders,18,2,0.1,5.6,mandatory,CV Varun,L Ngidi,SR Dubey,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,163
Kolkata Knight Riders,18,3,0.1,5.6,mandatory,CV Varun,L Ngidi,SR Dubey,0,0,0,,,,,,,,,,,,,,,,,,20.0,204.0,163
Kolkata Knight Riders,18,4,0.1,5.6,mandatory,CV Varun,L Ngidi,SR Dubey,0,0,0,,,,,,,,,,CV Varun,caught,,,,,AR Patel,,20.0,204.0,163
