team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,noballs,byes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Gujarat Titans,15,5,0.1,5.6,mandatory,K Rabada,JC Archer,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,173
Gujarat Titans,15,6,0.1,5.6,mandatory,Rashid Khan,JC Archer,K Rabada,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,173
Gujarat Titans,16,1,0.1,5.6,mandatory,K Rabada,Ravi Bishnoi,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,174
Gujarat Titans,16,2,0.1,5.6,mandatory,Rashid Khan,Ravi Bishnoi,K Rabada,4,0,4,,,,,,,,,,,,,,,,,20.0,211.0,178
Gujarat Titans,16,3,0.1,5.6,mandatory,Rashid Khan,Ravi Bishnoi,K Rabada,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,179
Gujarat Titans,16,4,0.1,5.6,mandatory,K Rabada,Ravi Bishnoi,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,179
Gujarat Titans,16,5,0.1,5.6,mandatory,K Rabada,Ravi Bishnoi,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,179
Gujarat Titans,16,6,0.1,5.6,mandatory,K Rabada,Ravi Bishnoi,Rashid Khan,4,0,4,,,,,,,,,,,,,,,,,20.0,211.0,183
Gujarat Titans,17,1,0.1,5.6,mandatory,Rashid Khan,Sandeep Sharma,K Rabada,4,0,4,,,,,,,,,,,,,,,,,20.0,211.0,187
Gujarat Titans,17,2,0.1,5.6,mandatory,Rashid Khan,Sandeep Sharma,K Rabada,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,188
Gujarat Titans,17,3,0.1,5.6,mandatory,K Rabada,Sandeep Sharma,Rashid Khan,6,0,6,,,,,,,,,,,,,,,,,20.0,211.0,194
Gujarat Titans,17,4,0.1,5.6,mandatory,K Rabada,Sandeep Sharma,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,195
Gujarat Titans,17,5,0.1,5.6,mandatory,Rashid Khan,Sandeep Sharma,K Rabada,2,0,2,,,,,,,,,,,,,,,,,20.0,211.0,197
Gujarat Titans,17,6,0.1,5.6,mandatory,Rashid Khan,Sandeep Sharma,K Rabada,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,198
Gujarat Titans,18,1,0.1,5.6,mandatory,Rashid Khan,JC Archer,K Rabada,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,199
Gujarat Titans,18,2,0.1,5.6,mandatory,K Rabada,JC Archer,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,199
Gujarat Titans,18,3,0.1,5.6,mandatory,K Rabada,JC Archer,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,200
Gujarat Titans,18,4,0.1,5.6,mandatory,Rashid Khan,JC Archer,K Rabada,1,0,1,,Rajasthan Royals,R Pandit,Rashid Khan,struck down,wicket,,,,,,,,,,,20.0,211.0,201
Gujarat Titans,18,5,0.1,5.6,mandatory,K Rabada,JC Archer,Rashid Khan,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,201
Gujarat Titans,18,6,0.1,5.6,mandatory,K Rabada,JC Archer,Rashid Khan,0,1,1,,,,,,,,,1.0,,,,,,,,20.0,211.0,202
Gujarat Titans,19,1,0.1,5.6,mandatory,K Rabada,TU Deshpande,Rashid Khan,0,1,1,1.0,,,,,,,,,,,,,,,,20.0,211.0,203
Gujarat Titans,19,2,0.1,5.6,mandatory,K Rabada,TU Deshpande,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,204
Gujarat Titans,19,3,0.1,5.6,mandatory,Rashid Khan,TU Deshpande,K Rabada,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,205
Gujarat Titans,19,4,0.1,5.6,mandatory,K Rabada,TU Deshpande,Rashid Khan,1,0,1,,,,,,,,,,,,,,,,,20.0,211.0,206
Gujarat Titans,19,5,0.1,5.6,mandatory,Rashid Khan,TU Deshpande,K Rabada,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,206
Gujarat Titans,19,6,0.1,5.6,mandatory,Rashid Khan,TU Deshpande,K Rabada,0,0,0,,,,,,,,,,Rashid Khan,caught,,,,,JC Archer,20.0,211.0,206
Gujarat Titans,19,7,0.1,5.6,mandatory,Ashok Sharma,TU Deshpande,K Rabada,0,0,0,,,,,,,,,,,,,,,,,20.0,211.0,206
