team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,legbyes,wides,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Gujarat Titans,8,5,0.1,5.6,mandatory,Washington Sundar,R Shepherd,M Shahrukh Khan,0,0,0,,,,,,,,,,,,,,,20.0,156.0,96
Gujarat Titans,8,6,0.1,5.6,mandatory,Washington Sundar,R Shepherd,M Shahrukh Khan,6,0,6,,,,,,,,,,,,,,,20.0,156.0,102
Gujarat Titans,9,1,0.1,5.6,mandatory,M Shahrukh Khan,JR Hazlewood,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,156.0,102
Gujarat Titans,9,2,0.1,5.6,mandatory,M Shahrukh Khan,JR Hazlewood,Washington Sundar,0,0,0,,,,,,,,,,,,,,,20.0,156.0,102
Gujarat Titans,9,3,0.1,5.6,mandatory,M Shahrukh Khan,JR Hazlewood,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,156.0,103
Gujarat Titans,9,4,0.1,5.6,mandatory,Washington Sundar,JR Hazlewood,M Shahrukh Khan,1,0,1,,,,,,,,,,,,,,,20.0,156.0,104
Gujarat Titans,9,5,0.1,5.6,mandatory,M Shahrukh Khan,JR Hazlewood,Washington Sundar,4,0,4,,,,,,,,,,,,,,,20.0,156.0,108
Gujarat Titans,9,6,0.1,5.6,mandatory,M Shahrukh Khan,JR Hazlewood,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,156.0,109
Gujarat Titans,10,1,0.1,5.6,mandatory,M Shahrukh Khan,R Shepherd,Washington Sundar,0,0,0,,,,,,,,M Shahrukh Khan,caught,,,,,JR Hazlewood,20.0,156.0,109
Gujarat Titans,10,2,0.1,5.6,mandatory,R Tewatia,R Shepherd,Washington Sundar,0,1,1,,1.0,,,,,,,,R Tewatia,Mohammed Siraj,Gujarat Titans,impact_player,,20.0,156.0,110
Gujarat Titans,10,3,0.1,5.6,mandatory,R Tewatia,R Shepherd,Washington Sundar,1,0,1,,,,,,,,,,,,,,,20.0,156.0,111
Gujarat Titans,10,4,0.1,5.6,mandatory,Washington Sundar,R Shepherd,R Tewatia,0,0,0,,,Royal Challengers Bengaluru,KN Ananthapadmanabhan,Washington Sundar,upheld,wicket,Washington Sundar,lbw,,,,,,20.0,156.0,111
Gujarat Titans,10,5,0.1,5.6,mandatory,JO Holder,R Shepherd,R Tewatia,6,0,6,,,,,,,,,,,,,,,20.0,156.0,117
Gujarat Titans,10,6,0.1,5.6,mandatory,JO Holder,R Shepherd,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,156.0,118
Gujarat Titans,10,7,0.1,5.6,mandatory,R Tewatia,R Shepherd,JO Holder,4,0,4,,,,,,,,,,,,,,,20.0,156.0,122
Gujarat Titans,11,1,0.1,5.6,mandatory,JO Holder,Suyash Sharma,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,156.0,123
Gujarat Titans,11,2,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,0,0,0,,,,,,,,,,,,,,,20.0,156.0,123
Gujarat Titans,11,3,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,0,0,0,,,,,,,,,,,,,,,20.0,156.0,123
Gujarat Titans,11,4,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,4,0,4,,,,,,,,,,,,,,,20.0,156.0,127
Gujarat Titans,11,5,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,4,0,4,,,,,,,,,,,,,,,20.0,156.0,131
Gujarat Titans,11,6,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,156.0,132
Gujarat Titans,12,1,0.1,5.6,mandatory,R Tewatia,R Shepherd,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,156.0,133
Gujarat Titans,12,2,0.1,5.6,mandatory,JO Holder,R Shepherd,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,156.0,133
Gujarat Titans,12,3,0.1,5.6,mandatory,JO Holder,R Shepherd,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,156.0,134
Gujarat Titans,12,4,0.1,5.6,mandatory,R Tewatia,R Shepherd,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,156.0,135
Gujarat Titans,12,5,0.1,5.6,mandatory,JO Holder,R Shepherd,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,156.0,135
Gujarat Titans,12,6,0.1,5.6,mandatory,JO Holder,R Shepherd,R Tewatia,2,0,2,,,,,,,,,,,,,,,20.0,156.0,137
Gujarat Titans,13,1,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,156.0,138
Gujarat Titans,13,2,0.1,5.6,mandatory,JO Holder,Suyash Sharma,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,156.0,138
Gujarat Titans,13,3,0.1,5.6,mandatory,JO Holder,Suyash Sharma,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,156.0,139
Gujarat Titans,13,4,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,0,1,1,,1.0,,,,,,,,,,,,,20.0,156.0,140
Gujarat Titans,13,5,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,JO Holder,1,0,1,,,,,,,,,,,,,,,20.0,156.0,141
Gujarat Titans,13,6,0.1,5.6,mandatory,JO Holder,Suyash Sharma,R Tewatia,0,0,0,,,,,,,,JO Holder,caught,,,,,D Padikkal,20.0,156.0,141
Gujarat Titans,13,7,0.1,5.6,mandatory,Rashid Khan,Suyash Sharma,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,156.0,141
Gujarat Titans,14,1,0.1,5.6,mandatory,R Tewatia,R Shepherd,Rashid Khan,0,1,1,,1.0,,,,,,,,,,,,,20.0,156.0,142
Gujarat Titans,14,2,0.1,5.6,mandatory,R Tewatia,R Shepherd,Rashid Khan,0,0,0,,,,,,,,,,,,,,,20.0,156.0,142
Gujarat Titans,14,3,0.1,5.6,mandatory,R Tewatia,R Shepherd,Rashid Khan,1,0,1,,,,,,,,,,,,,,,20.0,156.0,143
Gujarat Titans,14,4,0.1,5.6,mandatory,Rashid Khan,R Shepherd,R Tewatia,1,0,1,,,,,,,,,,,,,,,20.0,156.0,144
Gujarat Titans,14,5,0.1,5.6,mandatory,R Tewatia,R Shepherd,Rashid Khan,1,0,1,,,,,,,,,,,,,,,20.0,156.0,145
Gujarat Titans,14,6,0.1,5.6,mandatory,Rashid Khan,R Shepherd,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,156.0,145
Gujarat Titans,14,7,0.1,5.6,mandatory,Rashid Khan,R Shepherd,R Tewatia,0,0,0,,,,,,,,,,,,,,,20.0,156.0,145
Gujarat Titans,15,1,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,Rashid Khan,4,0,4,,,,,,,,,,,,,,,20.0,156.0,149
Gujarat Titans,15,2,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,Rashid Khan,2,0,2,,,,,,,,,,,,,,,20.0,156.0,151
Gujarat Titans,15,3,0.1,5.6,mandatory,R Tewatia,Suyash Sharma,Rashid Khan,1,0,1,,,,,,,,,,,,,,,20.0,156.0,152
Gujarat Titans,15,4,0.1,5.6,mandatory,Rashid Khan,Suyash Sharma,R Tewatia,2,0,2,,,,,,,,,,,,,,,20.0,156.0,154
Gujarat Titans,15,5,0.1,5.6,mandatory,Rashid Khan,Suyash Sharma,R Tewatia,4,0,4,,,,,,,,,,,,,,,20.0,156.0,158
