team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,legbyes,wides,review_by,review_umpire,review_batter,review_decision,review_type,noballs,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Royal Challengers Bengaluru,16,7,0.1,5.6,mandatory,KH Pandya,DL Chahar,R Shepherd,1,0,1,,,,,,,,,,,,,,,,20.0,167.0,137
Royal Challengers Bengaluru,17,1,0.1,5.6,mandatory,KH Pandya,AM Ghazanfar,R Shepherd,0,0,0,,,,,,,,,,,,,,,,20.0,167.0,137
Royal Challengers Bengaluru,17,2,0.1,5.6,mandatory,KH Pandya,AM Ghazanfar,R Shepherd,0,0,0,,,,,,,,,,,,,,,,20.0,167.0,137
Royal Challengers Bengaluru,17,3,0.1,5.6,mandatory,KH Pandya,AM Ghazanfar,R Shepherd,6,0,6,,,,,,,,,,,,,,,,20.0,167.0,143
Royal Challengers Bengaluru,17,4,0.1,5.6,mandatory,KH Pandya,AM Ghazanfar,R Shepherd,0,0,0,,,,,,,,,,,,,,,,20.0,167.0,143
Royal Challengers Bengaluru,17,5,0.1,5.6,mandatory,KH Pandya,AM Ghazanfar,R Shepherd,6,0,6,,,,,,,,,,,,,,,,20.0,167.0,149
Royal Challengers Bengaluru,17,6,0.1,5.6,mandatory,KH Pandya,AM Ghazanfar,R Shepherd,0,0,0,,,,,,,,,KH Pandya,caught,,,,,Tilak Varma,20.0,167.0,149
Royal Challengers Bengaluru,18,1,0.1,5.6,mandatory,R Shepherd,JJ Bumrah,Rasikh Salam,1,0,1,,,,,,,,,,,,,,,,20.0,167.0,150
Royal Challengers Bengaluru,18,2,0.1,5.6,mandatory,Rasikh Salam,JJ Bumrah,R Shepherd,1,0,1,,,,,,,,,,,,,,,,20.0,167.0,151
Royal Challengers Bengaluru,18,3,0.1,5.6,mandatory,R Shepherd,JJ Bumrah,Rasikh Salam,0,0,0,,,,,,,,,,,,,,,,20.0,167.0,151
Royal Challengers Bengaluru,18,4,0.1,5.6,mandatory,R Shepherd,JJ Bumrah,Rasikh Salam,0,0,0,,,Mumbai Indians,R Pandit,R Shepherd,struck down,wicket,,,,,,,,,20.0,167.0,151
Royal Challengers Bengaluru,18,5,0.1,5.6,mandatory,R Shepherd,JJ Bumrah,Rasikh Salam,0,0,0,,,,,,,,,,,,,,,,20.0,167.0,151
Royal Challengers Bengaluru,18,6,0.1,5.6,mandatory,R Shepherd,JJ Bumrah,Rasikh Salam,0,1,1,1.0,,,,,,,,,,,,,,,20.0,167.0,152
Royal Challengers Bengaluru,19,1,0.1,5.6,mandatory,R Shepherd,RA Bawa,Rasikh Salam,0,1,1,,1.0,,,,,,,,,,,,,,20.0,167.0,153
Royal Challengers Bengaluru,19,2,0.1,5.6,mandatory,R Shepherd,RA Bawa,Rasikh Salam,0,1,1,,,,,,,,1.0,,,,,,,,20.0,167.0,154
Royal Challengers Bengaluru,19,3,0.1,5.6,mandatory,R Shepherd,RA Bawa,Rasikh Salam,1,0,1,,,,,,,,,,,,,,,,20.0,167.0,155
Royal Challengers Bengaluru,19,4,0.1,5.6,mandatory,Rasikh Salam,RA Bawa,R Shepherd,0,2,2,,2.0,,,,,,,,,,,,,,20.0,167.0,157
Royal Challengers Bengaluru,19,5,0.1,5.6,mandatory,R Shepherd,RA Bawa,Rasikh Salam,0,0,0,,,,,,,,,,,,,,,,20.0,167.0,157
Royal Challengers Bengaluru,19,6,0.1,5.6,mandatory,R Shepherd,RA Bawa,Rasikh Salam,0,0,0,,,,,,,,,R Shepherd,caught,,,,,Tilak Varma,20.0,167.0,157
Royal Challengers Bengaluru,19,7,0.1,5.6,mandatory,B Kumar,RA Bawa,Rasikh Salam,0,1,1,,1.0,,,,,,,,,,,,,,20.0,167.0,158
Royal Challengers Bengaluru,19,8,0.1,5.6,mandatory,B Kumar,RA Bawa,Rasikh Salam,6,0,6,,,,,,,,,,,,,,,,20.0,167.0,164
Royal Challengers Bengaluru,19,9,0.1,5.6,mandatory,B Kumar,RA Bawa,Rasikh Salam,1,0,1,,,,,,,,,,,,,,,,20.0,167.0,165
Royal Challengers Bengaluru,19,10,0.1,5.6,mandatory,Rasikh Salam,RA Bawa,B Kumar,2,0,2,,,,,,,,,,,,,,,,20.0,167.0,167
