team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Sunrisers Hyderabad,9,3,0.1,5.6,mandatory,H Klaasen,HH Pandya,TM Head,1,0,1,,,,,,,,,,20.0,244.0,133
Sunrisers Hyderabad,9,4,0.1,5.6,mandatory,TM Head,HH Pandya,H Klaasen,0,0,0,,,TM Head,caught,,,,,WG Jacks,20.0,244.0,133
Sunrisers Hyderabad,9,5,0.1,5.6,mandatory,Nithish Kumar Reddy,HH Pandya,H Klaasen,0,0,0,,,,,,,,,,20.0,244.0,133
Sunrisers Hyderabad,9,6,0.1,5.6,mandatory,Nithish Kumar Reddy,HH Pandya,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,134
Sunrisers Hyderabad,10,1,0.1,5.6,mandatory,Nithish Kumar Reddy,AM Ghazanfar,H Klaasen,4,0,4,,,,,,,,,,20.0,244.0,138
Sunrisers Hyderabad,10,2,0.1,5.6,mandatory,Nithish Kumar Reddy,AM Ghazanfar,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,139
Sunrisers Hyderabad,10,3,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,0,0,0,,,,,,,,,,20.0,244.0,139
Sunrisers Hyderabad,10,4,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,4,0,4,,,,,,,,,,20.0,244.0,143
Sunrisers Hyderabad,10,5,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,6,0,6,,,,,,,,,,20.0,244.0,149
Sunrisers Hyderabad,10,6,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,150
Sunrisers Hyderabad,11,1,0.1,5.6,mandatory,H Klaasen,Ashwani Kumar,Nithish Kumar Reddy,4,0,4,,,,,,,,,,20.0,244.0,154
Sunrisers Hyderabad,11,2,0.1,5.6,mandatory,H Klaasen,Ashwani Kumar,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,155
Sunrisers Hyderabad,11,3,0.1,5.6,mandatory,Nithish Kumar Reddy,Ashwani Kumar,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,156
Sunrisers Hyderabad,11,4,0.1,5.6,mandatory,H Klaasen,Ashwani Kumar,Nithish Kumar Reddy,4,0,4,,,,,,,,,,20.0,244.0,160
Sunrisers Hyderabad,11,5,0.1,5.6,mandatory,H Klaasen,Ashwani Kumar,Nithish Kumar Reddy,4,0,4,,,,,,,,,,20.0,244.0,164
Sunrisers Hyderabad,11,6,0.1,5.6,mandatory,H Klaasen,Ashwani Kumar,Nithish Kumar Reddy,4,0,4,,,,,,,,,,20.0,244.0,168
Sunrisers Hyderabad,12,1,0.1,5.6,mandatory,Nithish Kumar Reddy,HH Pandya,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,169
Sunrisers Hyderabad,12,2,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,0,0,,,,,,,,,,20.0,244.0,169
Sunrisers Hyderabad,12,3,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,0,0,,,,,,,,,,20.0,244.0,169
Sunrisers Hyderabad,12,4,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,0,0,,,,,,,,,,20.0,244.0,169
Sunrisers Hyderabad,12,5,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,1,1,1.0,,,,,,,,,20.0,244.0,170
Sunrisers Hyderabad,12,6,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,1,1,1.0,,,,,,,,,20.0,244.0,171
Sunrisers Hyderabad,12,7,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,1,1,1.0,,,,,,,,,20.0,244.0,172
Sunrisers Hyderabad,12,8,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,0,0,0,,,,,,,,,,20.0,244.0,172
Sunrisers Hyderabad,12,9,0.1,5.6,mandatory,H Klaasen,HH Pandya,Nithish Kumar Reddy,4,0,4,,,,,,,,,,20.0,244.0,176
Sunrisers Hyderabad,13,1,0.1,5.6,mandatory,Nithish Kumar Reddy,JJ Bumrah,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,177
Sunrisers Hyderabad,13,2,0.1,5.6,mandatory,H Klaasen,JJ Bumrah,Nithish Kumar Reddy,6,0,6,,,,,,,,,,20.0,244.0,183
Sunrisers Hyderabad,13,3,0.1,5.6,mandatory,H Klaasen,JJ Bumrah,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,184
Sunrisers Hyderabad,13,4,0.1,5.6,mandatory,Nithish Kumar Reddy,JJ Bumrah,H Klaasen,0,0,0,,,,,,,,,,20.0,244.0,184
Sunrisers Hyderabad,13,5,0.1,5.6,mandatory,Nithish Kumar Reddy,JJ Bumrah,H Klaasen,4,0,4,,,,,,,,,,20.0,244.0,188
Sunrisers Hyderabad,13,6,0.1,5.6,mandatory,Nithish Kumar Reddy,JJ Bumrah,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,189
Sunrisers Hyderabad,14,1,0.1,5.6,mandatory,Nithish Kumar Reddy,TA Boult,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,190
Sunrisers Hyderabad,14,2,0.1,5.6,mandatory,H Klaasen,TA Boult,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,191
Sunrisers Hyderabad,14,3,0.1,5.6,mandatory,Nithish Kumar Reddy,TA Boult,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,192
Sunrisers Hyderabad,14,4,0.1,5.6,mandatory,H Klaasen,TA Boult,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,193
Sunrisers Hyderabad,14,5,0.1,5.6,mandatory,Nithish Kumar Reddy,TA Boult,H Klaasen,0,0,0,,,,,,,,,,20.0,244.0,193
Sunrisers Hyderabad,14,6,0.1,5.6,mandatory,Nithish Kumar Reddy,TA Boult,H Klaasen,0,0,0,,,,,,,,,,20.0,244.0,193
Sunrisers Hyderabad,15,1,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,6,0,6,,,,,,,,,,20.0,244.0,199
Sunrisers Hyderabad,15,2,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,200
Sunrisers Hyderabad,15,3,0.1,5.6,mandatory,Nithish Kumar Reddy,AM Ghazanfar,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,201
Sunrisers Hyderabad,15,4,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,6,0,6,,,,,,,,,,20.0,244.0,207
Sunrisers Hyderabad,15,5,0.1,5.6,mandatory,H Klaasen,AM Ghazanfar,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,208
Sunrisers Hyderabad,15,6,0.1,5.6,mandatory,Nithish Kumar Reddy,AM Ghazanfar,H Klaasen,4,0,4,,,,,,,,,,20.0,244.0,212
Sunrisers Hyderabad,16,1,0.1,5.6,mandatory,H Klaasen,TA Boult,Nithish Kumar Reddy,1,0,1,,,,,,,,,,20.0,244.0,213
Sunrisers Hyderabad,16,2,0.1,5.6,mandatory,Nithish Kumar Reddy,TA Boult,H Klaasen,0,0,0,,,Nithish Kumar Reddy,caught,,,,,SA Yadav,20.0,244.0,213
Sunrisers Hyderabad,16,3,0.1,5.6,mandatory,S Arora,TA Boult,H Klaasen,4,0,4,,,,,,,,,,20.0,244.0,217
Sunrisers Hyderabad,16,4,0.1,5.6,mandatory,S Arora,TA Boult,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,218
Sunrisers Hyderabad,16,5,0.1,5.6,mandatory,H Klaasen,TA Boult,S Arora,1,0,1,,,,,,,,,,20.0,244.0,219
Sunrisers Hyderabad,16,6,0.1,5.6,mandatory,S Arora,TA Boult,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,220
Sunrisers Hyderabad,17,1,0.1,5.6,mandatory,S Arora,JJ Bumrah,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,221
Sunrisers Hyderabad,17,2,0.1,5.6,mandatory,H Klaasen,JJ Bumrah,S Arora,4,0,4,,,,,,,,,,20.0,244.0,225
Sunrisers Hyderabad,17,3,0.1,5.6,mandatory,H Klaasen,JJ Bumrah,S Arora,0,0,0,,,,,,,,,,20.0,244.0,225
Sunrisers Hyderabad,17,4,0.1,5.6,mandatory,H Klaasen,JJ Bumrah,S Arora,1,0,1,,,,,,,,,,20.0,244.0,226
Sunrisers Hyderabad,17,5,0.1,5.6,mandatory,S Arora,JJ Bumrah,H Klaasen,6,0,6,,,,,,,,,,20.0,244.0,232
Sunrisers Hyderabad,17,6,0.1,5.6,mandatory,S Arora,JJ Bumrah,H Klaasen,1,0,1,,,,,,,,,,20.0,244.0,233
Sunrisers Hyderabad,18,1,0.1,5.6,mandatory,S Arora,HH Pandya,H Klaasen,4,0,4,,,,,,,,,,20.0,244.0,237
Sunrisers Hyderabad,18,2,0.1,5.6,mandatory,S Arora,HH Pandya,H Klaasen,6,0,6,,,,,,,,,,20.0,244.0,243
Sunrisers Hyderabad,18,3,0.1,5.6,mandatory,S Arora,HH Pandya,H Klaasen,0,0,0,,,,,,,,,,20.0,244.0,243
Sunrisers Hyderabad,18,4,0.1,5.6,mandatory,S Arora,HH Pandya,H Klaasen,6,0,6,,,,,,,,,,20.0,244.0,249
