team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,noballs,review_by,review_umpire,review_batter,review_decision,review_type,byes,legbyes,umpires_call,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Rajasthan Royals,11,1,0.1,5.6,mandatory,SB Dubey,Rashid Khan,RA Jadeja,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,107
Rajasthan Royals,11,2,0.1,5.6,mandatory,SB Dubey,Rashid Khan,RA Jadeja,2,0,2,,,,,,,,,,,,,,,,,,20.0,230.0,109
Rajasthan Royals,11,3,0.1,5.6,mandatory,SB Dubey,Rashid Khan,RA Jadeja,6,0,6,,,,,,,,,,,,,,,,,,20.0,230.0,115
Rajasthan Royals,11,4,0.1,5.6,mandatory,SB Dubey,Rashid Khan,RA Jadeja,0,0,0,,,,,,,,,,,SB Dubey,bowled,,,,,,20.0,230.0,115
Rajasthan Royals,11,5,0.1,5.6,mandatory,MD Shanaka,Rashid Khan,RA Jadeja,2,0,2,,,,,,,,,,,,,,,,,,20.0,230.0,117
Rajasthan Royals,11,6,0.1,5.6,mandatory,MD Shanaka,Rashid Khan,RA Jadeja,4,0,4,,,,,,,,,,,,,,,,,,20.0,230.0,121
Rajasthan Royals,12,1,0.1,5.6,mandatory,RA Jadeja,JO Holder,MD Shanaka,2,0,2,,,,,,,,,,,,,,,,,,20.0,230.0,123
Rajasthan Royals,12,2,0.1,5.6,mandatory,RA Jadeja,JO Holder,MD Shanaka,2,0,2,,,,,,,,,,,,,,,,,,20.0,230.0,125
Rajasthan Royals,12,3,0.1,5.6,mandatory,RA Jadeja,JO Holder,MD Shanaka,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,126
Rajasthan Royals,12,4,0.1,5.6,mandatory,MD Shanaka,JO Holder,RA Jadeja,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,127
Rajasthan Royals,12,5,0.1,5.6,mandatory,RA Jadeja,JO Holder,MD Shanaka,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,128
Rajasthan Royals,12,6,0.1,5.6,mandatory,MD Shanaka,JO Holder,RA Jadeja,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,128
Rajasthan Royals,13,1,0.1,5.6,mandatory,RA Jadeja,Rashid Khan,MD Shanaka,0,1,1,,,,,,,,,1.0,,,,,,,,,20.0,230.0,129
Rajasthan Royals,13,2,0.1,5.6,mandatory,MD Shanaka,Rashid Khan,RA Jadeja,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,130
Rajasthan Royals,13,3,0.1,5.6,mandatory,RA Jadeja,Rashid Khan,MD Shanaka,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,130
Rajasthan Royals,13,4,0.1,5.6,mandatory,RA Jadeja,Rashid Khan,MD Shanaka,6,0,6,,,,,,,,,,,,,,,,,,20.0,230.0,136
Rajasthan Royals,13,5,0.1,5.6,mandatory,RA Jadeja,Rashid Khan,MD Shanaka,0,0,0,,,Rajasthan Royals,VK Sharma,RA Jadeja,struck down,wicket,,,,RA Jadeja,lbw,,,,,,20.0,230.0,136
Rajasthan Royals,13,6,0.1,5.6,mandatory,JC Archer,Rashid Khan,MD Shanaka,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,137
Rajasthan Royals,14,1,0.1,5.6,mandatory,JC Archer,JO Holder,MD Shanaka,4,0,4,,,,,,,,,,,,,,,,,,20.0,230.0,141
Rajasthan Royals,14,2,0.1,5.6,mandatory,JC Archer,JO Holder,MD Shanaka,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,141
Rajasthan Royals,14,3,0.1,5.6,mandatory,JC Archer,JO Holder,MD Shanaka,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,141
Rajasthan Royals,14,4,0.1,5.6,mandatory,JC Archer,JO Holder,MD Shanaka,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,141
Rajasthan Royals,14,5,0.1,5.6,mandatory,JC Archer,JO Holder,MD Shanaka,0,0,0,,,,,,,,,,,JC Archer,caught,,,,,JC Buttler,20.0,230.0,141
Rajasthan Royals,14,6,0.1,5.6,mandatory,TU Deshpande,JO Holder,MD Shanaka,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,141
Rajasthan Royals,15,1,0.1,5.6,mandatory,MD Shanaka,Mohammed Siraj,TU Deshpande,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,142
Rajasthan Royals,15,2,0.1,5.6,mandatory,TU Deshpande,Mohammed Siraj,MD Shanaka,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,143
Rajasthan Royals,15,3,0.1,5.6,mandatory,MD Shanaka,Mohammed Siraj,TU Deshpande,2,0,2,,,,,,,,,,,,,,,,,,20.0,230.0,145
Rajasthan Royals,15,4,0.1,5.6,mandatory,MD Shanaka,Mohammed Siraj,TU Deshpande,4,0,4,,,,,,,,,,,,,,,,,,20.0,230.0,149
Rajasthan Royals,15,5,0.1,5.6,mandatory,MD Shanaka,Mohammed Siraj,TU Deshpande,0,1,1,1.0,,,,,,,,,,,,,,,,,20.0,230.0,150
Rajasthan Royals,15,6,0.1,5.6,mandatory,MD Shanaka,Mohammed Siraj,TU Deshpande,0,0,0,,,,,,,,,,,,,,,,,,20.0,230.0,150
Rajasthan Royals,15,7,0.1,5.6,mandatory,MD Shanaka,Mohammed Siraj,TU Deshpande,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,151
Rajasthan Royals,16,1,0.1,5.6,mandatory,MD Shanaka,JO Holder,TU Deshpande,0,0,0,,,,,,,,,,,MD Shanaka,caught,,,,,Shubman Gill,20.0,230.0,151
Rajasthan Royals,16,2,0.1,5.6,mandatory,Brijesh Sharma,JO Holder,TU Deshpande,1,0,1,,,,,,,,,,,,,,,,,,20.0,230.0,152
Rajasthan Royals,16,3,0.1,5.6,mandatory,TU Deshpande,JO Holder,Brijesh Sharma,0,0,0,,,,,,,,,,,TU Deshpande,caught,,,,,Washington Sundar,20.0,230.0,152
