team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,0,1,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,4
Delhi Capitals,0,2,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,4
Delhi Capitals,0,3,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,4
Delhi Capitals,0,4,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,4
Delhi Capitals,0,5,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,8
Delhi Capitals,0,6,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,8
Delhi Capitals,1,1,0.1,5.6,mandatory,KL Rahul,Mukesh Choudhary,P Nissanka,0,0,0,,,,,,,,,,,,,,,,,8
Delhi Capitals,1,2,0.1,5.6,mandatory,KL Rahul,Mukesh Choudhary,P Nissanka,4,0,4,,,,,,,,,,,,,,,,,12
Delhi Capitals,1,3,0.1,5.6,mandatory,KL Rahul,Mukesh Choudhary,P Nissanka,0,0,0,,,,,,,,,,,,,,,,,12
Delhi Capitals,1,4,0.1,5.6,mandatory,KL Rahul,Mukesh Choudhary,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,13
Delhi Capitals,1,5,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,13
Delhi Capitals,1,6,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,13
Delhi Capitals,2,1,0.1,5.6,mandatory,KL Rahul,AJ Hosein,P Nissanka,1,0,1,,,,,,,,,,,,,,,,,14
Delhi Capitals,2,2,0.1,5.6,mandatory,P Nissanka,AJ Hosein,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,15
Delhi Capitals,2,3,0.1,5.6,mandatory,KL Rahul,AJ Hosein,P Nissanka,0,0,0,,,,,,,,,,,,,,,,,15
Delhi Capitals,2,4,0.1,5.6,mandatory,KL Rahul,AJ Hosein,P Nissanka,0,0,0,,,,,,,,,,,,,,,,,15
Delhi Capitals,2,5,0.1,5.6,mandatory,KL Rahul,AJ Hosein,P Nissanka,0,0,0,,,,,,,,,,,,,,,,,15
Delhi Capitals,2,6,0.1,5.6,mandatory,KL Rahul,AJ Hosein,P Nissanka,4,0,4,,,,,,,,,,,,,,,,,19
Delhi Capitals,3,1,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,19
Delhi Capitals,3,2,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,19
Delhi Capitals,3,3,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,23
Delhi Capitals,3,4,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,6,0,6,,,,,,,,,,,,,,,,,29
Delhi Capitals,3,5,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,29
Delhi Capitals,3,6,0.1,5.6,mandatory,P Nissanka,Mukesh Choudhary,KL Rahul,0,0,0,,,,,,,,P Nissanka,caught,,,,,D Brevis,,,29
Delhi Capitals,4,1,0.1,5.6,mandatory,KL Rahul,A Kamboj,N Rana,1,0,1,,,,,,,,,,,,,,,,,30
Delhi Capitals,4,2,0.1,5.6,mandatory,N Rana,A Kamboj,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,31
Delhi Capitals,4,3,0.1,5.6,mandatory,KL Rahul,A Kamboj,N Rana,0,0,0,,,,,,,,,,,,,,,,,31
Delhi Capitals,4,4,0.1,5.6,mandatory,KL Rahul,A Kamboj,N Rana,1,0,1,,,,,,,,,,,,,,,,,32
Delhi Capitals,4,5,0.1,5.6,mandatory,N Rana,A Kamboj,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,36
Delhi Capitals,4,6,0.1,5.6,mandatory,N Rana,A Kamboj,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,36
Delhi Capitals,5,1,0.1,5.6,mandatory,KL Rahul,AJ Hosein,N Rana,0,0,0,,,,,,,,KL Rahul,caught,,,,,RD Gaikwad,,,36
Delhi Capitals,5,2,0.1,5.6,mandatory,KK Nair,AJ Hosein,N Rana,0,0,0,,,,,,,,,,,,,,,,,36
Delhi Capitals,5,3,0.1,5.6,mandatory,KK Nair,AJ Hosein,N Rana,0,0,0,,,,,,,,,,,,,,,,,36
Delhi Capitals,5,4,0.1,5.6,mandatory,KK Nair,AJ Hosein,N Rana,0,0,0,,,,,,,,,,,,,,,,,36
Delhi Capitals,5,5,0.1,5.6,mandatory,KK Nair,AJ Hosein,N Rana,1,0,1,,,,,,,,,,,,,,,,,37
Delhi Capitals,5,6,0.1,5.6,mandatory,N Rana,AJ Hosein,KK Nair,0,0,0,,,,,,,,,,,,,,,,,37
Delhi Capitals,6,1,0.1,5.6,mandatory,KK Nair,A Kamboj,N Rana,0,0,0,,,,,,,,,,,,,,,,,37
Delhi Capitals,6,2,0.1,5.6,mandatory,KK Nair,A Kamboj,N Rana,2,0,2,,,,,,,,,,,,,,,,,39
Delhi Capitals,6,3,0.1,5.6,mandatory,KK Nair,A Kamboj,N Rana,0,0,0,,,,,,,,,,,,,,,,,39
Delhi Capitals,6,4,0.1,5.6,mandatory,KK Nair,A Kamboj,N Rana,1,0,1,,,,,,,,,,,,,,,,,40
Delhi Capitals,6,5,0.1,5.6,mandatory,N Rana,A Kamboj,KK Nair,1,0,1,,,,,,,,,,,,,,,,,41
Delhi Capitals,6,6,0.1,5.6,mandatory,KK Nair,A Kamboj,N Rana,4,0,4,,,,,,,,,,,,,,,,,45
Delhi Capitals,7,1,0.1,5.6,mandatory,N Rana,Noor Ahmad,KK Nair,1,0,1,,,,,,,,,,,,,,,,,46
Delhi Capitals,7,2,0.1,5.6,mandatory,KK Nair,Noor Ahmad,N Rana,4,0,4,,,,,,,,,,,,,,,,,50
Delhi Capitals,7,3,0.1,5.6,mandatory,KK Nair,Noor Ahmad,N Rana,0,0,0,,,,,,,,,,,,,,,,,50
Delhi Capitals,7,4,0.1,5.6,mandatory,KK Nair,Noor Ahmad,N Rana,1,0,1,,,,,,,,,,,,,,,,,51
