team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,byes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,6,2,0.1,5.6,mandatory,Abishek Porel,MD Shanaka,KL Rahul,4,0,4,,,,,,,,,,,,,,,,20.0,194.0,77
Delhi Capitals,6,3,0.1,5.6,mandatory,Abishek Porel,MD Shanaka,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,78
Delhi Capitals,6,4,0.1,5.6,mandatory,KL Rahul,MD Shanaka,Abishek Porel,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,84
Delhi Capitals,6,5,0.1,5.6,mandatory,KL Rahul,MD Shanaka,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,85
Delhi Capitals,6,6,0.1,5.6,mandatory,Abishek Porel,MD Shanaka,KL Rahul,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,85
Delhi Capitals,7,1,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,85
Delhi Capitals,7,2,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,85
Delhi Capitals,7,3,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,86
Delhi Capitals,7,4,0.1,5.6,mandatory,Abishek Porel,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,87
Delhi Capitals,7,5,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,88
Delhi Capitals,7,6,0.1,5.6,mandatory,Abishek Porel,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,89
Delhi Capitals,8,1,0.1,5.6,mandatory,Abishek Porel,MD Shanaka,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,90
Delhi Capitals,8,2,0.1,5.6,mandatory,KL Rahul,MD Shanaka,Abishek Porel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,90
Delhi Capitals,8,3,0.1,5.6,mandatory,KL Rahul,MD Shanaka,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,91
Delhi Capitals,8,4,0.1,5.6,mandatory,Abishek Porel,MD Shanaka,KL Rahul,2,0,2,,,,,,,,,,,,,,,,20.0,194.0,93
Delhi Capitals,8,5,0.1,5.6,mandatory,Abishek Porel,MD Shanaka,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,94
Delhi Capitals,8,6,0.1,5.6,mandatory,KL Rahul,MD Shanaka,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,95
Delhi Capitals,9,1,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,101
Delhi Capitals,9,2,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,102
Delhi Capitals,9,3,0.1,5.6,mandatory,Abishek Porel,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,103
Delhi Capitals,9,4,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,104
Delhi Capitals,9,5,0.1,5.6,mandatory,Abishek Porel,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,105
Delhi Capitals,9,6,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,Abishek Porel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,105
Delhi Capitals,10,1,0.1,5.6,mandatory,Abishek Porel,Brijesh Sharma,KL Rahul,0,0,0,,,,,,,,,Abishek Porel,caught,,,,,D Ferreira,20.0,194.0,105
Delhi Capitals,10,2,0.1,5.6,mandatory,SU Parakh,Brijesh Sharma,KL Rahul,2,0,2,,,,,,,,,,,,,,,,20.0,194.0,107
Delhi Capitals,10,3,0.1,5.6,mandatory,SU Parakh,Brijesh Sharma,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,108
Delhi Capitals,10,4,0.1,5.6,mandatory,KL Rahul,Brijesh Sharma,SU Parakh,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,109
Delhi Capitals,10,5,0.1,5.6,mandatory,SU Parakh,Brijesh Sharma,KL Rahul,4,0,4,,,,,,,,,,,,,,,,20.0,194.0,113
Delhi Capitals,10,6,0.1,5.6,mandatory,SU Parakh,Brijesh Sharma,KL Rahul,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,113
Delhi Capitals,11,1,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,SU Parakh,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,114
Delhi Capitals,11,2,0.1,5.6,mandatory,SU Parakh,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,115
Delhi Capitals,11,3,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,SU Parakh,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,116
Delhi Capitals,11,4,0.1,5.6,mandatory,SU Parakh,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,117
Delhi Capitals,11,5,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,SU Parakh,2,0,2,,,,,,,,,,,,,,,,20.0,194.0,119
Delhi Capitals,11,6,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,SU Parakh,0,1,1,1.0,,,,,,,,,,,,,,,20.0,194.0,120
Delhi Capitals,11,7,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,SU Parakh,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,121
Delhi Capitals,12,1,0.1,5.6,mandatory,KL Rahul,JC Archer,SU Parakh,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,122
Delhi Capitals,12,2,0.1,5.6,mandatory,SU Parakh,JC Archer,KL Rahul,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,122
Delhi Capitals,12,3,0.1,5.6,mandatory,SU Parakh,JC Archer,KL Rahul,0,0,0,,,,,,,,,SU Parakh,caught,,,,,Dhruv Jurel,20.0,194.0,122
Delhi Capitals,12,4,0.1,5.6,mandatory,AR Patel,JC Archer,KL Rahul,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,122
Delhi Capitals,12,5,0.1,5.6,mandatory,AR Patel,JC Archer,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,123
Delhi Capitals,12,6,0.1,5.6,mandatory,KL Rahul,JC Archer,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,123
Delhi Capitals,13,1,0.1,5.6,mandatory,AR Patel,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,124
Delhi Capitals,13,2,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,124
Delhi Capitals,13,3,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,124
Delhi Capitals,13,4,0.1,5.6,mandatory,KL Rahul,Yash Raj Punja,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,125
Delhi Capitals,13,5,0.1,5.6,mandatory,AR Patel,Yash Raj Punja,KL Rahul,4,0,4,,,,,,,,,,,,,,,,20.0,194.0,129
Delhi Capitals,13,6,0.1,5.6,mandatory,AR Patel,Yash Raj Punja,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,130
Delhi Capitals,14,1,0.1,5.6,mandatory,AR Patel,MD Shanaka,KL Rahul,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,131
Delhi Capitals,14,2,0.1,5.6,mandatory,KL Rahul,MD Shanaka,AR Patel,2,0,2,,,,,,,,,,,,,,,,20.0,194.0,133
Delhi Capitals,14,3,0.1,5.6,mandatory,KL Rahul,MD Shanaka,AR Patel,0,0,0,,,,,,,,,KL Rahul,bowled,,,,,,20.0,194.0,133
Delhi Capitals,14,4,0.1,5.6,mandatory,T Stubbs,MD Shanaka,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,134
Delhi Capitals,14,5,0.1,5.6,mandatory,AR Patel,MD Shanaka,T Stubbs,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,140
Delhi Capitals,14,6,0.1,5.6,mandatory,AR Patel,MD Shanaka,T Stubbs,0,2,2,,2.0,,,,,,,,,,,,,,20.0,194.0,142
Delhi Capitals,15,1,0.1,5.6,mandatory,T Stubbs,AF Milne,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,143
Delhi Capitals,15,2,0.1,5.6,mandatory,AR Patel,AF Milne,T Stubbs,3,0,3,,,,,,,,,,,,,,,,20.0,194.0,146
Delhi Capitals,15,3,0.1,5.6,mandatory,T Stubbs,AF Milne,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,146
Delhi Capitals,15,4,0.1,5.6,mandatory,T Stubbs,AF Milne,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,147
Delhi Capitals,15,5,0.1,5.6,mandatory,AR Patel,AF Milne,T Stubbs,0,2,2,2.0,,,,,,,,,,,,,,,20.0,194.0,149
Delhi Capitals,15,6,0.1,5.6,mandatory,T Stubbs,AF Milne,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,150
Delhi Capitals,15,7,0.1,5.6,mandatory,AR Patel,AF Milne,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,151
Delhi Capitals,16,1,0.1,5.6,mandatory,AR Patel,JC Archer,T Stubbs,0,1,1,1.0,,Rajasthan Royals,Amit Rana,AR Patel,struck down,wicket,,,,,,,,,20.0,194.0,152
Delhi Capitals,16,2,0.1,5.6,mandatory,AR Patel,JC Archer,T Stubbs,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,153
Delhi Capitals,16,3,0.1,5.6,mandatory,T Stubbs,JC Archer,AR Patel,0,0,0,,,,,,,,,T Stubbs,caught,,,,,YBK Jaiswal,20.0,194.0,153
Delhi Capitals,16,4,0.1,5.6,mandatory,DA Miller,JC Archer,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,154
Delhi Capitals,16,5,0.1,5.6,mandatory,AR Patel,JC Archer,DA Miller,4,0,4,,,,,,,,,,,,,,,,20.0,194.0,158
Delhi Capitals,16,6,0.1,5.6,mandatory,AR Patel,JC Archer,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,159
Delhi Capitals,16,7,0.1,5.6,mandatory,DA Miller,JC Archer,AR Patel,0,0,0,,,,,,,,,,,,,,,,20.0,194.0,159
Delhi Capitals,17,1,0.1,5.6,mandatory,AR Patel,D Ferreira,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,160
Delhi Capitals,17,2,0.1,5.6,mandatory,DA Miller,D Ferreira,AR Patel,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,166
Delhi Capitals,17,3,0.1,5.6,mandatory,DA Miller,D Ferreira,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,167
Delhi Capitals,17,4,0.1,5.6,mandatory,AR Patel,D Ferreira,DA Miller,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,168
Delhi Capitals,17,5,0.1,5.6,mandatory,DA Miller,D Ferreira,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,169
Delhi Capitals,17,6,0.1,5.6,mandatory,AR Patel,D Ferreira,DA Miller,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,175
Delhi Capitals,18,1,0.1,5.6,mandatory,DA Miller,Brijesh Sharma,AR Patel,0,0,0,,,,,,,,,DA Miller,caught,,,,,MD Shanaka,20.0,194.0,175
Delhi Capitals,18,2,0.1,5.6,mandatory,Ashutosh Sharma,Brijesh Sharma,AR Patel,1,0,1,,,,,,,,,,,Ashutosh Sharma,Mukesh Kumar,Delhi Capitals,impact_player,,20.0,194.0,176
Delhi Capitals,18,3,0.1,5.6,mandatory,AR Patel,Brijesh Sharma,Ashutosh Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,177
Delhi Capitals,18,4,0.1,5.6,mandatory,Ashutosh Sharma,Brijesh Sharma,AR Patel,0,2,2,2.0,,,,,,,,,,,,,,,20.0,194.0,179
Delhi Capitals,18,5,0.1,5.6,mandatory,AR Patel,Brijesh Sharma,Ashutosh Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,180
Delhi Capitals,18,6,0.1,5.6,mandatory,Ashutosh Sharma,Brijesh Sharma,AR Patel,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,186
Delhi Capitals,18,7,0.1,5.6,mandatory,Ashutosh Sharma,Brijesh Sharma,AR Patel,1,0,1,,,,,,,,,,,,,,,,20.0,194.0,187
Delhi Capitals,19,1,0.1,5.6,mandatory,Ashutosh Sharma,AF Milne,AR Patel,4,0,4,,,,,,,,,,,,,,,,20.0,194.0,191
Delhi Capitals,19,2,0.1,5.6,mandatory,Ashutosh Sharma,AF Milne,AR Patel,6,0,6,,,,,,,,,,,,,,,,20.0,194.0,197
