team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,noballs,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Chennai Super Kings,0,6,0.1,5.6,mandatory,RD Gaikwad,Mohammed Siraj,MW Short,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,10
Chennai Super Kings,1,1,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,14
Chennai Super Kings,1,2,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,0,1,1,1.0,,,,,,,,,,,,,,,20.0,230.0,15
Chennai Super Kings,1,3,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,2,0,2,,,,,,,,,,,,,,,,20.0,230.0,17
Chennai Super Kings,1,4,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,17
Chennai Super Kings,1,5,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,17
Chennai Super Kings,1,6,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,23
Chennai Super Kings,1,7,0.1,5.6,mandatory,MW Short,K Rabada,RD Gaikwad,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,23
Chennai Super Kings,2,1,0.1,5.6,mandatory,RD Gaikwad,Mohammed Siraj,MW Short,6,0,6,,,,,,,,,,,,,,,,20.0,230.0,29
Chennai Super Kings,2,2,0.1,5.6,mandatory,RD Gaikwad,Mohammed Siraj,MW Short,0,0,0,,,,,,,,,RD Gaikwad,bowled,,,,,,20.0,230.0,29
Chennai Super Kings,2,3,0.1,5.6,mandatory,Urvil Patel,Mohammed Siraj,MW Short,0,0,0,,,,Gujarat Titans,Nitin Menon,Urvil Patel,struck down,wicket,,,,,,,,20.0,230.0,29
Chennai Super Kings,2,4,0.1,5.6,mandatory,Urvil Patel,Mohammed Siraj,MW Short,0,0,0,,,,,,,,,Urvil Patel,caught,,,,,M Prasidh Krishna,20.0,230.0,29
Chennai Super Kings,2,5,0.1,5.6,mandatory,Kartik Sharma,Mohammed Siraj,MW Short,2,0,2,,,,,,,,,,,Kartik Sharma,Gurjapneet Singh,Chennai Super Kings,impact_player,,20.0,230.0,31
Chennai Super Kings,2,6,0.1,5.6,mandatory,Kartik Sharma,Mohammed Siraj,MW Short,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,31
Chennai Super Kings,3,1,0.1,5.6,mandatory,MW Short,K Rabada,Kartik Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,32
Chennai Super Kings,3,2,0.1,5.6,mandatory,Kartik Sharma,K Rabada,MW Short,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,36
Chennai Super Kings,3,3,0.1,5.6,mandatory,Kartik Sharma,K Rabada,MW Short,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,37
Chennai Super Kings,3,4,0.1,5.6,mandatory,MW Short,K Rabada,Kartik Sharma,2,0,2,,,,,,,,,,,,,,,,20.0,230.0,39
Chennai Super Kings,3,5,0.1,5.6,mandatory,MW Short,K Rabada,Kartik Sharma,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,39
Chennai Super Kings,3,6,0.1,5.6,mandatory,MW Short,K Rabada,Kartik Sharma,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,43
Chennai Super Kings,4,1,0.1,5.6,mandatory,Kartik Sharma,Mohammed Siraj,MW Short,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,44
Chennai Super Kings,4,2,0.1,5.6,mandatory,MW Short,Mohammed Siraj,Kartik Sharma,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,44
Chennai Super Kings,4,3,0.1,5.6,mandatory,MW Short,Mohammed Siraj,Kartik Sharma,4,0,4,,,,,,,,,,,,,,,,20.0,230.0,48
Chennai Super Kings,4,4,0.1,5.6,mandatory,MW Short,Mohammed Siraj,Kartik Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,49
Chennai Super Kings,4,5,0.1,5.6,mandatory,Kartik Sharma,Mohammed Siraj,MW Short,0,0,0,,,,,,,,,,,,,,,,20.0,230.0,49
Chennai Super Kings,4,6,0.1,5.6,mandatory,Kartik Sharma,Mohammed Siraj,MW Short,2,0,2,,,,,,,,,,,,,,,,20.0,230.0,51
Chennai Super Kings,5,1,0.1,5.6,mandatory,MW Short,K Rabada,Kartik Sharma,0,0,0,,,,,,,,,MW Short,caught,,,,,M Prasidh Krishna,20.0,230.0,51
Chennai Super Kings,5,2,0.1,5.6,mandatory,D Brevis,K Rabada,Kartik Sharma,1,0,1,,,,,,,,,,,,,,,,20.0,230.0,52
