team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,noballs,review_by,review_umpire,review_batter,review_decision,review_type,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,overs_deliveries_replacements.role_in,overs_deliveries_replacements.role_out,overs_deliveries_replacements.role_reason,overs_deliveries_replacements.role_role,fielders_name,target_overs,target_runs,current_team_total
Delhi Capitals,11,2,0.1,5.6,mandatory,DA Miller,Ashok Sharma,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,113
Delhi Capitals,11,3,0.1,5.6,mandatory,DA Miller,Ashok Sharma,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,114
Delhi Capitals,11,4,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,DA Miller,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,115
Delhi Capitals,11,5,0.1,5.6,mandatory,DA Miller,Ashok Sharma,KL Rahul,0,1,1,1.0,,,,,,,,,,,,,,,,,,20.0,211.0,116
Delhi Capitals,11,6,0.1,5.6,mandatory,DA Miller,Ashok Sharma,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,117
Delhi Capitals,11,7,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,DA Miller,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,118
Delhi Capitals,12,1,0.1,5.6,mandatory,KL Rahul,M Prasidh Krishna,DA Miller,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,119
Delhi Capitals,12,2,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,KL Rahul,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,123
Delhi Capitals,12,3,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,123
Delhi Capitals,12,4,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,KL Rahul,2,0,2,,,,,,,,,,,,,,,,,,,20.0,211.0,125
Delhi Capitals,12,5,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,126
Delhi Capitals,12,6,0.1,5.6,mandatory,KL Rahul,M Prasidh Krishna,DA Miller,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,130
Delhi Capitals,13,1,0.1,5.6,mandatory,AR Patel,Rashid Khan,KL Rahul,1,0,1,,,,,,,,,,,,,,AR Patel,DA Miller,injury,batter,,20.0,211.0,131
Delhi Capitals,13,2,0.1,5.6,mandatory,KL Rahul,Rashid Khan,AR Patel,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,132
Delhi Capitals,13,3,0.1,5.6,mandatory,AR Patel,Rashid Khan,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,133
Delhi Capitals,13,4,0.1,5.6,mandatory,KL Rahul,Rashid Khan,AR Patel,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,133
Delhi Capitals,13,5,0.1,5.6,mandatory,KL Rahul,Rashid Khan,AR Patel,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,134
Delhi Capitals,13,6,0.1,5.6,mandatory,AR Patel,Rashid Khan,KL Rahul,0,0,0,,,,,,,,AR Patel,caught,,,,,,,,,GD Phillips,20.0,211.0,134
Delhi Capitals,14,1,0.1,5.6,mandatory,KL Rahul,K Rabada,T Stubbs,0,1,1,1.0,,,,,,,,,,,,,,,,,,20.0,211.0,135
Delhi Capitals,14,2,0.1,5.6,mandatory,KL Rahul,K Rabada,T Stubbs,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,139
Delhi Capitals,14,3,0.1,5.6,mandatory,KL Rahul,K Rabada,T Stubbs,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,140
Delhi Capitals,14,4,0.1,5.6,mandatory,T Stubbs,K Rabada,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,141
Delhi Capitals,14,5,0.1,5.6,mandatory,KL Rahul,K Rabada,T Stubbs,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,142
Delhi Capitals,14,6,0.1,5.6,mandatory,T Stubbs,K Rabada,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,142
Delhi Capitals,14,7,0.1,5.6,mandatory,T Stubbs,K Rabada,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,142
Delhi Capitals,15,1,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,T Stubbs,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,146
Delhi Capitals,15,2,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,T Stubbs,0,1,1,1.0,,,,,,,,,,,,,,,,,,20.0,211.0,147
Delhi Capitals,15,3,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,T Stubbs,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,148
Delhi Capitals,15,4,0.1,5.6,mandatory,T Stubbs,Ashok Sharma,KL Rahul,5,0,5,,,,,,,,,,,,,,,,,,,20.0,211.0,153
Delhi Capitals,15,5,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,T Stubbs,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,157
Delhi Capitals,15,6,0.1,5.6,mandatory,KL Rahul,Ashok Sharma,T Stubbs,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,158
Delhi Capitals,15,7,0.1,5.6,mandatory,T Stubbs,Ashok Sharma,KL Rahul,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,158
Delhi Capitals,16,1,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,T Stubbs,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,159
Delhi Capitals,16,2,0.1,5.6,mandatory,T Stubbs,Mohammed Siraj,KL Rahul,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,160
Delhi Capitals,16,3,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,T Stubbs,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,160
Delhi Capitals,16,4,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,T Stubbs,0,0,0,,,,,,,,T Stubbs,run out,,,,,,,,,B Sai Sudharsan,20.0,211.0,160
Delhi Capitals,16,5,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,V Nigam,0,1,1,1.0,,,,,,,,,,,,,,,,,,20.0,211.0,161
Delhi Capitals,16,6,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,V Nigam,0,1,1,1.0,,,,,,,,,,,,,,,,,,20.0,211.0,162
Delhi Capitals,16,7,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,V Nigam,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,166
Delhi Capitals,16,8,0.1,5.6,mandatory,KL Rahul,Mohammed Siraj,V Nigam,0,0,0,,,,,,,,KL Rahul,caught,,,,,,,,,JC Buttler,20.0,211.0,166
Delhi Capitals,17,1,0.1,5.6,mandatory,DA Miller,K Rabada,V Nigam,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,167
Delhi Capitals,17,2,0.1,5.6,mandatory,V Nigam,K Rabada,DA Miller,2,0,2,,,,,,,,,,,,,,,,,,,20.0,211.0,169
Delhi Capitals,17,3,0.1,5.6,mandatory,V Nigam,K Rabada,DA Miller,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,169
Delhi Capitals,17,4,0.1,5.6,mandatory,V Nigam,K Rabada,DA Miller,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,170
Delhi Capitals,17,5,0.1,5.6,mandatory,DA Miller,K Rabada,V Nigam,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,174
Delhi Capitals,17,6,0.1,5.6,mandatory,DA Miller,K Rabada,V Nigam,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,175
Delhi Capitals,18,1,0.1,5.6,mandatory,DA Miller,Mohammed Siraj,V Nigam,0,1,1,1.0,,,,,,,,,,,,,,,,,,20.0,211.0,176
Delhi Capitals,18,2,0.1,5.6,mandatory,DA Miller,Mohammed Siraj,V Nigam,6,0,6,,,,,,,,,,,,,,,,,,,20.0,211.0,182
Delhi Capitals,18,3,0.1,5.6,mandatory,DA Miller,Mohammed Siraj,V Nigam,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,186
Delhi Capitals,18,4,0.1,5.6,mandatory,DA Miller,Mohammed Siraj,V Nigam,6,0,6,,,,,,,,,,,,,,,,,,,20.0,211.0,192
Delhi Capitals,18,5,0.1,5.6,mandatory,DA Miller,Mohammed Siraj,V Nigam,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,193
Delhi Capitals,18,6,0.1,5.6,mandatory,V Nigam,Mohammed Siraj,DA Miller,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,197
Delhi Capitals,18,7,0.1,5.6,mandatory,V Nigam,Mohammed Siraj,DA Miller,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,198
Delhi Capitals,19,1,0.1,5.6,mandatory,V Nigam,M Prasidh Krishna,DA Miller,4,0,4,,,,,,,,,,,,,,,,,,,20.0,211.0,202
Delhi Capitals,19,2,0.1,5.6,mandatory,V Nigam,M Prasidh Krishna,DA Miller,0,0,0,,,,,,,,V Nigam,caught,,,,,,,,,Shubman Gill,20.0,211.0,202
Delhi Capitals,19,3,0.1,5.6,mandatory,Kuldeep Yadav,M Prasidh Krishna,DA Miller,1,0,1,,,,,,,,,,,,,,,,,,,20.0,211.0,203
Delhi Capitals,19,4,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,Kuldeep Yadav,6,0,6,,,,,,,,,,,,,,,,,,,20.0,211.0,209
Delhi Capitals,19,5,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,Kuldeep Yadav,0,0,0,,,,,,,,,,,,,,,,,,,20.0,211.0,209
Delhi Capitals,19,6,0.1,5.6,mandatory,DA Miller,M Prasidh Krishna,Kuldeep Yadav,0,0,0,,,,,,,,Kuldeep Yadav,run out,,,,,,,,,JC Buttler,20.0,211.0,209
