team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,review_by,review_umpire,review_batter,review_decision,review_type,legbyes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Sunrisers Hyderabad,6,3,0.1,5.8,mandatory,Abhishek Sharma,R Parag,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,95
Sunrisers Hyderabad,6,4,0.1,5.8,mandatory,Ishan Kishan,R Parag,Abhishek Sharma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,96
Sunrisers Hyderabad,6,5,0.1,5.8,mandatory,Abhishek Sharma,R Parag,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,100
Sunrisers Hyderabad,6,6,0.1,5.8,mandatory,Abhishek Sharma,R Parag,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,101
Sunrisers Hyderabad,7,1,0.1,5.8,mandatory,Abhishek Sharma,TU Deshpande,Ishan Kishan,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,102
Sunrisers Hyderabad,7,2,0.1,5.8,mandatory,Abhishek Sharma,TU Deshpande,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,106
Sunrisers Hyderabad,7,3,0.1,5.8,mandatory,Abhishek Sharma,TU Deshpande,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,107
Sunrisers Hyderabad,7,4,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,107
Sunrisers Hyderabad,7,5,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,0,0,0,,,,,,,,,,,,,,,20.0,229.0,107
Sunrisers Hyderabad,7,6,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,111
Sunrisers Hyderabad,7,7,0.1,5.8,mandatory,Ishan Kishan,TU Deshpande,Abhishek Sharma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,112
Sunrisers Hyderabad,8,1,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,113
Sunrisers Hyderabad,8,2,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,117
Sunrisers Hyderabad,8,3,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,121
Sunrisers Hyderabad,8,4,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,121
Sunrisers Hyderabad,8,5,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,122
Sunrisers Hyderabad,8,6,0.1,5.8,mandatory,Abhishek Sharma,Brijesh Sharma,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,123
Sunrisers Hyderabad,8,7,0.1,5.8,mandatory,Ishan Kishan,Brijesh Sharma,Abhishek Sharma,2,0,2,,,,,,,,,,,,,,,20.0,229.0,125
Sunrisers Hyderabad,9,1,0.1,5.8,mandatory,Abhishek Sharma,D Ferreira,Ishan Kishan,2,0,2,,,,,,,,,,,,,,,20.0,229.0,127
Sunrisers Hyderabad,9,2,0.1,5.8,mandatory,Abhishek Sharma,D Ferreira,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,128
Sunrisers Hyderabad,9,3,0.1,5.8,mandatory,Ishan Kishan,D Ferreira,Abhishek Sharma,4,0,4,,,,,,,,,,,,,,,20.0,229.0,132
Sunrisers Hyderabad,9,4,0.1,5.8,mandatory,Ishan Kishan,D Ferreira,Abhishek Sharma,6,0,6,,,,,,,,,,,,,,,20.0,229.0,138
Sunrisers Hyderabad,9,5,0.1,5.8,mandatory,Ishan Kishan,D Ferreira,Abhishek Sharma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,139
Sunrisers Hyderabad,9,6,0.1,5.8,mandatory,Abhishek Sharma,D Ferreira,Ishan Kishan,0,0,0,,,,,,,,Abhishek Sharma,caught,,,,,JC Archer,20.0,229.0,139
Sunrisers Hyderabad,10,1,0.1,5.8,mandatory,Ishan Kishan,Ravi Bishnoi,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,140
Sunrisers Hyderabad,10,2,0.1,5.8,mandatory,H Klaasen,Ravi Bishnoi,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,144
Sunrisers Hyderabad,10,3,0.1,5.8,mandatory,H Klaasen,Ravi Bishnoi,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,144
Sunrisers Hyderabad,10,4,0.1,5.8,mandatory,H Klaasen,Ravi Bishnoi,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,145
Sunrisers Hyderabad,10,5,0.1,5.8,mandatory,Ishan Kishan,Ravi Bishnoi,H Klaasen,6,0,6,,,,,,,,,,,,,,,20.0,229.0,151
Sunrisers Hyderabad,10,6,0.1,5.8,mandatory,Ishan Kishan,Ravi Bishnoi,H Klaasen,4,0,4,,,,,,,,,,,,,,,20.0,229.0,155
Sunrisers Hyderabad,11,1,0.1,5.8,mandatory,H Klaasen,RA Jadeja,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,155
Sunrisers Hyderabad,11,2,0.1,5.8,mandatory,H Klaasen,RA Jadeja,Ishan Kishan,1,0,1,,,,,,,,,,,,,,,20.0,229.0,156
Sunrisers Hyderabad,11,3,0.1,5.8,mandatory,Ishan Kishan,RA Jadeja,H Klaasen,3,0,3,,,,,,,,,,,,,,,20.0,229.0,159
Sunrisers Hyderabad,11,4,0.1,5.8,mandatory,H Klaasen,RA Jadeja,Ishan Kishan,0,0,0,,,,,,,,,,,,,,,20.0,229.0,159
Sunrisers Hyderabad,11,5,0.1,5.8,mandatory,H Klaasen,RA Jadeja,Ishan Kishan,2,0,2,,,,,,,,,,,,,,,20.0,229.0,161
Sunrisers Hyderabad,11,6,0.1,5.8,mandatory,H Klaasen,RA Jadeja,Ishan Kishan,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,162
Sunrisers Hyderabad,11,7,0.1,5.8,mandatory,H Klaasen,RA Jadeja,Ishan Kishan,4,0,4,,,,,,,,,,,,,,,20.0,229.0,166
Sunrisers Hyderabad,12,1,0.1,5.8,mandatory,Ishan Kishan,JC Archer,H Klaasen,0,0,0,,,,,,,,Ishan Kishan,caught,,,,,D Ferreira,20.0,229.0,166
Sunrisers Hyderabad,12,2,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,0,0,0,,,,,,,,,,,,,,,20.0,229.0,166
Sunrisers Hyderabad,12,3,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,0,0,0,,,,,,,,,,,,,,,20.0,229.0,166
Sunrisers Hyderabad,12,4,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,167
Sunrisers Hyderabad,12,5,0.1,5.8,mandatory,H Klaasen,JC Archer,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,20.0,229.0,167
Sunrisers Hyderabad,12,6,0.1,5.8,mandatory,H Klaasen,JC Archer,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,20.0,229.0,167
Sunrisers Hyderabad,13,1,0.1,5.8,mandatory,Nithish Kumar Reddy,N Burger,H Klaasen,6,0,6,,,,,,,,,,,,,,,20.0,229.0,173
Sunrisers Hyderabad,13,2,0.1,5.8,mandatory,Nithish Kumar Reddy,N Burger,H Klaasen,0,0,0,,,,,,,,,,,,,,,20.0,229.0,173
Sunrisers Hyderabad,13,3,0.1,5.8,mandatory,Nithish Kumar Reddy,N Burger,H Klaasen,2,0,2,,,,,,,,,,,,,,,20.0,229.0,175
Sunrisers Hyderabad,13,4,0.1,5.8,mandatory,Nithish Kumar Reddy,N Burger,H Klaasen,4,0,4,,,,,,,,,,,,,,,20.0,229.0,179
Sunrisers Hyderabad,13,5,0.1,5.8,mandatory,Nithish Kumar Reddy,N Burger,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,180
Sunrisers Hyderabad,13,6,0.1,5.8,mandatory,H Klaasen,N Burger,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,20.0,229.0,180
Sunrisers Hyderabad,14,1,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,181
Sunrisers Hyderabad,14,2,0.1,5.8,mandatory,H Klaasen,JC Archer,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,20.0,229.0,182
Sunrisers Hyderabad,14,3,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,183
Sunrisers Hyderabad,14,4,0.1,5.8,mandatory,H Klaasen,JC Archer,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,20.0,229.0,184
Sunrisers Hyderabad,14,5,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,0,0,0,,,,,,,,,,,,,,,20.0,229.0,184
Sunrisers Hyderabad,14,6,0.1,5.8,mandatory,Nithish Kumar Reddy,JC Archer,H Klaasen,4,0,4,,,,,,,,,,,,,,,20.0,229.0,188
Sunrisers Hyderabad,15,1,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,20.0,229.0,189
Sunrisers Hyderabad,15,2,0.1,5.8,mandatory,Nithish Kumar Reddy,Brijesh Sharma,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,190
Sunrisers Hyderabad,15,3,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,20.0,229.0,190
Sunrisers Hyderabad,15,4,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,Nithish Kumar Reddy,0,0,0,,,,,,,,,,,,,,,20.0,229.0,190
Sunrisers Hyderabad,15,5,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,Nithish Kumar Reddy,2,0,2,,,,,,,,,,,,,,,20.0,229.0,192
Sunrisers Hyderabad,15,6,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,20.0,229.0,193
Sunrisers Hyderabad,16,1,0.1,5.8,mandatory,H Klaasen,TU Deshpande,Nithish Kumar Reddy,6,0,6,,,,,,,,,,,,,,,20.0,229.0,199
Sunrisers Hyderabad,16,2,0.1,5.8,mandatory,H Klaasen,TU Deshpande,Nithish Kumar Reddy,1,0,1,,,,,,,,,,,,,,,20.0,229.0,200
Sunrisers Hyderabad,16,3,0.1,5.8,mandatory,Nithish Kumar Reddy,TU Deshpande,H Klaasen,2,0,2,,,,,,,,,,,,,,,20.0,229.0,202
Sunrisers Hyderabad,16,4,0.1,5.8,mandatory,Nithish Kumar Reddy,TU Deshpande,H Klaasen,6,0,6,,,,,,,,,,,,,,,20.0,229.0,208
Sunrisers Hyderabad,16,5,0.1,5.8,mandatory,Nithish Kumar Reddy,TU Deshpande,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,209
Sunrisers Hyderabad,16,6,0.1,5.8,mandatory,H Klaasen,TU Deshpande,Nithish Kumar Reddy,4,0,4,,,,,,,,,,,,,,,20.0,229.0,213
Sunrisers Hyderabad,17,1,0.1,5.8,mandatory,Nithish Kumar Reddy,Brijesh Sharma,H Klaasen,6,0,6,,,,,,,,,,,,,,,20.0,229.0,219
Sunrisers Hyderabad,17,2,0.1,5.8,mandatory,Nithish Kumar Reddy,Brijesh Sharma,H Klaasen,0,0,0,,Sunrisers Hyderabad,KM Gandhi,Nithish Kumar Reddy,struck down,wicket,,Nithish Kumar Reddy,lbw,,,,,,20.0,229.0,219
Sunrisers Hyderabad,17,3,0.1,5.8,mandatory,S Arora,Brijesh Sharma,H Klaasen,1,0,1,,,,,,,,,,,,,,,20.0,229.0,220
Sunrisers Hyderabad,17,4,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,S Arora,0,0,0,,,,,,,,,,,,,,,20.0,229.0,220
Sunrisers Hyderabad,17,5,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,S Arora,0,0,0,,,,,,,,,,,,,,,20.0,229.0,220
Sunrisers Hyderabad,17,6,0.1,5.8,mandatory,H Klaasen,Brijesh Sharma,S Arora,0,0,0,,,,,,,,H Klaasen,caught,,,,,Ravi Bishnoi,20.0,229.0,220
Sunrisers Hyderabad,18,1,0.1,5.8,mandatory,S Arora,N Burger,Aniket Verma,1,0,1,,,,,,,,,,,,,,,20.0,229.0,221
Sunrisers Hyderabad,18,2,0.1,5.8,mandatory,Aniket Verma,N Burger,S Arora,0,1,1,1.0,,,,,,,,,,,,,,20.0,229.0,222
Sunrisers Hyderabad,18,3,0.1,5.8,mandatory,Aniket Verma,N Burger,S Arora,1,0,1,,,,,,,,,,,,,,,20.0,229.0,223
Sunrisers Hyderabad,18,4,0.1,5.8,mandatory,S Arora,N Burger,Aniket Verma,6,0,6,,,,,,,,,,,,,,,20.0,229.0,229
