team,over,ball_number,powerplays_from,powerplays_to,powerplays_type,striker,bowler,non_striker,batter_runs,extra_runs,total_runs,wides,legbyes,review_by,review_umpire,review_batter,review_decision,review_type,byes,player_out,wicket_kind,overs_deliveries_replacements.match_in,overs_deliveries_replacements.match_out,overs_deliveries_replacements.match_team,overs_deliveries_replacements.match_reason,fielders_name,target_overs,target_runs,current_team_total
Kolkata Knight Riders,6,2,0.1,5.6,mandatory,R Powell,RA Jadeja,A Raghuvanshi,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,52
Kolkata Knight Riders,6,3,0.1,5.6,mandatory,A Raghuvanshi,RA Jadeja,R Powell,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,52
Kolkata Knight Riders,6,4,0.1,5.6,mandatory,A Raghuvanshi,RA Jadeja,R Powell,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,52
Kolkata Knight Riders,6,5,0.1,5.6,mandatory,A Raghuvanshi,RA Jadeja,R Powell,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,52
Kolkata Knight Riders,6,6,0.1,5.6,mandatory,A Raghuvanshi,RA Jadeja,R Powell,0,0,0,,,Kolkata Knight Riders,M Krishnadas,A Raghuvanshi,struck down,wicket,,A Raghuvanshi,lbw,,,,,,20.0,156.0,52
Kolkata Knight Riders,7,1,0.1,5.6,mandatory,R Powell,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,52
Kolkata Knight Riders,7,2,0.1,5.6,mandatory,R Powell,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,52
Kolkata Knight Riders,7,3,0.1,5.6,mandatory,R Powell,Yash Raj Punja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,53
Kolkata Knight Riders,7,4,0.1,5.6,mandatory,RK Singh,Yash Raj Punja,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,54
Kolkata Knight Riders,7,5,0.1,5.6,mandatory,R Powell,Yash Raj Punja,RK Singh,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,58
Kolkata Knight Riders,7,6,0.1,5.6,mandatory,R Powell,Yash Raj Punja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,59
Kolkata Knight Riders,8,1,0.1,5.6,mandatory,R Powell,RA Jadeja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,60
Kolkata Knight Riders,8,2,0.1,5.6,mandatory,RK Singh,RA Jadeja,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,61
Kolkata Knight Riders,8,3,0.1,5.6,mandatory,R Powell,RA Jadeja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,61
Kolkata Knight Riders,8,4,0.1,5.6,mandatory,R Powell,RA Jadeja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,62
Kolkata Knight Riders,8,5,0.1,5.6,mandatory,RK Singh,RA Jadeja,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,63
Kolkata Knight Riders,8,6,0.1,5.6,mandatory,R Powell,RA Jadeja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,63
Kolkata Knight Riders,9,1,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,R Powell,2,0,2,,,,,,,,,,,,,,,,20.0,156.0,65
Kolkata Knight Riders,9,2,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,66
Kolkata Knight Riders,9,3,0.1,5.6,mandatory,R Powell,Ravi Bishnoi,RK Singh,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,67
Kolkata Knight Riders,9,4,0.1,5.6,mandatory,R Powell,Ravi Bishnoi,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,67
Kolkata Knight Riders,9,5,0.1,5.6,mandatory,R Powell,Ravi Bishnoi,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,68
Kolkata Knight Riders,9,6,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,R Powell,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,69
Kolkata Knight Riders,9,7,0.1,5.6,mandatory,R Powell,Ravi Bishnoi,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,70
Kolkata Knight Riders,10,1,0.1,5.6,mandatory,R Powell,RA Jadeja,RK Singh,0,0,0,,,,,,,,,R Powell,caught,,,,,D Ferreira,20.0,156.0,70
Kolkata Knight Riders,10,2,0.1,5.6,mandatory,Ramandeep Singh,RA Jadeja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,71
Kolkata Knight Riders,10,3,0.1,5.6,mandatory,RK Singh,RA Jadeja,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,72
Kolkata Knight Riders,10,4,0.1,5.6,mandatory,Ramandeep Singh,RA Jadeja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,73
Kolkata Knight Riders,10,5,0.1,5.6,mandatory,RK Singh,RA Jadeja,Ramandeep Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,73
Kolkata Knight Riders,10,6,0.1,5.6,mandatory,RK Singh,RA Jadeja,Ramandeep Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,73
Kolkata Knight Riders,11,1,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,74
Kolkata Knight Riders,11,2,0.1,5.6,mandatory,RK Singh,Yash Raj Punja,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,75
Kolkata Knight Riders,11,3,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,75
Kolkata Knight Riders,11,4,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,75
Kolkata Knight Riders,11,5,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,75
Kolkata Knight Riders,11,6,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,76
Kolkata Knight Riders,12,1,0.1,5.6,mandatory,Ramandeep Singh,Ravi Bishnoi,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,77
Kolkata Knight Riders,12,2,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,78
Kolkata Knight Riders,12,3,0.1,5.6,mandatory,Ramandeep Singh,Ravi Bishnoi,RK Singh,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,82
Kolkata Knight Riders,12,4,0.1,5.6,mandatory,Ramandeep Singh,Ravi Bishnoi,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,82
Kolkata Knight Riders,12,5,0.1,5.6,mandatory,Ramandeep Singh,Ravi Bishnoi,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,83
Kolkata Knight Riders,12,6,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,84
Kolkata Knight Riders,13,1,0.1,5.6,mandatory,RK Singh,Yash Raj Punja,Ramandeep Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,85
Kolkata Knight Riders,13,2,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,85
Kolkata Knight Riders,13,3,0.1,5.6,mandatory,Ramandeep Singh,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,Ramandeep Singh,bowled,,,,,,20.0,156.0,85
Kolkata Knight Riders,13,4,0.1,5.6,mandatory,AS Roy,Yash Raj Punja,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,85
Kolkata Knight Riders,13,5,0.1,5.6,mandatory,AS Roy,Yash Raj Punja,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,86
Kolkata Knight Riders,13,6,0.1,5.6,mandatory,RK Singh,Yash Raj Punja,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,87
Kolkata Knight Riders,14,1,0.1,5.6,mandatory,RK Singh,R Parag,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,88
Kolkata Knight Riders,14,2,0.1,5.6,mandatory,AS Roy,R Parag,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,88
Kolkata Knight Riders,14,3,0.1,5.6,mandatory,AS Roy,R Parag,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,89
Kolkata Knight Riders,14,4,0.1,5.6,mandatory,RK Singh,R Parag,AS Roy,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,90
Kolkata Knight Riders,14,5,0.1,5.6,mandatory,RK Singh,R Parag,AS Roy,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,94
Kolkata Knight Riders,14,6,0.1,5.6,mandatory,RK Singh,R Parag,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,95
Kolkata Knight Riders,14,7,0.1,5.6,mandatory,AS Roy,R Parag,RK Singh,2,0,2,,,,,,,,,,,,,,,,20.0,156.0,97
Kolkata Knight Riders,15,1,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,AS Roy,6,0,6,,,,,,,,,,,,,,,,20.0,156.0,103
Kolkata Knight Riders,15,2,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,AS Roy,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,104
Kolkata Knight Riders,15,3,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,AS Roy,0,1,1,,1.0,,,,,,,,,,,,,,20.0,156.0,105
Kolkata Knight Riders,15,4,0.1,5.6,mandatory,AS Roy,Ravi Bishnoi,RK Singh,2,0,2,,,,,,,,,,,,,,,,20.0,156.0,107
Kolkata Knight Riders,15,5,0.1,5.6,mandatory,AS Roy,Ravi Bishnoi,RK Singh,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,108
Kolkata Knight Riders,15,6,0.1,5.6,mandatory,AS Roy,Ravi Bishnoi,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,109
Kolkata Knight Riders,15,7,0.1,5.6,mandatory,RK Singh,Ravi Bishnoi,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,110
Kolkata Knight Riders,15,8,0.1,5.6,mandatory,AS Roy,Ravi Bishnoi,RK Singh,6,0,6,,,,,,,,,,,,,,,,20.0,156.0,116
Kolkata Knight Riders,16,1,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,120
Kolkata Knight Riders,16,2,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,121
Kolkata Knight Riders,16,3,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,125
Kolkata Knight Riders,16,4,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,126
Kolkata Knight Riders,16,5,0.1,5.6,mandatory,AS Roy,JC Archer,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,127
Kolkata Knight Riders,16,6,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,128
Kolkata Knight Riders,16,7,0.1,5.6,mandatory,AS Roy,JC Archer,RK Singh,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,128
Kolkata Knight Riders,17,1,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,128
Kolkata Knight Riders,17,2,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,128
Kolkata Knight Riders,17,3,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,0,1,1,1.0,,,,,,,,,,,,,,,20.0,156.0,129
Kolkata Knight Riders,17,4,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,129
Kolkata Knight Riders,17,5,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,130
Kolkata Knight Riders,17,6,0.1,5.6,mandatory,AS Roy,Brijesh Sharma,RK Singh,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,134
Kolkata Knight Riders,17,7,0.1,5.6,mandatory,AS Roy,Brijesh Sharma,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,135
Kolkata Knight Riders,18,1,0.1,5.6,mandatory,AS Roy,JC Archer,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,136
Kolkata Knight Riders,18,2,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,137
Kolkata Knight Riders,18,3,0.1,5.6,mandatory,AS Roy,JC Archer,RK Singh,6,0,6,,,,,,,,,,,,,,,,20.0,156.0,143
Kolkata Knight Riders,18,4,0.1,5.6,mandatory,AS Roy,JC Archer,RK Singh,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,144
Kolkata Knight Riders,18,5,0.1,5.6,mandatory,RK Singh,JC Archer,AS Roy,1,0,1,,,,,,,,,,,,,,,,20.0,156.0,145
Kolkata Knight Riders,18,6,0.1,5.6,mandatory,AS Roy,JC Archer,RK Singh,2,0,2,,,,,,,,,,,,,,,,20.0,156.0,147
Kolkata Knight Riders,19,1,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,151
Kolkata Knight Riders,19,2,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,4,0,4,,,,,,,,,,,,,,,,20.0,156.0,155
Kolkata Knight Riders,19,3,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,0,0,0,,,,,,,,,,,,,,,,20.0,156.0,155
Kolkata Knight Riders,19,4,0.1,5.6,mandatory,RK Singh,Brijesh Sharma,AS Roy,6,0,6,,,,,,,,,,,,,,,,20.0,156.0,161
